date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2024-12-23,ACB,20d,cart,0.0,0.0123647604327665,0,1,1.0,2024-12-23,0.5698824263084391,0.5698824263084391,1.0,0.7849412131542195,True,moderate_positive,strong_positive,moderate_positive,0.8181818181818181,0.9545454545454546,0.8863636363636364
2024-12-23,DGC,20d,cart,0.0887631681623097,-0.1958468654659975,1,1,1.0,2024-12-23,0.018104338247877317,0.018104338247877317,1.0,0.5090521691239387,False,reject,strong_positive,weak_or_uncertain,0.0,0.9545454545454546,0.4772727272727273
2024-12-23,HPG,20d,cart,0.0264598540145983,-0.0926294820717131,1,0,0.0,2024-12-23,0.29163897022661117,0.29163897022661117,0.0,0.14581948511330559,False,reject,reject,reject,0.2727272727272727,0.045454545454545414,0.15909090909090906
2024-12-23,MWG,20d,cart,0.0338720770288858,0.1194130925507901,1,0,0.0,2024-12-23,0.8535693903345231,0.8535693903345231,0.0,0.42678469516726153,False,strong_positive,reject,weak_or_uncertain,1.0,0.045454545454545414,0.5227272727272727
2024-12-23,ACB,20d,lightgbm,0.0,0.0106483143478061,0,1,0.8570366176470722,2024-12-23,0.5700600185813272,0.5700600185813272,0.8570366176470722,0.7135483181141997,True,moderate_positive,strong_positive,moderate_positive,0.7272727272727273,0.8181818181818181,0.7727272727272727
2024-12-23,DGC,20d,lightgbm,0.0887631681623097,-0.0414674382332286,1,0,0.085030920356733,2024-12-23,0.3632775049349667,0.3632775049349667,0.085030920356733,0.22415421264584984,False,reject,reject,reject,0.36363636363636365,0.2727272727272727,0.3181818181818182
2024-12-23,HPG,20d,lightgbm,0.0264598540145983,-0.1330248926407356,1,0,0.0240260519329272,2024-12-23,0.0,0.0,0.0240260519329272,0.0120130259664636,False,reject,reject,reject,0.09090909090909094,0.18181818181818177,0.13636363636363635
2024-12-23,MWG,20d,lightgbm,0.0338720770288858,-0.013768721861552,1,0,0.1716928677204184,2024-12-23,0.473179212431314,0.473179212431314,0.1716928677204184,0.3224360400758662,False,reject,reject,reject,0.5454545454545454,0.4545454545454546,0.5
2024-12-23,ACB,20d,xgboost,0.0,-0.0027645954396575,0,1,0.7415637969970703,2024-12-23,0.48848568536917925,0.48848568536917925,0.7415637969970703,0.6150247411831248,False,reject,strong_positive,weak_or_uncertain,0.6363636363636364,0.7272727272727273,0.6818181818181819
2024-12-23,DGC,20d,xgboost,0.0887631681623097,0.0270431768149137,1,0,0.2288938462734222,2024-12-23,0.6246696355920847,0.6246696355920847,0.2288938462734222,0.42678174093275345,False,strong_positive,reject,weak_or_uncertain,0.9090909090909091,0.5454545454545454,0.7272727272727273
