date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error,entry_date,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,actual_return_combined,predicted_return_combined,actual_profit_label_combined,predicted_profit_label_combined,predicted_profit_probability_combined,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score,benchmark_date,close,m_ret,market_return_lookback,market_volatility_lookback,regime,benchmark_stale_days,benchmark_data_available
2024-06-24,ACB,cart,2024-06-17,2024-06-24,5d,5,-0.0180399804973184,-0.0928143712574849,0.0747743907601664,414.4926363489206,2024-06-18,-0.0310314094467812,0,0,0.0,-0.0180399804973184,-0.0928143712574849,0,0,0.0,2024-06-24,0.275288282905697,0.275288282905697,0.0,0.1376441414528485,False,reject,reject,reject,0.0909090909090909,0.1363636363636363,0.1136363636363636,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,DGC,cart,2024-06-17,2024-06-24,5d,5,0.0255912460289446,-0.0534635053463505,0.0790547513752952,308.9132560637387,2024-06-18,0.0175392122984823,1,0,0.0,0.0255912460289446,-0.0534635053463505,1,0,0.0,2024-06-24,0.4156108121311035,0.4156108121311035,0.0,0.2078054060655517,False,reject,reject,reject,0.2727272727272727,0.1363636363636363,0.2045454545454545,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,HPG,cart,2024-06-17,2024-06-24,5d,5,-0.0252648736756315,-0.0338325013865778,0.0085676277109463,33.91122323010052,2024-06-18,-0.0336393817732321,0,0,0.0,-0.0252648736756315,-0.0338325013865778,0,0,0.0,2024-06-24,0.4856136459465046,0.4856136459465046,0.0,0.2428068229732523,False,reject,reject,reject,0.5454545454545454,0.1363636363636363,0.3409090909090909,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,MWG,cart,2024-06-17,2024-06-24,5d,5,0.0,0.0111241217798596,0.0111241217798596,,2024-06-18,-0.0084472172195602,0,0,0.0,0.0,0.0111241217798596,0,0,0.0,2024-06-24,0.6459259268095039,0.6459259268095039,0.0,0.3229629634047519,False,moderate_positive,reject,weak_or_uncertain,1.0,0.1363636363636363,0.5681818181818181,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,ACB,lightgbm,2024-06-17,2024-06-24,5d,5,-0.0180399804973184,-0.0492562587323804,0.0312162782350619,173.0394234057076,2024-06-18,-0.0310314094467812,0,0,0.0132920847017996,-0.0180399804973184,-0.0492562587323804,0,0,0.0132920847017996,2024-06-24,0.4948564190427247,0.4948564190427247,0.0132920847017996,0.2540742518722622,False,reject,reject,reject,0.3636363636363636,0.3636363636363636,0.3636363636363636,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,DGC,lightgbm,2024-06-17,2024-06-24,5d,5,0.0255912460289446,-0.1268815116586732,0.1524727576876179,595.8004448676132,2024-06-18,0.0175392122984823,1,0,0.0364388376744666,0.0255912460289446,-0.1268815116586732,1,0,0.0364388376744666,2024-06-24,0.1405555138690996,0.1405555138690996,0.0364388376744666,0.0884971757717831,False,reject,reject,reject,0.0,0.5454545454545454,0.2727272727272727,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,HPG,lightgbm,2024-06-17,2024-06-24,5d,5,-0.0252648736756315,-0.0074545049458245,0.017810368729807,70.49458848862334,2024-06-18,-0.0336393817732321,0,0,0.0303713977566291,-0.0252648736756315,-0.0074545049458245,0,0,0.0303713977566291,2024-06-24,0.6856499900277317,0.6856499900277317,0.0303713977566291,0.3580106938921804,False,reject,reject,reject,0.7272727272727273,0.4545454545454546,0.5909090909090909,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,MWG,lightgbm,2024-06-17,2024-06-24,5d,5,0.0,0.0057681434815949,0.0057681434815949,,2024-06-18,-0.0084472172195602,0,0,0.3466694772129582,0.0,0.0057681434815949,0,0,0.3466694772129582,2024-06-24,0.7460014366256017,0.7460014366256017,0.3466694772129582,0.54633545691928,False,moderate_positive,reject,weak_or_uncertain,0.8181818181818181,0.9090909090909092,0.8636363636363635,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,ACB,xgboost,2024-06-17,2024-06-24,5d,5,-0.0180399804973184,-0.0403502769768238,0.0223102964795053,123.6714002147708,2024-06-18,-0.0310314094467812,0,0,0.0825510695576667,-0.0180399804973184,-0.0403502769768238,0,0,0.0825510695576667,2024-06-24,0.4922655070762272,0.4922655070762272,0.0825510695576667,0.287408288316947,False,reject,reject,reject,0.4545454545454546,0.7272727272727273,0.5909090909090909,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
2024-06-24,DGC,xgboost,2024-06-17,2024-06-24,5d,5,0.0255912460289446,-0.0668437629938125,0.0924350090227572,361.19776629168297,2024-06-18,0.0175392122984823,1,0,0.0686875507235527,0.0255912460289446,-0.0668437629938125,1,0,0.0686875507235527,2024-06-24,0.3173561806255521,0.3173561806255521,0.0686875507235527,0.1930218656745524,False,reject,reject,reject,0.1818181818181817,0.6363636363636364,0.409090909090909,2024-06-17,1274.77,-0.004015907368486893,-0.0021994708746222447,0.008408407905886437,sideway,0,True
