step_size,ticker,horizon,model_name,total_return,cagr,sharpe,sortino,max_drawdown,turnover,win_rate,observations
2,FPT,short_5d,stacking_final,-0.7311418936344473,-0.653239663667076,-2.671424851634878,-3.1250971886505705,-0.7339715707315964,7.0,0.34065934065934067,151
2,MSN,long_3m,cart,201.62011349858082,71.41996067752554,4.382212216570112,12.110404443906626,-0.8533542406220719,5.0,0.5802469135802469,122
2,MSN,long_3m,stacking_final,-0.9058903553057615,-0.851252375655536,-1.9085999099468052,-3.738579666242392,-0.867535529933358,2.0,0.20253164556962025,122
2,MSN,long_6m,cart,51495.97683154736,6418.098904802286,9.997123894130302,29.313223943758437,-0.807848912046145,0.0,0.8,90
2,MSN,long_6m,stacking_final,42641.882205642905,5510.429744887337,9.79959917645035,28.826385883352835,-0.807848912046145,2.0,0.797752808988764,90
2,MSN,short_10d,cart,0.22075310413731564,0.17490244824128753,0.5962510166319387,0.5285177789466109,-0.6305827230740326,32.0,0.5584415584415584,148
2,MSN,short_10d,stacking_final,-0.5656186264206011,-0.490231864465718,-0.9568994096610015,-1.079782672518824,-0.6395324610153099,8.0,0.44545454545454544,148
2,MSN,short_20d,cart,1.1041323736401485,0.8241785014220335,1.8080936257036124,1.5180485839573947,-0.35788318374007566,17.0,0.6382978723404256,143
2,MSN,short_20d,stacking_final,-0.7822197850584762,-0.7082108828533581,-1.4895216824332715,-1.7431929475769508,-0.8317863859502743,6.0,0.4380952380952381,143
2,MSN,short_30d,cart,-0.4228882807150317,-0.3586722447352889,-0.185088310110066,-0.2490597390618675,-0.8727860204600357,15.0,0.5,138
2,MSN,short_30d,stacking_final,-0.8514627664935961,-0.7858191430654591,-1.852912754400983,-2.6018587624211933,-0.8908703938289585,4.0,0.42857142857142855,138
2,MSN,short_5d,cart,0.08465945382796658,0.06771850407172142,0.3767222123676674,0.3042783192277858,-0.2551673414540634,32.0,0.5625,151
2,MSN,short_5d,stacking_final,-0.26966555979083073,-0.22382654289905302,-0.46720856481380385,-0.6291790319146319,-0.4329201825907695,6.0,0.46153846153846156,151
2,MWG,long_3m,cart,-0.046467931451223854,-0.03763851608281665,-0.06249582610418232,-0.08754043096960037,-0.23341359527230066,7.0,0.2,122
2,MWG,long_3m,stacking_final,163.7415277796215,60.28994699764734,6.795506245499213,30.825978708540262,-0.21246251774386715,1.0,0.8448275862068966,122
