horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,4,4,-0.04153927429095472,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,4,4,-0.04153927429095472,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.6,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.65,3,3,-0.055385699054606295,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.5,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.55,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.6,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.65,2,2,-0.0819251460444239,0.0,0.0,,
3d,bull,cart,predicted_profit_probability,predicted_profit_probability,1,,,18,18,0.005936492900943406,0.4444444444444444,0.4444444444444444,0.2857142857142857,1.1428571428571428
3d,bull,cart,predicted_profit_probability,predicted_profit_probability,3,,,18,54,0.0017236722486498675,0.35185185185185186,0.35185185185185186,0.6785714285714286,0.9047619047619048
3d,bull,cart,predicted_profit_probability,predicted_profit_probability,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,cart,predicted_return,predicted_return,1,,,18,18,0.0036188180208247068,0.4444444444444444,0.4444444444444444,0.2857142857142857,1.1428571428571428
3d,bull,cart,predicted_return,predicted_return,3,,,18,54,-0.0008648067449769713,0.35185185185185186,0.35185185185185186,0.6785714285714286,0.9047619047619048
3d,bull,cart,predicted_return,predicted_return,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,lightgbm,combined_rank_based,rank_based_joint_score,1,,,18,18,0.011996029886473584,0.3888888888888889,0.3888888888888889,0.25,1.0
3d,bull,lightgbm,combined_rank_based,rank_based_joint_score,3,,,18,54,0.0055187696397566485,0.42592592592592593,0.42592592592592593,0.8214285714285714,1.0952380952380951
3d,bull,lightgbm,combined_rank_based,rank_based_joint_score,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear,combined_score,1,,,18,18,0.014933727109885088,0.4444444444444444,0.4444444444444444,0.2857142857142857,1.1428571428571428
3d,bull,lightgbm,combined_weighted_linear,combined_score,3,,,18,54,0.005902406417405719,0.42592592592592593,0.42592592592592593,0.8214285714285714,1.0952380952380951
3d,bull,lightgbm,combined_weighted_linear,combined_score,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.5,7,7,0.0049791745339693725,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.55,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.6,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.65,5,5,0.007994066282660561,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.5,7,7,0.0049791745339693725,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.55,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.6,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.65,5,5,0.007994066282660561,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.5,6,6,0.005012858612348535,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.55,5,5,0.009685155105460442,0.6,0.6,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.6,5,5,0.009685155105460442,0.6,0.6,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.65,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.5,5,5,0.0033689274992794818,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.55,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.6,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.65,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,7,7,0.0049791745339693725,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,5,5,0.007994066282660561,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,7,7,0.0049791745339693725,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,5,5,0.007994066282660561,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,6,6,0.005012858612348535,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,5,5,0.009685155105460442,0.6,0.6,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,5,5,0.009685155105460442,0.6,0.6,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,5,5,0.0033689274992794818,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.5,7,7,0.0049791745339693725,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.55,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.6,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.65,5,5,0.007994066282660561,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.5,7,7,0.0049791745339693725,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.55,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.6,6,6,0.008867140931832768,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.65,5,5,0.007994066282660561,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.5,6,6,0.005012858612348535,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.55,5,5,0.009685155105460442,0.6,0.6,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.6,5,5,0.009685155105460442,0.6,0.6,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.65,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.5,5,5,0.0033689274992794818,0.4,0.4,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.55,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.6,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.65,4,4,0.008798315337402102,0.5,0.5,1.0,1.0
3d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,1,,,18,18,0.016004120729323917,0.5,0.5,0.32142857142857145,1.2857142857142856
3d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,18,54,0.0057049516870604795,0.42592592592592593,0.42592592592592593,0.8214285714285714,1.0952380952380951
3d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,lightgbm,predicted_return,predicted_return,1,,,18,18,-0.0023385882221769448,0.2222222222222222,0.2222222222222222,0.14285714285714285,0.5714285714285714
3d,bull,lightgbm,predicted_return,predicted_return,3,,,18,54,0.005172567147803099,0.4074074074074074,0.4074074074074074,0.7857142857142857,1.0476190476190474
3d,bull,lightgbm,predicted_return,predicted_return,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,xgboost,combined_rank_based,rank_based_joint_score,1,,,18,18,0.006888284175894017,0.4444444444444444,0.4444444444444444,0.2857142857142857,1.1428571428571428
3d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,18,54,0.007980083914216196,0.4444444444444444,0.4444444444444444,0.8571428571428571,1.1428571428571428
3d,bull,xgboost,combined_rank_based,rank_based_joint_score,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,xgboost,combined_weighted_linear,combined_score,1,,,18,18,0.016004120729323917,0.5,0.5,0.32142857142857145,1.2857142857142856
3d,bull,xgboost,combined_weighted_linear,combined_score,3,,,18,54,0.007706959637388557,0.4444444444444444,0.4444444444444444,0.8571428571428571,1.1428571428571428
3d,bull,xgboost,combined_weighted_linear,combined_score,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.5,9,9,-0.003771662722942232,0.4444444444444444,0.4444444444444444,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.55,8,8,-0.003463089362061987,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.6,7,7,-0.010523358637013555,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.65,6,6,-0.02457233371039558,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.5,6,6,0.014075130354637052,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.55,5,5,0.0181382063475613,0.6,0.6,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.5,6,6,0.014075130354637052,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.55,5,5,0.0181382063475613,0.6,0.6,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.5,5,5,0.0076983973130446606,0.4,0.4,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.55,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,9,-0.003771662722942232,0.4444444444444444,0.4444444444444444,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,8,8,-0.003463089362061987,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,7,7,-0.010523358637013555,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,6,6,-0.02457233371039558,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,6,6,0.014075130354637052,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,5,5,0.0181382063475613,0.6,0.6,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,6,6,0.014075130354637052,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,5,5,0.0181382063475613,0.6,0.6,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,5,5,0.0076983973130446606,0.4,0.4,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.5,9,9,-0.003771662722942232,0.4444444444444444,0.4444444444444444,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.55,8,8,-0.003463089362061987,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.6,7,7,-0.010523358637013555,0.42857142857142855,0.42857142857142855,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.65,6,6,-0.02457233371039558,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.5,6,6,0.014075130354637052,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.55,5,5,0.0181382063475613,0.6,0.6,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.5,6,6,0.014075130354637052,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.55,5,5,0.0181382063475613,0.6,0.6,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.5,5,5,0.0076983973130446606,0.4,0.4,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.55,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0
3d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,1,,,18,18,0.016974098409797397,0.5555555555555556,0.5555555555555556,0.35714285714285715,1.4285714285714286
3d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,18,54,0.007459900809763432,0.4444444444444444,0.4444444444444444,0.8571428571428571,1.1428571428571428
3d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,bull,xgboost,predicted_return,predicted_return,1,,,18,18,0.012020142245065094,0.4444444444444444,0.4444444444444444,0.2857142857142857,1.1428571428571428
3d,bull,xgboost,predicted_return,predicted_return,3,,,18,54,0.007923161854196907,0.42592592592592593,0.42592592592592593,0.8214285714285714,1.0952380952380951
3d,bull,xgboost,predicted_return,predicted_return,5,,,18,72,0.004543740460996374,0.3888888888888889,0.3888888888888889,1.0,1.0
3d,sideway,cart,combined_rank_based,rank_based_joint_score,1,,,21,21,0.0029572468491775466,0.38095238095238093,0.38095238095238093,0.3076923076923077,1.2307692307692306
3d,sideway,cart,combined_rank_based,rank_based_joint_score,3,,,21,63,-0.006535531898066586,0.31746031746031744,0.31746031746031744,0.7692307692307693,1.0256410256410255
3d,sideway,cart,combined_rank_based,rank_based_joint_score,5,,,21,84,-0.006303780315856022,0.30952380952380953,0.30952380952380953,1.0,1.0
3d,sideway,cart,combined_weighted_linear,combined_score,1,,,21,21,0.0006640237814495195,0.3333333333333333,0.3333333333333333,0.2692307692307692,1.0769230769230769
3d,sideway,cart,combined_weighted_linear,combined_score,3,,,21,63,-0.011016083153477232,0.2857142857142857,0.2857142857142857,0.6923076923076923,0.923076923076923
3d,sideway,cart,combined_weighted_linear,combined_score,5,,,21,84,-0.006303780315856022,0.30952380952380953,0.30952380952380953,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,9,9,-0.0009991212423922328,0.3333333333333333,0.3333333333333333,0.75,0.8333333333333333
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,8,8,0.0066707731828076,0.375,0.375,0.75,0.84375
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,8,8,0.0066707731828076,0.375,0.375,0.75,0.84375
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,5,5,-0.00842758121945408,0.2,0.2,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,10,0.0035784028221454802,0.4,0.4,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,8,9,0.010904700540605078,0.4444444444444444,0.4444444444444444,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,8,9,0.010904700540605078,0.4444444444444444,0.4444444444444444,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,5,5,-0.00842758121945408,0.2,0.2,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,9,10,0.0035784028221454802,0.4,0.4,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,8,9,0.010904700540605078,0.4444444444444444,0.4444444444444444,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.6,8,9,0.010904700540605078,0.4444444444444444,0.4444444444444444,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.65,5,5,-0.00842758121945408,0.2,0.2,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.5,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.55,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.6,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.65,3,3,-0.0033943906372702337,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.5,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.55,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.6,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.65,1,1,-0.003690036900369,0.0,0.0,,
3d,sideway,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.5,1,1,-0.003690036900369,0.0,0.0,,
