model_name,ranking_method,score_column,top_k,ranking_group_mode,return_threshold,probability_threshold,groups_covered,observations,coverage_ratio,average_actual_return,median_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.65,28,28,1.0,-0.0010245898610374928,-0.002900490852298,0.39285714285714285,0.39285714285714285,0.6111111111111112,0.9821428571428571
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.5,26,26,1.0,0.0004850224283091271,-0.002900490852298,0.38461538461538464,0.38461538461538464,0.7142857142857143,1.043956043956044
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.55,26,26,1.0,0.0004850224283091271,-0.002900490852298,0.38461538461538464,0.38461538461538464,0.7142857142857143,1.043956043956044
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.6,26,26,1.0,0.0004850224283091271,-0.002900490852298,0.38461538461538464,0.38461538461538464,0.7142857142857143,1.043956043956044
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.65,26,26,1.0,0.0004850224283091271,-0.002900490852298,0.38461538461538464,0.38461538461538464,0.7142857142857143,1.043956043956044
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.5,26,26,1.0,0.0004850224283091271,-0.002900490852298,0.38461538461538464,0.38461538461538464,0.8333333333333334,1.1217948717948718
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.55,26,26,1.0,0.0004850224283091271,-0.002900490852298,0.38461538461538464,0.38461538461538464,0.8333333333333334,1.1217948717948718
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.6,26,26,1.0,0.0004850224283091271,-0.002900490852298,0.38461538461538464,0.38461538461538464,0.8333333333333334,1.1217948717948718
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.65,26,26,1.0,0.0004850224283091271,-0.002900490852298,0.38461538461538464,0.38461538461538464,0.8333333333333334,1.1217948717948718
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.5,28,49,0.5833333333333334,0.0011879363487345422,0.0,0.4489795918367347,0.4489795918367347,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.55,28,49,0.5833333333333334,0.0011879363487345422,0.0,0.4489795918367347,0.4489795918367347,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.6,28,49,0.5833333333333334,0.0011879363487345422,0.0,0.4489795918367347,0.4489795918367347,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.65,28,49,0.5833333333333334,0.0011879363487345422,0.0,0.4489795918367347,0.4489795918367347,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.5,28,45,0.5357142857142857,-0.002184693860968798,-0.005800981704596,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.55,28,45,0.5357142857142857,-0.002184693860968798,-0.005800981704596,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.6,28,45,0.5357142857142857,-0.002184693860968798,-0.005800981704596,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.65,28,45,0.5357142857142857,-0.002184693860968798,-0.005800981704596,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.5,26,38,0.48717948717948717,-0.0029625240826186903,-0.00625414938888335,0.3684210526315789,0.3684210526315789,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.55,26,38,0.48717948717948717,-0.0029625240826186903,-0.00625414938888335,0.3684210526315789,0.3684210526315789,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.6,26,38,0.48717948717948717,-0.0029625240826186903,-0.00625414938888335,0.3684210526315789,0.3684210526315789,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.65,26,38,0.48717948717948717,-0.0029625240826186903,-0.00625414938888335,0.3684210526315789,0.3684210526315789,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.5,26,35,0.44871794871794873,-0.0034197589773507834,-0.0067073170731707,0.34285714285714286,0.34285714285714286,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.55,26,35,0.44871794871794873,-0.0034197589773507834,-0.0067073170731707,0.34285714285714286,0.34285714285714286,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.6,26,35,0.44871794871794873,-0.0034197589773507834,-0.0067073170731707,0.34285714285714286,0.34285714285714286,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.65,26,35,0.44871794871794873,-0.0034197589773507834,-0.0067073170731707,0.34285714285714286,0.34285714285714286,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.5,28,49,0.35,0.0011879363487345422,0.0,0.4489795918367347,0.4489795918367347,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.55,28,49,0.35,0.0011879363487345422,0.0,0.4489795918367347,0.4489795918367347,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.6,28,49,0.35,0.0011879363487345422,0.0,0.4489795918367347,0.4489795918367347,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.65,28,49,0.35,0.0011879363487345422,0.0,0.4489795918367347,0.4489795918367347,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.5,28,45,0.32142857142857145,-0.002184693860968798,-0.005800981704596,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.55,28,45,0.32142857142857145,-0.002184693860968798,-0.005800981704596,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.6,28,45,0.32142857142857145,-0.002184693860968798,-0.005800981704596,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.65,28,45,0.32142857142857145,-0.002184693860968798,-0.005800981704596,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.5,26,38,0.2923076923076923,-0.0029625240826186903,-0.00625414938888335,0.3684210526315789,0.3684210526315789,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.55,26,38,0.2923076923076923,-0.0029625240826186903,-0.00625414938888335,0.3684210526315789,0.3684210526315789,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.6,26,38,0.2923076923076923,-0.0029625240826186903,-0.00625414938888335,0.3684210526315789,0.3684210526315789,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.65,26,38,0.2923076923076923,-0.0029625240826186903,-0.00625414938888335,0.3684210526315789,0.3684210526315789,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.5,26,35,0.2692307692307692,-0.0034197589773507834,-0.0067073170731707,0.34285714285714286,0.34285714285714286,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.55,26,35,0.2692307692307692,-0.0034197589773507834,-0.0067073170731707,0.34285714285714286,0.34285714285714286,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.6,26,35,0.2692307692307692,-0.0034197589773507834,-0.0067073170731707,0.34285714285714286,0.34285714285714286,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.65,26,35,0.2692307692307692,-0.0034197589773507834,-0.0067073170731707,0.34285714285714286,0.34285714285714286,1.0,1.0
cart,predicted_profit_probability,predicted_profit_probability,1,date,,,37,37,1.0,0.000882434348581468,0.0,0.43243243243243246,0.43243243243243246,0.23529411764705882,0.9411764705882353
cart,predicted_profit_probability,predicted_profit_probability,3,date,,,37,111,1.0,0.0014637801799624495,0.0019685039370078,0.45045045045045046,0.45045045045045046,0.7352941176470589,0.9803921568627451
cart,predicted_profit_probability,predicted_profit_probability,5,date,,,37,148,0.8,0.0009955853468753288,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
cart,predicted_return,predicted_return,1,date,,,37,37,1.0,-0.006986514436321384,-0.0107614213197969,0.32432432432432434,0.32432432432432434,0.17647058823529413,0.7058823529411765
cart,predicted_return,predicted_return,3,date,,,37,111,1.0,0.0002991632934619364,0.0024330900243307,0.45045045045045046,0.45045045045045046,0.7352941176470589,0.9803921568627451
cart,predicted_return,predicted_return,5,date,,,37,148,0.8,0.0009955853468753303,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
lightgbm,combined_rank_based,rank_based_joint_score,1,date,,,37,37,1.0,-0.0016266763693643265,0.0,0.35135135135135137,0.35135135135135137,0.19117647058823528,0.7647058823529411
lightgbm,combined_rank_based,rank_based_joint_score,3,date,,,37,111,1.0,-0.0003910580227559988,0.0,0.43243243243243246,0.43243243243243246,0.7058823529411765,0.9411764705882353
lightgbm,combined_rank_based,rank_based_joint_score,5,date,,,37,148,0.8,0.0009955853468753288,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
lightgbm,combined_weighted_linear,combined_score,1,date,,,37,37,1.0,-0.003303754340633419,0.0,0.35135135135135137,0.35135135135135137,0.19117647058823528,0.7647058823529411
lightgbm,combined_weighted_linear,combined_score,3,date,,,37,111,1.0,0.0007291146825587776,0.0019685039370078,0.44144144144144143,0.44144144144144143,0.7205882352941176,0.9607843137254901
lightgbm,combined_weighted_linear,combined_score,5,date,,,37,148,0.8,0.0009955853468753288,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,33,33,1.0,-0.0026087693112173825,0.0,0.36363636363636365,0.36363636363636365,0.3076923076923077,0.7925407925407926
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,32,32,1.0,-0.00425909375541873,-0.002900490852298,0.34375,0.34375,0.2972972972972973,0.7432432432432432
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,32,32,1.0,-0.00425909375541873,-0.002900490852298,0.34375,0.34375,0.3142857142857143,0.6973214285714285
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.65,32,32,1.0,-0.003007305486463086,-0.002900490852298,0.375,0.375,0.4,0.8
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,33,33,1.0,-0.0026087693112173825,0.0,0.36363636363636365,0.36363636363636365,0.3157894736842105,0.784688995215311
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.55,32,32,1.0,-0.00425909375541873,-0.002900490852298,0.34375,0.34375,0.3055555555555556,0.7352430555555556
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.6,32,32,1.0,-0.00425909375541873,-0.002900490852298,0.34375,0.34375,0.3142857142857143,0.6776785714285714
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.65,32,32,1.0,-0.003007305486463086,-0.002900490852298,0.375,0.375,0.4,0.775
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.01,0.5,32,32,1.0,-0.001075255992292556,0.0,0.375,0.375,0.3870967741935484,0.8346774193548387
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.01,0.55,31,31,1.0,-0.0027293485373092773,0.0,0.3548387096774194,0.3548387096774194,0.3793103448275862,0.7953281423804227
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.01,0.6,31,31,1.0,-0.0027293485373092773,0.0,0.3548387096774194,0.3548387096774194,0.3793103448275862,0.7341490545050056
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.01,0.65,31,31,1.0,-0.0014371800016131288,0.0,0.3870967741935484,0.3870967741935484,0.4444444444444444,0.8172043010752689
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.02,0.5,29,29,1.0,-0.004009862323013763,0.0,0.3793103448275862,0.3793103448275862,0.4782608695652174,0.841079460269865
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.02,0.55,28,28,1.0,-0.0015713160978890364,0.0,0.39285714285714285,0.39285714285714285,0.5,0.875
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.02,0.6,28,28,1.0,-0.0015713160978890364,0.0,0.39285714285714285,0.39285714285714285,0.5,0.8214285714285714
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.02,0.65,28,28,1.0,-0.00014070093336830024,0.0034965034965035,0.42857142857142855,0.42857142857142855,0.6,0.9214285714285714
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.0,0.5,33,78,0.7878787878787878,0.0007063822554388122,0.0034723766383105,0.46153846153846156,0.46153846153846156,0.9230769230769231,1.0059171597633136
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.0,0.55,32,76,0.7916666666666666,0.0010155968374672049,0.0034723766383105,0.4605263157894737,0.4605263157894737,0.9459459459459459,0.995732574679943
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.0,0.6,32,69,0.71875,0.002145952029307887,0.006993006993007,0.4927536231884058,0.4927536231884058,0.9714285714285714,0.9995859213250518
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.0,0.65,32,63,0.65625,0.0017503133161277196,0.006993006993007,0.47619047619047616,0.47619047619047616,1.0,1.0158730158730158
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.005,0.5,33,78,0.7878787878787878,0.0008854702156995506,0.0034723766383105,0.46153846153846156,0.46153846153846156,0.9473684210526315,0.9959514170040485
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.005,0.55,32,76,0.7916666666666666,0.0011993976387874362,0.0034723766383105,0.4605263157894737,0.4605263157894737,0.9722222222222222,0.985014619883041
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.005,0.6,32,68,0.7083333333333334,0.0028392919094992783,0.00716317016317005,0.5,0.5,0.9714285714285714,0.9857142857142857
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.005,0.65,32,62,0.6458333333333334,0.002504369334512145,0.00716317016317005,0.4838709677419355,0.4838709677419355,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.01,0.5,32,67,0.6979166666666666,0.0004596974731599388,0.0025031289111387,0.44776119402985076,0.44776119402985076,0.967741935483871,0.9966297544535389
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.01,0.55,31,65,0.6989247311827957,0.0008136503757691725,0.0025031289111387,0.4461538461538462,0.4461538461538462,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.01,0.6,31,60,0.6451612903225806,0.0024118332664748283,0.00716317016317005,0.48333333333333334,0.48333333333333334,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.01,0.65,31,57,0.6129032258064516,0.0011750361967507615,0.006993006993007,0.47368421052631576,0.47368421052631576,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.02,0.5,29,51,0.5862068965517241,0.0019599850498603012,0.006993006993007,0.45098039215686275,0.45098039215686275,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.02,0.55,28,49,0.5833333333333334,0.0032731558374891126,0.006993006993007,0.4489795918367347,0.4489795918367347,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.02,0.6,28,46,0.5476190476190477,0.004632316883786689,0.00778189300411505,0.4782608695652174,0.4782608695652174,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,3,date,0.02,0.65,28,43,0.5119047619047619,0.0031477591600114273,0.0073333333333331,0.46511627906976744,0.46511627906976744,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.0,0.5,33,85,0.5151515151515151,7.384547334927458e-06,0.0025031289111387,0.4588235294117647,0.4588235294117647,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.0,0.55,32,80,0.5,0.0011210737154115583,0.0034723766383105,0.4625,0.4625,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.0,0.6,32,71,0.44375,0.0024228903278594137,0.006993006993007,0.49295774647887325,0.49295774647887325,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.0,0.65,32,64,0.4,0.0015061584504675325,0.00663020823187945,0.46875,0.46875,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.005,0.5,33,82,0.49696969696969695,0.00048690403878399953,0.0034723766383105,0.4634146341463415,0.4634146341463415,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.005,0.55,32,77,0.48125,0.001675121323243424,0.0044416243654823,0.4675324675324675,0.4675324675324675,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.005,0.6,32,69,0.43125,0.0033464053795340485,0.0073333333333331,0.5072463768115942,0.5072463768115942,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.005,0.65,32,62,0.3875,0.002504369334512145,0.00716317016317005,0.4838709677419355,0.4838709677419355,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.01,0.5,32,69,0.43125,0.0006183114323787093,0.0025031289111387,0.4492753623188406,0.4492753623188406,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.01,0.55,31,65,0.41935483870967744,0.0008136503757691725,0.0025031289111387,0.4461538461538462,0.4461538461538462,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.01,0.6,31,60,0.3870967741935484,0.0024118332664748283,0.00716317016317005,0.48333333333333334,0.48333333333333334,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.01,0.65,31,57,0.36774193548387096,0.0011750361967507615,0.006993006993007,0.47368421052631576,0.47368421052631576,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.02,0.5,29,51,0.35172413793103446,0.0019599850498603012,0.006993006993007,0.45098039215686275,0.45098039215686275,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.02,0.55,28,49,0.35,0.0032731558374891126,0.006993006993007,0.4489795918367347,0.4489795918367347,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.02,0.6,28,46,0.32857142857142857,0.004632316883786689,0.00778189300411505,0.4782608695652174,0.4782608695652174,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,5,date,0.02,0.65,28,43,0.30714285714285716,0.0031477591600114273,0.0073333333333331,0.46511627906976744,0.46511627906976744,1.0,1.0
lightgbm,predicted_profit_probability,predicted_profit_probability,1,date,,,37,37,1.0,0.001429786903330331,0.0062674094707519,0.43243243243243246,0.43243243243243246,0.23529411764705882,0.9411764705882353
lightgbm,predicted_profit_probability,predicted_profit_probability,3,date,,,37,111,1.0,0.003411666524926462,0.0062674094707519,0.4774774774774775,0.4774774774774775,0.7794117647058824,1.0392156862745097
lightgbm,predicted_profit_probability,predicted_profit_probability,5,date,,,37,148,0.8,0.0009955853468753303,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
lightgbm,predicted_return,predicted_return,1,date,,,37,37,1.0,-0.0036688408916867215,-0.005800981704596,0.32432432432432434,0.32432432432432434,0.17647058823529413,0.7058823529411765
lightgbm,predicted_return,predicted_return,3,date,,,37,111,1.0,0.0010350661245736416,0.002063273727648,0.44144144144144143,0.44144144144144143,0.7205882352941176,0.9607843137254901
lightgbm,predicted_return,predicted_return,5,date,,,37,148,0.8,0.0009955853468753288,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
xgboost,combined_rank_based,rank_based_joint_score,1,date,,,37,37,1.0,-0.005376459103946006,-0.005800981704596,0.3783783783783784,0.3783783783783784,0.20588235294117646,0.8235294117647058
xgboost,combined_rank_based,rank_based_joint_score,3,date,,,37,111,1.0,0.002701386476963526,0.0032635822614703,0.4594594594594595,0.4594594594594595,0.75,1.0
xgboost,combined_rank_based,rank_based_joint_score,5,date,,,37,148,0.8,0.0009955853468753303,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
xgboost,combined_weighted_linear,combined_score,1,date,,,37,37,1.0,-0.006182549181069633,-0.005800981704596,0.32432432432432434,0.32432432432432434,0.17647058823529413,0.7058823529411765
xgboost,combined_weighted_linear,combined_score,3,date,,,37,111,1.0,0.0024851913254844925,0.0032635822614703,0.4594594594594595,0.4594594594594595,0.75,1.0
xgboost,combined_weighted_linear,combined_score,5,date,,,37,148,0.8,0.0009955853468753288,0.0024681094677347,0.4594594594594595,0.4594594594594595,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,34,34,1.0,-0.007343423156464418,-0.012150352154940348,0.3235294117647059,0.3235294117647059,0.3142857142857143,0.7210084033613445
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,33,33,1.0,-0.006253369094525465,-0.0107614213197969,0.3333333333333333,0.3333333333333333,0.3548387096774194,0.7526881720430108
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,31,31,1.0,-0.0027159334714600422,-0.005800981704596,0.3548387096774194,0.3548387096774194,0.3793103448275862,0.7708565072302559
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.0,0.65,31,31,1.0,-0.0027159334714600422,-0.005800981704596,0.3548387096774194,0.3548387096774194,0.4074074074074074,0.7753882915173238
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,33,33,1.0,-0.009103213960729838,-0.0135392829900838,0.30303030303030304,0.30303030303030304,0.3448275862068966,0.7314524555903866
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.005,0.55,32,32,1.0,-0.008034089171988588,-0.012150352154940348,0.3125,0.3125,0.38461538461538464,0.7572115384615385
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.005,0.6,30,30,1.0,-0.004497453699985194,-0.00828120151219645,0.3333333333333333,0.3333333333333333,0.4,0.76
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.005,0.65,30,30,1.0,-0.004497453699985194,-0.00828120151219645,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.75
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.01,0.5,32,32,1.0,-0.008964586803562527,-0.014422301979970801,0.3125,0.3125,0.4,0.7250000000000001
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.01,0.55,31,31,1.0,-0.007856502274630679,-0.0107614213197969,0.3225806451612903,0.3225806451612903,0.43478260869565216,0.7573632538569425
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.01,0.6,28,28,1.0,-0.003185262796875082,-0.002900490852298,0.35714285714285715,0.35714285714285715,0.43478260869565216,0.7763975155279503
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.01,0.65,28,28,1.0,-0.003185262796875082,-0.002900490852298,0.35714285714285715,0.35714285714285715,0.45454545454545453,0.7954545454545455
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.02,0.5,27,27,1.0,-0.008140053303701494,-0.0107614213197969,0.2962962962962963,0.2962962962962963,0.47058823529411764,0.662309368191721
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.02,0.55,26,26,1.0,-0.00678716276921117,-0.00828120151219645,0.3076923076923077,0.3076923076923077,0.5,0.6923076923076924
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.02,0.6,25,25,1.0,-0.0041670830149193715,-0.005800981704596,0.32,0.32,0.5,0.7000000000000001
xgboost,combined_weighted_linear_gated,combined_score,1,date,0.02,0.65,25,25,1.0,-0.0041670830149193715,-0.005800981704596,0.32,0.32,0.5333333333333333,0.7253333333333334
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.0,0.5,34,73,0.7156862745098039,0.0003740473950674805,0.0025031289111387,0.4520547945205479,0.4520547945205479,0.9428571428571428,1.007436399217221
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.0,0.55,33,65,0.6565656565656566,0.00011122786741904318,0.0025031289111387,0.4461538461538462,0.4461538461538462,0.9354838709677419,1.0074441687344915
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.0,0.6,31,61,0.6559139784946236,0.002921156721394982,0.0062674094707519,0.45901639344262296,0.45901639344262296,0.9655172413793104,0.9971735443753534
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.0,0.65,31,58,0.6236559139784946,0.0036122779137745245,0.006431857769676599,0.46551724137931033,0.46551724137931033,1.0,1.0172413793103448
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.005,0.5,33,69,0.696969696969697,-0.0008655116549013195,0.0,0.42028985507246375,0.42028985507246375,1.0,1.0144927536231882
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.005,0.55,32,62,0.6458333333333334,-0.0008410320325635894,0.0,0.41935483870967744,0.41935483870967744,1.0,1.0161290322580645
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.005,0.6,30,57,0.6333333333333333,0.0020638148882932174,0.0025031289111387,0.43859649122807015,0.43859649122807015,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.005,0.65,30,54,0.6,0.0027604976869144643,0.0043852691909453,0.4444444444444444,0.4444444444444444,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.01,0.5,32,58,0.6041666666666666,-0.001027698460556551,0.00125156445556935,0.43103448275862066,0.43103448275862066,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.01,0.55,31,54,0.5806451612903226,-0.0013489799998181759,0.00125156445556935,0.42592592592592593,0.42592592592592593,1.0,1.0
