horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,9,16,0.016037573405082026,0.5625,0.5625,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,9,15,0.01646634552984068,0.5333333333333333,0.5333333333333333,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,9,14,0.015040545615103873,0.5,0.5,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,9,12,0.019680074353313343,0.5833333333333334,0.5833333333333334,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,9,16,0.016037573405082026,0.5625,0.5625,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,9,15,0.01646634552984068,0.5333333333333333,0.5333333333333333,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,9,14,0.015040545615103873,0.5,0.5,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,9,12,0.019680074353313343,0.5833333333333334,0.5833333333333334,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,9,15,0.01860824646692233,0.6,0.6,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,9,14,0.019251264676438045,0.5714285714285714,0.5714285714285714,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,9,13,0.017930012394921285,0.5384615384615384,0.5384615384615384,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,9,11,0.02351667406929842,0.6363636363636364,0.6363636363636364,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.5,9,16,0.016037573405082026,0.5625,0.5625,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.55,9,15,0.01646634552984068,0.5333333333333333,0.5333333333333333,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.6,9,14,0.015040545615103873,0.5,0.5,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.65,9,12,0.019680074353313343,0.5833333333333334,0.5833333333333334,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.5,9,16,0.016037573405082026,0.5625,0.5625,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.55,9,15,0.01646634552984068,0.5333333333333333,0.5333333333333333,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.6,9,14,0.015040545615103873,0.5,0.5,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.65,9,12,0.019680074353313343,0.5833333333333334,0.5833333333333334,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.5,9,16,0.016037573405082026,0.5625,0.5625,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.55,9,15,0.01646634552984068,0.5333333333333333,0.5333333333333333,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.6,9,14,0.015040545615103873,0.5,0.5,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.65,9,12,0.019680074353313343,0.5833333333333334,0.5833333333333334,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.5,9,15,0.01860824646692233,0.6,0.6,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.55,9,14,0.019251264676438045,0.5714285714285714,0.5714285714285714,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.6,9,13,0.017930012394921285,0.5384615384615384,0.5384615384615384,1.0,1.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.65,9,11,0.02351667406929842,0.6363636363636364,0.6363636363636364,1.0,1.0
20d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,1,,,10,10,0.023074551876191587,0.6,0.6,0.42857142857142855,1.7142857142857144
20d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,10,30,0.010628080293117854,0.4666666666666667,0.4666666666666667,1.0,1.3333333333333335
20d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,5,,,10,40,0.0027319226529838327,0.35,0.35,1.0,1.0
20d,bull,lightgbm,predicted_return,predicted_return,1,,,10,10,0.030184678268489935,0.7,0.7,0.5,2.0
20d,bull,lightgbm,predicted_return,predicted_return,3,,,10,30,0.003516170656333103,0.36666666666666664,0.36666666666666664,0.7857142857142857,1.0476190476190477
20d,bull,lightgbm,predicted_return,predicted_return,5,,,10,40,0.0027319226529838336,0.35,0.35,1.0,1.0
20d,bull,xgboost,combined_rank_based,rank_based_joint_score,1,,,10,10,-0.00046595889590498007,0.3,0.3,0.21428571428571427,0.8571428571428572
20d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,10,30,0.009185847568702133,0.43333333333333335,0.43333333333333335,0.9285714285714286,1.2380952380952381
20d,bull,xgboost,combined_rank_based,rank_based_joint_score,5,,,10,40,0.0027319226529838327,0.35,0.35,1.0,1.0
20d,bull,xgboost,combined_weighted_linear,combined_score,1,,,10,10,0.023074551876191587,0.6,0.6,0.42857142857142855,1.7142857142857144
20d,bull,xgboost,combined_weighted_linear,combined_score,3,,,10,30,0.010628080293117854,0.4666666666666667,0.4666666666666667,1.0,1.3333333333333335
20d,bull,xgboost,combined_weighted_linear,combined_score,5,,,10,40,0.0027319226529838327,0.35,0.35,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.5,10,10,0.023074551876191587,0.6,0.6,0.75,1.125
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.55,10,10,0.023074551876191587,0.6,0.6,0.8571428571428571,1.2
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.6,10,10,0.023074551876191587,0.6,0.6,0.8571428571428571,1.2
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.65,10,10,0.023074551876191587,0.6,0.6,0.8571428571428571,1.1142857142857143
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.5,10,10,0.023074551876191587,0.6,0.6,0.8571428571428571,1.2
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.55,10,10,0.023074551876191587,0.6,0.6,0.8571428571428571,1.2
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.6,10,10,0.023074551876191587,0.6,0.6,0.8571428571428571,1.2
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.65,10,10,0.023074551876191587,0.6,0.6,0.8571428571428571,1.1142857142857143
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.5,10,10,0.01433456703707946,0.5,0.5,0.8333333333333334,1.0833333333333333
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.55,10,10,0.01433456703707946,0.5,0.5,0.8333333333333334,1.0833333333333333
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.6,10,10,0.01433456703707946,0.5,0.5,0.8333333333333334,1.0833333333333333
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.65,10,10,0.01433456703707946,0.5,0.5,0.8333333333333334,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.5,10,10,0.00540804301560334,0.4,0.4,1.0,1.1
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.55,10,10,0.00540804301560334,0.4,0.4,1.0,1.1
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.6,10,10,0.00540804301560334,0.4,0.4,1.0,1.1
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.65,10,10,0.00540804301560334,0.4,0.4,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,10,15,0.015986878284043188,0.5333333333333333,0.5333333333333333,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,10,13,0.017359224190817923,0.5384615384615384,0.5384615384615384,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,10,13,0.017359224190817923,0.5384615384615384,0.5384615384615384,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,10,13,0.010653715696607162,0.46153846153846156,0.46153846153846156,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,10,13,0.010653715696607162,0.46153846153846156,0.46153846153846156,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,10,13,0.010653715696607162,0.46153846153846156,0.46153846153846156,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,10,12,0.013399382384336184,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,10,11,0.0028896495999902096,0.36363636363636365,0.36363636363636365,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,10,11,0.0028896495999902096,0.36363636363636365,0.36363636363636365,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,10,11,0.0028896495999902096,0.36363636363636365,0.36363636363636365,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,10,10,0.00540804301560334,0.4,0.4,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.5,10,15,0.015986878284043188,0.5333333333333333,0.5333333333333333,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.55,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.6,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.65,10,13,0.017359224190817923,0.5384615384615384,0.5384615384615384,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.5,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.55,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.6,10,14,0.01452683070889228,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.65,10,13,0.017359224190817923,0.5384615384615384,0.5384615384615384,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.5,10,13,0.010653715696607162,0.46153846153846156,0.46153846153846156,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.55,10,13,0.010653715696607162,0.46153846153846156,0.46153846153846156,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.6,10,13,0.010653715696607162,0.46153846153846156,0.46153846153846156,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.65,10,12,0.013399382384336184,0.5,0.5,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.5,10,11,0.0028896495999902096,0.36363636363636365,0.36363636363636365,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.55,10,11,0.0028896495999902096,0.36363636363636365,0.36363636363636365,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.6,10,11,0.0028896495999902096,0.36363636363636365,0.36363636363636365,1.0,1.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.65,10,10,0.00540804301560334,0.4,0.4,1.0,1.0
20d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,1,,,10,10,0.023074551876191587,0.6,0.6,0.42857142857142855,1.7142857142857144
20d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,10,30,0.010628080293117854,0.4666666666666667,0.4666666666666667,1.0,1.3333333333333335
20d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,5,,,10,40,0.0027319226529838327,0.35,0.35,1.0,1.0
20d,bull,xgboost,predicted_return,predicted_return,1,,,10,10,-0.00046595889590498007,0.3,0.3,0.21428571428571427,0.8571428571428572
20d,bull,xgboost,predicted_return,predicted_return,3,,,10,30,0.009185847568702134,0.43333333333333335,0.43333333333333335,0.9285714285714286,1.2380952380952381
20d,bull,xgboost,predicted_return,predicted_return,5,,,10,40,0.0027319226529838323,0.35,0.35,1.0,1.0
20d,sideway,cart,combined_rank_based,rank_based_joint_score,1,,,34,34,-0.05272420352172434,0.08823529411764706,0.08823529411764706,0.07692307692307693,0.3076923076923077
20d,sideway,cart,combined_rank_based,rank_based_joint_score,3,,,34,102,-0.027508470366478778,0.3137254901960784,0.3137254901960784,0.8205128205128205,1.0940170940170941
20d,sideway,cart,combined_rank_based,rank_based_joint_score,5,,,34,136,-0.03134042596793212,0.2867647058823529,0.2867647058823529,1.0,1.0
20d,sideway,cart,combined_weighted_linear,combined_score,1,,,34,34,-0.050238795723886134,0.11764705882352941,0.11764705882352941,0.10256410256410256,0.4102564102564103
