date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2023-02-08,ACB,cart,2023-01-04,2023-01-05,2023-02-08,20d,20,0.07565238307602562,1,1,1.0
2023-02-09,ACB,cart,2023-01-05,2023-01-06,2023-02-09,20d,20,0.06655427022623495,1,0,0.0
2023-02-10,ACB,cart,2023-01-06,2023-01-09,2023-02-10,20d,20,0.029292654671396523,1,1,1.0
2023-02-13,ACB,cart,2023-01-09,2023-01-10,2023-02-13,20d,20,0.020709614661231335,1,1,1.0
2023-02-14,ACB,cart,2023-01-10,2023-01-11,2023-02-14,20d,20,0.003069459204921632,1,1,1.0
2023-02-15,ACB,cart,2023-01-11,2023-01-12,2023-02-15,20d,20,0.007020530328487373,1,1,1.0
2023-02-16,ACB,cart,2023-01-12,2023-01-13,2023-02-16,20d,20,0.0012881406063520728,1,1,1.0
2023-02-17,ACB,cart,2023-01-13,2023-01-16,2023-02-17,20d,20,0.019673374826525203,1,1,1.0
2023-02-20,ACB,cart,2023-01-16,2023-01-17,2023-02-20,20d,20,0.02209184125133179,1,1,1.0
2023-02-21,ACB,cart,2023-01-17,2023-01-18,2023-02-21,20d,20,0.001059676163770673,1,1,1.0
2023-02-22,ACB,cart,2023-01-18,2023-01-19,2023-02-22,20d,20,-0.032216339800664184,0,1,1.0
2023-02-23,ACB,cart,2023-01-19,2023-01-27,2023-02-23,20d,20,-0.04296870338927017,0,1,1.0
2023-02-24,ACB,cart,2023-01-27,2023-01-30,2023-02-24,20d,20,-0.07137405591454549,0,0,0.0
2023-02-27,ACB,cart,2023-01-30,2023-01-31,2023-02-27,20d,20,-0.051658349570994466,0,0,0.0
2023-02-28,ACB,cart,2023-01-31,2023-02-01,2023-02-28,20d,20,-0.07187914195739742,0,0,0.0
2023-03-01,ACB,cart,2023-02-01,2023-02-02,2023-03-01,20d,20,-0.006975585450921806,0,1,1.0
2023-01-03,ACB,lightgbm,2022-12-05,2022-12-06,2023-01-03,20d,20,-0.0450032545051855,0,1,0.7569330174084361
2023-01-04,ACB,lightgbm,2022-12-06,2022-12-07,2023-01-04,20d,20,-0.00019983129554512757,0,1,0.5008137102637038
2023-01-05,ACB,lightgbm,2022-12-07,2022-12-08,2023-01-05,20d,20,0.011134282291614728,1,1,0.5141265312416345
2023-01-06,ACB,lightgbm,2022-12-08,2022-12-09,2023-01-06,20d,20,0.010145525144751977,1,1,0.6592912704525531
2023-01-09,ACB,lightgbm,2022-12-09,2022-12-12,2023-01-09,20d,20,-0.004770497927866879,0,1,0.6111185504489126
2023-01-10,ACB,lightgbm,2022-12-12,2022-12-13,2023-01-10,20d,20,0.039915133286353655,1,1,0.7831945750777163
2023-01-11,ACB,lightgbm,2022-12-13,2022-12-14,2023-01-11,20d,20,0.040695453652246805,1,1,0.8913106984850759
2023-01-12,ACB,lightgbm,2022-12-14,2022-12-15,2023-01-12,20d,20,0.05785093419323162,1,1,0.9875226311837842
2023-01-13,ACB,lightgbm,2022-12-15,2022-12-16,2023-01-13,20d,20,0.043117634274105754,1,1,0.9858073165306067
2023-01-16,ACB,lightgbm,2022-12-16,2022-12-19,2023-01-16,20d,20,0.08477927848654909,1,1,0.9846977513560126
2023-01-17,ACB,lightgbm,2022-12-19,2022-12-20,2023-01-17,20d,20,0.10393943536452999,1,1,0.9878008099299019
2023-01-18,ACB,lightgbm,2022-12-20,2022-12-21,2023-01-18,20d,20,0.12043132056669559,1,1,0.9414874779489943
2023-01-19,ACB,lightgbm,2022-12-21,2022-12-22,2023-01-19,20d,20,0.12267745383738515,1,1,0.9913495427003776
2023-01-27,ACB,lightgbm,2022-12-22,2022-12-23,2023-01-27,20d,20,0.1432360063176794,1,1,0.9584202075176447
2023-01-30,ACB,lightgbm,2022-12-23,2022-12-26,2023-01-30,20d,20,0.10179832582978965,1,1,0.9301413217121006
2023-01-31,ACB,lightgbm,2022-12-26,2022-12-27,2023-01-31,20d,20,0.17002182177194625,1,1,0.9259499992473478
2023-02-01,ACB,lightgbm,2022-12-27,2022-12-28,2023-02-01,20d,20,0.13171069466742935,1,1,0.9887326898636056
2023-02-02,ACB,lightgbm,2022-12-28,2022-12-29,2023-02-02,20d,20,0.12850681529375851,1,1,0.9606119635946396
2023-02-03,ACB,lightgbm,2022-12-29,2022-12-30,2023-02-03,20d,20,0.10541322425773347,1,1,0.8663825253658822
2023-02-06,ACB,lightgbm,2022-12-30,2023-01-03,2023-02-06,20d,20,0.12388809708655346,1,1,0.5801725627437659
2023-02-07,ACB,lightgbm,2023-01-03,2023-01-04,2023-02-07,20d,20,0.06861284013415725,1,0,0.2802229964779602
2023-02-08,ACB,lightgbm,2023-01-04,2023-01-05,2023-02-08,20d,20,0.07565238307602562,1,1,0.601865641391975
2023-02-09,ACB,lightgbm,2023-01-05,2023-01-06,2023-02-09,20d,20,0.06655427022623495,1,1,0.9655936407803242
2023-02-10,ACB,lightgbm,2023-01-06,2023-01-09,2023-02-10,20d,20,0.029292654671396523,1,1,0.9836314424668328
2023-02-13,ACB,lightgbm,2023-01-09,2023-01-10,2023-02-13,20d,20,0.020709614661231335,1,1,0.9483071398541554
2023-02-14,ACB,lightgbm,2023-01-10,2023-01-11,2023-02-14,20d,20,0.003069459204921632,1,1,0.9650410690639951
2023-02-15,ACB,lightgbm,2023-01-11,2023-01-12,2023-02-15,20d,20,0.007020530328487373,1,1,0.7277007599747602
2023-02-16,ACB,lightgbm,2023-01-12,2023-01-13,2023-02-16,20d,20,0.0012881406063520728,1,1,0.7720509497593797
2023-02-17,ACB,lightgbm,2023-01-13,2023-01-16,2023-02-17,20d,20,0.019673374826525203,1,1,0.9505679030308545
2023-02-20,ACB,lightgbm,2023-01-16,2023-01-17,2023-02-20,20d,20,0.02209184125133179,1,1,0.7520019729700503
2023-02-21,ACB,lightgbm,2023-01-17,2023-01-18,2023-02-21,20d,20,0.001059676163770673,1,1,0.8435560987338626
2023-02-22,ACB,lightgbm,2023-01-18,2023-01-19,2023-02-22,20d,20,-0.032216339800664184,0,1,0.6765455426542546
2023-02-23,ACB,lightgbm,2023-01-19,2023-01-27,2023-02-23,20d,20,-0.04296870338927017,0,1,0.7473136636791465
2023-02-24,ACB,lightgbm,2023-01-27,2023-01-30,2023-02-24,20d,20,-0.07137405591454549,0,0,0.06920637828553843
2023-02-27,ACB,lightgbm,2023-01-30,2023-01-31,2023-02-27,20d,20,-0.051658349570994466,0,1,0.7147420924763986
2023-02-28,ACB,lightgbm,2023-01-31,2023-02-01,2023-02-28,20d,20,-0.07187914195739742,0,0,0.026618320552231012
2023-03-01,ACB,lightgbm,2023-02-01,2023-02-02,2023-03-01,20d,20,-0.006975585450921806,0,1,0.6303530412670985
2023-01-03,ACB,xgboost,2022-12-05,2022-12-06,2023-01-03,20d,20,-0.0450032545051855,0,1,0.6096029281616211
2023-01-04,ACB,xgboost,2022-12-06,2022-12-07,2023-01-04,20d,20,-0.00019983129554512757,0,1,0.7480753064155579
2023-01-05,ACB,xgboost,2022-12-07,2022-12-08,2023-01-05,20d,20,0.011134282291614728,1,1,0.5551104545593262
2023-01-06,ACB,xgboost,2022-12-08,2022-12-09,2023-01-06,20d,20,0.010145525144751977,1,1,0.8277231454849243
2023-01-09,ACB,xgboost,2022-12-09,2022-12-12,2023-01-09,20d,20,-0.004770497927866879,0,1,0.7202334403991699
2023-01-10,ACB,xgboost,2022-12-12,2022-12-13,2023-01-10,20d,20,0.039915133286353655,1,1,0.8468277454376221
2023-01-11,ACB,xgboost,2022-12-13,2022-12-14,2023-01-11,20d,20,0.040695453652246805,1,1,0.8050265312194824
2023-01-12,ACB,xgboost,2022-12-14,2022-12-15,2023-01-12,20d,20,0.05785093419323162,1,1,0.9420411586761475
2023-01-13,ACB,xgboost,2022-12-15,2022-12-16,2023-01-13,20d,20,0.043117634274105754,1,1,0.9799115061759949
2023-01-16,ACB,xgboost,2022-12-16,2022-12-19,2023-01-16,20d,20,0.08477927848654909,1,1,0.9621315002441406
2023-01-17,ACB,xgboost,2022-12-19,2022-12-20,2023-01-17,20d,20,0.10393943536452999,1,1,0.966323971748352
2023-01-18,ACB,xgboost,2022-12-20,2022-12-21,2023-01-18,20d,20,0.12043132056669559,1,1,0.7945395708084106
2023-01-19,ACB,xgboost,2022-12-21,2022-12-22,2023-01-19,20d,20,0.12267745383738515,1,1,0.9028611183166504
2023-01-27,ACB,xgboost,2022-12-22,2022-12-23,2023-01-27,20d,20,0.1432360063176794,1,1,0.8953468203544617
2023-01-30,ACB,xgboost,2022-12-23,2022-12-26,2023-01-30,20d,20,0.10179832582978965,1,1,0.901791512966156
2023-01-31,ACB,xgboost,2022-12-26,2022-12-27,2023-01-31,20d,20,0.17002182177194625,1,1,0.9025121927261353
2023-02-01,ACB,xgboost,2022-12-27,2022-12-28,2023-02-01,20d,20,0.13171069466742935,1,1,0.8845884203910828
2023-02-02,ACB,xgboost,2022-12-28,2022-12-29,2023-02-02,20d,20,0.12850681529375851,1,1,0.7943589091300964
2023-02-03,ACB,xgboost,2022-12-29,2022-12-30,2023-02-03,20d,20,0.10541322425773347,1,1,0.892997145652771
2023-02-06,ACB,xgboost,2022-12-30,2023-01-03,2023-02-06,20d,20,0.12388809708655346,1,1,0.5162361264228821
2023-02-07,ACB,xgboost,2023-01-03,2023-01-04,2023-02-07,20d,20,0.06861284013415725,1,0,0.23756496608257294
2023-02-08,ACB,xgboost,2023-01-04,2023-01-05,2023-02-08,20d,20,0.07565238307602562,1,1,0.594402551651001
2023-02-09,ACB,xgboost,2023-01-05,2023-01-06,2023-02-09,20d,20,0.06655427022623495,1,1,0.7606741189956665
2023-02-10,ACB,xgboost,2023-01-06,2023-01-09,2023-02-10,20d,20,0.029292654671396523,1,1,0.9067209959030151
2023-02-13,ACB,xgboost,2023-01-09,2023-01-10,2023-02-13,20d,20,0.020709614661231335,1,1,0.6057155728340149
2023-02-14,ACB,xgboost,2023-01-10,2023-01-11,2023-02-14,20d,20,0.003069459204921632,1,1,0.7403653264045715
2023-02-15,ACB,xgboost,2023-01-11,2023-01-12,2023-02-15,20d,20,0.007020530328487373,1,1,0.619993269443512
2023-02-16,ACB,xgboost,2023-01-12,2023-01-13,2023-02-16,20d,20,0.0012881406063520728,1,1,0.5377844572067261
2023-02-17,ACB,xgboost,2023-01-13,2023-01-16,2023-02-17,20d,20,0.019673374826525203,1,1,0.8673645853996277
2023-02-20,ACB,xgboost,2023-01-16,2023-01-17,2023-02-20,20d,20,0.02209184125133179,1,1,0.5631142854690552
2023-02-21,ACB,xgboost,2023-01-17,2023-01-18,2023-02-21,20d,20,0.001059676163770673,1,1,0.7866057753562927
2023-02-22,ACB,xgboost,2023-01-18,2023-01-19,2023-02-22,20d,20,-0.032216339800664184,0,1,0.6739639043807983
2023-02-23,ACB,xgboost,2023-01-19,2023-01-27,2023-02-23,20d,20,-0.04296870338927017,0,1,0.5438191294670105
2023-02-24,ACB,xgboost,2023-01-27,2023-01-30,2023-02-24,20d,20,-0.07137405591454549,0,0,0.12465202808380127
2023-02-27,ACB,xgboost,2023-01-30,2023-01-31,2023-02-27,20d,20,-0.051658349570994466,0,1,0.7449493408203125
2023-02-28,ACB,xgboost,2023-01-31,2023-02-01,2023-02-28,20d,20,-0.07187914195739742,0,0,0.08950240910053253
2023-03-01,ACB,xgboost,2023-02-01,2023-02-02,2023-03-01,20d,20,-0.006975585450921806,0,0,0.44183552265167236
2023-01-03,DGC,cart,2022-12-05,2022-12-06,2023-01-03,20d,20,-0.0077261707982755334,0,1,1.0
2023-01-04,DGC,cart,2022-12-06,2022-12-07,2023-01-04,20d,20,0.0007179143594546744,1,1,1.0
2023-01-05,DGC,cart,2022-12-07,2022-12-08,2023-01-05,20d,20,-0.003651345268313677,0,1,1.0
2023-01-06,DGC,cart,2022-12-08,2022-12-09,2023-01-06,20d,20,-0.054687376503894214,0,1,1.0
2023-01-09,DGC,cart,2022-12-09,2022-12-12,2023-01-09,20d,20,-0.0591623838385521,0,1,1.0
2023-01-10,DGC,cart,2022-12-12,2022-12-13,2023-01-10,20d,20,-0.09700450675542582,0,1,1.0
2023-01-11,DGC,cart,2022-12-13,2022-12-14,2023-01-11,20d,20,-0.12285184315997255,0,1,1.0
2023-01-12,DGC,cart,2022-12-14,2022-12-15,2023-01-12,20d,20,-0.140718580571628,0,1,1.0
2023-01-13,DGC,cart,2022-12-15,2022-12-16,2023-01-13,20d,20,-0.11777841541911604,0,1,1.0
2023-01-16,DGC,cart,2022-12-16,2022-12-19,2023-01-16,20d,20,-0.14888489018919282,0,1,1.0
2023-01-17,DGC,cart,2022-12-19,2022-12-20,2023-01-17,20d,20,-0.061222472706688014,0,1,1.0
2023-01-18,DGC,cart,2022-12-20,2022-12-21,2023-01-18,20d,20,-0.04869930034794201,0,1,1.0
2023-01-19,DGC,cart,2022-12-21,2022-12-22,2023-01-19,20d,20,-0.02480334192163447,0,1,1.0
2023-01-27,DGC,cart,2022-12-22,2022-12-23,2023-01-27,20d,20,-0.015453312382188944,0,1,1.0
2023-01-30,DGC,cart,2022-12-23,2022-12-26,2023-01-30,20d,20,-0.010418937302565712,0,1,1.0
2023-01-31,DGC,cart,2022-12-26,2022-12-27,2023-01-31,20d,20,0.09853840060203511,1,1,1.0
2023-02-01,DGC,cart,2022-12-27,2022-12-28,2023-02-01,20d,20,0.009935852148555524,1,1,1.0
2023-02-02,DGC,cart,2022-12-28,2022-12-29,2023-02-02,20d,20,-0.0002917672760722745,0,1,1.0
2023-02-03,DGC,cart,2022-12-29,2022-12-30,2023-02-03,20d,20,0.010285971755107148,1,1,1.0
2023-02-06,DGC,cart,2022-12-30,2023-01-03,2023-02-06,20d,20,-0.02201275791582058,0,1,1.0
2023-02-07,DGC,cart,2023-01-03,2023-01-04,2023-02-07,20d,20,-0.08586070249454014,0,1,1.0
2023-02-08,DGC,cart,2023-01-04,2023-01-05,2023-02-08,20d,20,-0.09281549827805935,0,1,1.0
2023-02-09,DGC,cart,2023-01-05,2023-01-06,2023-02-09,20d,20,-0.09540063577775848,0,1,1.0
2023-02-10,DGC,cart,2023-01-06,2023-01-09,2023-02-10,20d,20,-0.07122001388306609,0,1,1.0
2023-02-13,DGC,cart,2023-01-09,2023-01-10,2023-02-13,20d,20,-0.10631668102862246,0,1,1.0
2023-02-14,DGC,cart,2023-01-10,2023-01-11,2023-02-14,20d,20,-0.07659940061241388,0,1,1.0
2023-02-15,DGC,cart,2023-01-11,2023-01-12,2023-02-15,20d,20,-0.066175496082586,0,1,1.0
2023-02-16,DGC,cart,2023-01-12,2023-01-13,2023-02-16,20d,20,-0.06982772597496056,0,1,1.0
2023-02-17,DGC,cart,2023-01-13,2023-01-16,2023-02-17,20d,20,-0.08295640709914975,0,1,1.0
2023-02-20,DGC,cart,2023-01-16,2023-01-17,2023-02-20,20d,20,-0.03698893344870202,0,1,1.0
2023-02-21,DGC,cart,2023-01-17,2023-01-18,2023-02-21,20d,20,-0.08892694578650306,0,1,1.0
2023-02-22,DGC,cart,2023-01-18,2023-01-19,2023-02-22,20d,20,-0.11245961806435889,0,1,1.0
2023-02-23,DGC,cart,2023-01-19,2023-01-27,2023-02-23,20d,20,-0.15345725459688053,0,1,1.0
2023-02-24,DGC,cart,2023-01-27,2023-01-30,2023-02-24,20d,20,-0.15127089511652003,0,1,1.0
2023-02-27,DGC,cart,2023-01-30,2023-01-31,2023-02-27,20d,20,-0.1555626043399212,0,1,1.0
2023-02-28,DGC,cart,2023-01-31,2023-02-01,2023-02-28,20d,20,-0.18433419363893966,0,1,1.0
2023-03-01,DGC,cart,2023-02-01,2023-02-02,2023-03-01,20d,20,-0.1756861417230453,0,1,1.0
2023-01-03,DGC,lightgbm,2022-12-05,2022-12-06,2023-01-03,20d,20,-0.0077261707982755334,0,1,0.9989493341976519
2023-01-04,DGC,lightgbm,2022-12-06,2022-12-07,2023-01-04,20d,20,0.0007179143594546744,1,1,0.9997758756865783
2023-01-05,DGC,lightgbm,2022-12-07,2022-12-08,2023-01-05,20d,20,-0.003651345268313677,0,1,0.999759142067113
2023-01-06,DGC,lightgbm,2022-12-08,2022-12-09,2023-01-06,20d,20,-0.054687376503894214,0,1,0.9997200597154943
2023-01-09,DGC,lightgbm,2022-12-09,2022-12-12,2023-01-09,20d,20,-0.0591623838385521,0,1,0.9997715057501187
2023-01-10,DGC,lightgbm,2022-12-12,2022-12-13,2023-01-10,20d,20,-0.09700450675542582,0,1,0.9996604435003225
2023-01-11,DGC,lightgbm,2022-12-13,2022-12-14,2023-01-11,20d,20,-0.12285184315997255,0,1,0.9998035023411763
2023-01-12,DGC,lightgbm,2022-12-14,2022-12-15,2023-01-12,20d,20,-0.140718580571628,0,1,0.9997332243794325
2023-01-13,DGC,lightgbm,2022-12-15,2022-12-16,2023-01-13,20d,20,-0.11777841541911604,0,1,0.9996854224302275
2023-01-16,DGC,lightgbm,2022-12-16,2022-12-19,2023-01-16,20d,20,-0.14888489018919282,0,1,0.9998371214919372
2023-01-17,DGC,lightgbm,2022-12-19,2022-12-20,2023-01-17,20d,20,-0.061222472706688014,0,1,0.9998009087274379
2023-01-18,DGC,lightgbm,2022-12-20,2022-12-21,2023-01-18,20d,20,-0.04869930034794201,0,1,0.9997775452702066
2023-01-19,DGC,lightgbm,2022-12-21,2022-12-22,2023-01-19,20d,20,-0.02480334192163447,0,1,0.9996092837673036
2023-01-27,DGC,lightgbm,2022-12-22,2022-12-23,2023-01-27,20d,20,-0.015453312382188944,0,1,0.9996899522228847
2023-01-30,DGC,lightgbm,2022-12-23,2022-12-26,2023-01-30,20d,20,-0.010418937302565712,0,1,0.9994599797731649
2023-01-31,DGC,lightgbm,2022-12-26,2022-12-27,2023-01-31,20d,20,0.09853840060203511,1,1,0.9995742156930927
2023-02-01,DGC,lightgbm,2022-12-27,2022-12-28,2023-02-01,20d,20,0.009935852148555524,1,1,0.9985286514183621
2023-02-02,DGC,lightgbm,2022-12-28,2022-12-29,2023-02-02,20d,20,-0.0002917672760722745,0,1,0.99954431999922
2023-02-03,DGC,lightgbm,2022-12-29,2022-12-30,2023-02-03,20d,20,0.010285971755107148,1,1,0.9993293995970767
2023-02-06,DGC,lightgbm,2022-12-30,2023-01-03,2023-02-06,20d,20,-0.02201275791582058,0,1,0.9997595586955742
2023-02-07,DGC,lightgbm,2023-01-03,2023-01-04,2023-02-07,20d,20,-0.08586070249454014,0,1,0.9997512070530219
2023-02-08,DGC,lightgbm,2023-01-04,2023-01-05,2023-02-08,20d,20,-0.09281549827805935,0,1,0.9997238403200579
2023-02-09,DGC,lightgbm,2023-01-05,2023-01-06,2023-02-09,20d,20,-0.09540063577775848,0,1,0.9998272084592107
2023-02-10,DGC,lightgbm,2023-01-06,2023-01-09,2023-02-10,20d,20,-0.07122001388306609,0,1,0.9999465137408056
2023-02-13,DGC,lightgbm,2023-01-09,2023-01-10,2023-02-13,20d,20,-0.10631668102862246,0,1,0.9997540991165652
2023-02-14,DGC,lightgbm,2023-01-10,2023-01-11,2023-02-14,20d,20,-0.07659940061241388,0,1,0.9996910541275915
2023-02-15,DGC,lightgbm,2023-01-11,2023-01-12,2023-02-15,20d,20,-0.066175496082586,0,1,0.9998303071918666
2023-02-16,DGC,lightgbm,2023-01-12,2023-01-13,2023-02-16,20d,20,-0.06982772597496056,0,1,0.9997063855793373
2023-02-17,DGC,lightgbm,2023-01-13,2023-01-16,2023-02-17,20d,20,-0.08295640709914975,0,1,0.9995316278192464
2023-02-20,DGC,lightgbm,2023-01-16,2023-01-17,2023-02-20,20d,20,-0.03698893344870202,0,1,0.9998543790215693
2023-02-21,DGC,lightgbm,2023-01-17,2023-01-18,2023-02-21,20d,20,-0.08892694578650306,0,1,0.9994859504945357
2023-02-22,DGC,lightgbm,2023-01-18,2023-01-19,2023-02-22,20d,20,-0.11245961806435889,0,1,0.9999129110331904
2023-02-23,DGC,lightgbm,2023-01-19,2023-01-27,2023-02-23,20d,20,-0.15345725459688053,0,1,0.9998342398303635
2023-02-24,DGC,lightgbm,2023-01-27,2023-01-30,2023-02-24,20d,20,-0.15127089511652003,0,1,0.9994114767863402
2023-02-27,DGC,lightgbm,2023-01-30,2023-01-31,2023-02-27,20d,20,-0.1555626043399212,0,1,0.9997840735758188
2023-02-28,DGC,lightgbm,2023-01-31,2023-02-01,2023-02-28,20d,20,-0.18433419363893966,0,1,0.9990458565775111
2023-03-01,DGC,lightgbm,2023-02-01,2023-02-02,2023-03-01,20d,20,-0.1756861417230453,0,1,0.9997689501190657
2023-01-03,DGC,xgboost,2022-12-05,2022-12-06,2023-01-03,20d,20,-0.0077261707982755334,0,1,0.9972670078277588
2023-01-04,DGC,xgboost,2022-12-06,2022-12-07,2023-01-04,20d,20,0.0007179143594546744,1,1,0.9975547194480896
2023-01-05,DGC,xgboost,2022-12-07,2022-12-08,2023-01-05,20d,20,-0.003651345268313677,0,1,0.9983038902282715
2023-01-06,DGC,xgboost,2022-12-08,2022-12-09,2023-01-06,20d,20,-0.054687376503894214,0,1,0.9968855977058411
2023-01-09,DGC,xgboost,2022-12-09,2022-12-12,2023-01-09,20d,20,-0.0591623838385521,0,1,0.9979495406150818
2023-01-10,DGC,xgboost,2022-12-12,2022-12-13,2023-01-10,20d,20,-0.09700450675542582,0,1,0.9946006536483765
2023-01-11,DGC,xgboost,2022-12-13,2022-12-14,2023-01-11,20d,20,-0.12285184315997255,0,1,0.9940031170845032
2023-01-12,DGC,xgboost,2022-12-14,2022-12-15,2023-01-12,20d,20,-0.140718580571628,0,1,0.9916403293609619
2023-01-13,DGC,xgboost,2022-12-15,2022-12-16,2023-01-13,20d,20,-0.11777841541911604,0,1,0.9901295304298401
2023-01-16,DGC,xgboost,2022-12-16,2022-12-19,2023-01-16,20d,20,-0.14888489018919282,0,1,0.9917129278182983
2023-01-17,DGC,xgboost,2022-12-19,2022-12-20,2023-01-17,20d,20,-0.061222472706688014,0,1,0.9903613328933716
2023-01-18,DGC,xgboost,2022-12-20,2022-12-21,2023-01-18,20d,20,-0.04869930034794201,0,1,0.9933332800865173
2023-01-19,DGC,xgboost,2022-12-21,2022-12-22,2023-01-19,20d,20,-0.02480334192163447,0,1,0.9852826595306396
2023-01-27,DGC,xgboost,2022-12-22,2022-12-23,2023-01-27,20d,20,-0.015453312382188944,0,1,0.9790120720863342
2023-01-30,DGC,xgboost,2022-12-23,2022-12-26,2023-01-30,20d,20,-0.010418937302565712,0,1,0.9888266324996948
2023-01-31,DGC,xgboost,2022-12-26,2022-12-27,2023-01-31,20d,20,0.09853840060203511,1,1,0.9820866584777832
2023-02-01,DGC,xgboost,2022-12-27,2022-12-28,2023-02-01,20d,20,0.009935852148555524,1,1,0.9820850491523743
2023-02-02,DGC,xgboost,2022-12-28,2022-12-29,2023-02-02,20d,20,-0.0002917672760722745,0,1,0.9915731549263
2023-02-03,DGC,xgboost,2022-12-29,2022-12-30,2023-02-03,20d,20,0.010285971755107148,1,1,0.9869383573532104
2023-02-06,DGC,xgboost,2022-12-30,2023-01-03,2023-02-06,20d,20,-0.02201275791582058,0,1,0.9877739548683167
2023-02-07,DGC,xgboost,2023-01-03,2023-01-04,2023-02-07,20d,20,-0.08586070249454014,0,1,0.9948504567146301
2023-02-08,DGC,xgboost,2023-01-04,2023-01-05,2023-02-08,20d,20,-0.09281549827805935,0,1,0.9972768425941467
2023-02-09,DGC,xgboost,2023-01-05,2023-01-06,2023-02-09,20d,20,-0.09540063577775848,0,1,0.9951851963996887
2023-02-10,DGC,xgboost,2023-01-06,2023-01-09,2023-02-10,20d,20,-0.07122001388306609,0,1,0.995747983455658
2023-02-13,DGC,xgboost,2023-01-09,2023-01-10,2023-02-13,20d,20,-0.10631668102862246,0,1,0.9976364374160767
2023-02-14,DGC,xgboost,2023-01-10,2023-01-11,2023-02-14,20d,20,-0.07659940061241388,0,1,0.9953836798667908
2023-02-15,DGC,xgboost,2023-01-11,2023-01-12,2023-02-15,20d,20,-0.066175496082586,0,1,0.9838363528251648
2023-02-16,DGC,xgboost,2023-01-12,2023-01-13,2023-02-16,20d,20,-0.06982772597496056,0,1,0.9858269095420837
2023-02-17,DGC,xgboost,2023-01-13,2023-01-16,2023-02-17,20d,20,-0.08295640709914975,0,1,0.98247230052948
2023-02-20,DGC,xgboost,2023-01-16,2023-01-17,2023-02-20,20d,20,-0.03698893344870202,0,1,0.994694173336029
2023-02-21,DGC,xgboost,2023-01-17,2023-01-18,2023-02-21,20d,20,-0.08892694578650306,0,1,0.9929162263870239
2023-02-22,DGC,xgboost,2023-01-18,2023-01-19,2023-02-22,20d,20,-0.11245961806435889,0,1,0.996760904788971
2023-02-23,DGC,xgboost,2023-01-19,2023-01-27,2023-02-23,20d,20,-0.15345725459688053,0,1,0.9941878318786621
2023-02-24,DGC,xgboost,2023-01-27,2023-01-30,2023-02-24,20d,20,-0.15127089511652003,0,1,0.9947481751441956
2023-02-27,DGC,xgboost,2023-01-30,2023-01-31,2023-02-27,20d,20,-0.1555626043399212,0,1,0.9951826930046082
2023-02-28,DGC,xgboost,2023-01-31,2023-02-01,2023-02-28,20d,20,-0.18433419363893966,0,1,0.9877305626869202
