model_name,ranking_method,score_column,top_k,ranking_group_mode,return_threshold,probability_threshold,groups_covered,observations,coverage_ratio,average_actual_return,median_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_base_rate
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.005,0.65,18,24,0.4444444444444444,-0.010215388713072787,-0.00887681821226125,0.2916666666666667,0.2916666666666667,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.01,0.5,19,27,0.47368421052631576,-0.01199780822308006,-0.0128888888888888,0.25925925925925924,0.25925925925925924,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.01,0.55,17,23,0.45098039215686275,-0.012035264245365614,-0.0128888888888888,0.2608695652173913,0.2608695652173913,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.01,0.6,16,22,0.4583333333333333,-0.01140168416679015,-0.01101394901394895,0.2727272727272727,0.2727272727272727,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.01,0.65,15,20,0.4444444444444444,-0.010376820103648746,-0.00887681821226125,0.3,0.3,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.02,0.5,12,15,0.4166666666666667,-0.013924936204357023,-0.0130513794812489,0.2,0.2,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.02,0.55,11,12,0.36363636363636365,-0.012694781863530277,-0.01297013418506885,0.25,0.25,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.02,0.6,10,11,0.36666666666666664,-0.011487577853485227,-0.0128888888888888,0.2727272727272727,0.2727272727272727,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,3,date,0.02,0.65,10,11,0.36666666666666664,-0.011487577853485227,-0.0128888888888888,0.2727272727272727,0.2727272727272727,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.0,0.5,27,43,0.31851851851851853,-0.009688579955915046,-0.0086146272855134,0.2558139534883721,0.2558139534883721,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.0,0.55,24,35,0.2916666666666667,-0.009982640383682476,-0.0091390091390091,0.2571428571428571,0.2571428571428571,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.0,0.6,22,31,0.2818181818181818,-0.010973175753683007,-0.0128888888888888,0.25806451612903225,0.25806451612903225,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.0,0.65,21,29,0.2761904761904762,-0.010236820647164304,-0.0091390091390091,0.27586206896551724,0.27586206896551724,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.005,0.5,24,35,0.2916666666666667,-0.010320358066682729,-0.0086146272855134,0.2571428571428571,0.2571428571428571,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.005,0.55,21,28,0.26666666666666666,-0.011230143024435039,-0.01101394901394895,0.25,0.25,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.005,0.6,19,26,0.2736842105263158,-0.01109499918115982,-0.01101394901394895,0.2692307692307692,0.2692307692307692,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.005,0.65,18,24,0.26666666666666666,-0.010215388713072787,-0.00887681821226125,0.2916666666666667,0.2916666666666667,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.01,0.5,19,27,0.28421052631578947,-0.01199780822308006,-0.0128888888888888,0.25925925925925924,0.25925925925925924,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.01,0.55,17,23,0.27058823529411763,-0.012035264245365614,-0.0128888888888888,0.2608695652173913,0.2608695652173913,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.01,0.6,16,22,0.275,-0.01140168416679015,-0.01101394901394895,0.2727272727272727,0.2727272727272727,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.01,0.65,15,20,0.26666666666666666,-0.010376820103648746,-0.00887681821226125,0.3,0.3,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.02,0.5,12,15,0.25,-0.013924936204357023,-0.0130513794812489,0.2,0.2,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.02,0.55,11,12,0.21818181818181817,-0.012694781863530277,-0.01297013418506885,0.25,0.25,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.02,0.6,10,11,0.22,-0.011487577853485227,-0.0128888888888888,0.2727272727272727,0.2727272727272727,1.0,1.0
xgboost,combined_weighted_linear_gated,combined_score,5,date,0.02,0.65,10,11,0.22,-0.011487577853485227,-0.0128888888888888,0.2727272727272727,0.2727272727272727,1.0,1.0
xgboost,predicted_profit_probability,predicted_profit_probability,1,date,,,36,36,1.0,-0.007546251323965305,-0.00674047620163535,0.2222222222222222,0.2222222222222222,0.1951219512195122,0.7804878048780488
xgboost,predicted_profit_probability,predicted_profit_probability,3,date,,,36,108,1.0,-0.004893586608343335,-0.0041705318491032,0.25,0.25,0.6585365853658537,0.8780487804878049
xgboost,predicted_profit_probability,predicted_profit_probability,5,date,,,36,144,0.8,-0.003275472408727244,-0.0018868075660983,0.2847222222222222,0.2847222222222222,1.0,1.0
xgboost,predicted_return,predicted_return,1,date,,,36,36,1.0,-0.005550519557217052,-0.0078299085834479,0.2777777777777778,0.2777777777777778,0.24390243902439024,0.9756097560975611
xgboost,predicted_return,predicted_return,3,date,,,36,108,1.0,-0.005354785329830482,-0.0037328168495209,0.2777777777777778,0.2777777777777778,0.7317073170731707,0.9756097560975611
xgboost,predicted_return,predicted_return,5,date,,,36,144,0.8,-0.003275472408727244,-0.0018868075660983,0.2847222222222222,0.2847222222222222,1.0,1.0
