date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2023-12-27,HPG,20d,xgboost,0.0278728606356968,0.0318063236773014,1,1,0.6615212559700012,2023-12-27,0.5300884477786573,0.5300884477786573,0.6615212559700012,0.5958048518743293,True,strong_positive,strong_positive,strong_positive,0.8181818181818181,0.7272727272727273,0.7727272727272727
2023-12-27,MWG,20d,xgboost,0.1043478260869563,-0.0039282510988414,1,0,0.392329454421997,2023-12-27,0.41439213223114424,0.41439213223114424,0.392329454421997,0.4033607933265706,False,reject,reject,reject,0.6363636363636364,0.6363636363636364,0.6363636363636364
2023-12-28,ACB,20d,cart,0.0824675324675325,0.0352020860495436,1,0,0.0,2023-12-28,0.7670207346741124,0.7670207346741124,0.0,0.3835103673370562,False,strong_positive,reject,weak_or_uncertain,0.7272727272727273,0.09090909090909094,0.4090909090909091
2023-12-28,DGC,20d,cart,0.0275433661509612,-0.142944560029372,1,0,0.0,2023-12-28,0.18128348363842892,0.18128348363842892,0.0,0.09064174181921446,False,reject,reject,reject,0.0,0.09090909090909094,0.04545454545454547
2023-12-28,HPG,20d,cart,0.0527100944803582,0.0538348082595869,1,1,1.0,2023-12-28,0.8282841922066647,0.8282841922066647,1.0,0.9141420961033324,True,strong_positive,strong_positive,strong_positive,0.9090909090909091,1.0,0.9545454545454546
2023-12-28,MWG,20d,cart,0.1181938911022577,0.0089962121212119,1,0,0.0,2023-12-28,0.680857133541992,0.680857133541992,0.0,0.340428566770996,False,moderate_positive,reject,weak_or_uncertain,0.6363636363636364,0.09090909090909094,0.36363636363636365
2023-12-28,ACB,20d,lightgbm,0.0824675324675325,-0.0015112056884415,1,0,0.3583503348627546,2023-12-28,0.4596882720690407,0.4596882720690407,0.3583503348627546,0.40901930346589765,False,reject,reject,reject,0.4545454545454546,0.5454545454545454,0.5
2023-12-28,DGC,20d,lightgbm,0.0275433661509612,-0.0612022351282576,1,0,0.0107123297214584,2023-12-28,0.2754123648270522,0.2754123648270522,0.0107123297214584,0.14306234727425532,False,reject,reject,reject,0.09090909090909094,0.2727272727272727,0.18181818181818182
2023-12-28,HPG,20d,lightgbm,0.0527100944803582,0.082049766282321,1,1,0.99555399694077,2023-12-28,0.7176545705973657,0.7176545705973657,0.99555399694077,0.8566042837690678,True,strong_positive,strong_positive,strong_positive,1.0,0.9090909090909091,0.9545454545454546
2023-12-28,MWG,20d,lightgbm,0.1181938911022577,-0.0111401650254449,1,0,0.3239781595362873,2023-12-28,0.42996210995934625,0.42996210995934625,0.3239781595362873,0.37697013474781677,False,reject,reject,reject,0.2727272727272727,0.4545454545454546,0.36363636363636365
2023-12-28,ACB,20d,xgboost,0.0824675324675325,-0.0003628582926467,1,0,0.4656425416469574,2023-12-28,0.42593565314164716,0.42593565314164716,0.4656425416469574,0.4457890973943023,False,reject,reject,reject,0.5454545454545454,0.7272727272727273,0.6363636363636364
2023-12-28,DGC,20d,xgboost,0.0275433661509612,-0.0553703792393207,1,0,0.0283803083002567,2023-12-28,0.24784013806134228,0.24784013806134228,0.0283803083002567,0.1381102231807995,False,reject,reject,reject,0.18181818181818177,0.36363636363636365,0.2727272727272727
2023-12-28,HPG,20d,xgboost,0.0527100944803582,0.0535561591386795,1,1,0.9444754719734192,2023-12-28,0.6005069666055854,0.6005069666055854,0.9444754719734192,0.7724912192895024,True,strong_positive,strong_positive,strong_positive,0.8181818181818181,0.8181818181818181,0.8181818181818181
2023-12-28,MWG,20d,xgboost,0.1181938911022577,-0.0047004246152937,1,0,0.376999020576477,2023-12-28,0.4118920988215809,0.4118920988215809,0.376999020576477,0.39444555969902895,False,reject,reject,reject,0.36363636363636365,0.6363636363636364,0.5
