date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2025-01-21,ACB,cart,2025-01-16,2025-01-21,3d,3,0.004335260115607031,0.0712328767123287,0.06689761659672167,1543.1050228310125
2025-01-22,ACB,cart,2025-01-17,2025-01-22,3d,3,-0.004316546762589968,0.0712328767123287,0.07554942347491866,1750.2283105022664
2025-01-23,ACB,cart,2025-01-20,2025-01-23,3d,3,0.011967448539971226,0.0712328767123287,0.05926542817235747,495.2219178082212
2025-01-24,ACB,cart,2025-01-21,2025-01-24,3d,3,0.015827338129496216,0.0796900940785834,0.06386275594908719,403.49650349651023
2025-02-03,ACB,cart,2025-01-22,2025-02-03,3d,3,0.01011560693641611,0.0712328767123287,0.061117269775912586,604.1878669275975
2025-02-04,ACB,cart,2025-01-23,2025-02-04,3d,3,-0.0018921475875117721,0.0712328767123287,0.07312502429984047,3864.657534246679
2025-02-05,ACB,cart,2025-01-24,2025-02-05,3d,3,0.0018885741265344258,0.0796900940785834,0.07780151995204898,4119.590481461082
2025-02-06,ACB,cart,2025-02-03,2025-02-06,3d,3,0.01621363853123503,0.0712328767123287,0.055019238181093666,339.33924254633496
2025-02-07,ACB,cart,2025-02-04,2025-02-07,3d,3,0.017535545023696475,0.0712328767123287,0.05369733168863222,306.2199185486901
2025-02-10,ACB,cart,2025-02-05,2025-02-10,3d,3,0.01602262016965117,0.0712328767123287,0.05521025654267753,344.5769540693014
2025-02-11,ACB,cart,2025-02-06,2025-02-11,3d,3,0.01360863444392324,0.0796900940785834,0.06608145963466017,485.58479476365085
2025-02-12,ACB,cart,2025-02-07,2025-02-12,3d,3,-0.0018630647414997759,0.0712328767123287,0.07309594145382847,3923.424657534225
2025-02-13,ACB,cart,2025-02-10,2025-02-13,3d,3,-0.004174397031539878,0.0712328767123287,0.07540727374386857,1806.4231354642338
2025-02-14,ACB,cart,2025-02-11,2025-02-14,3d,3,-0.004166666666666652,0.0796900940785834,0.08385676074525006,2012.5622578860084
2025-02-17,ACB,cart,2025-02-12,2025-02-17,3d,3,0.006066262249183385,0.0796900940785834,0.07362383182940002,1213.660550849264
2025-02-18,ACB,cart,2025-02-13,2025-02-18,3d,3,0.0018630647414998869,0.0712328767123287,0.06936981197082881,3723.4246575339976
2024-12-23,ACB,lightgbm,2024-12-18,2024-12-23,3d,3,-0.009995240361732494,-0.0013946662277521673,0.008600574133980327,86.04669645472711
2024-12-24,ACB,lightgbm,2024-12-19,2024-12-24,3d,3,0.008204633204633272,0.007372601350587055,0.0008320318540462161,10.141000009316151
2024-12-25,ACB,lightgbm,2024-12-20,2024-12-25,3d,3,0.026061776061776287,-0.0008048743688645076,0.026866650430640796,103.08833276349489
2024-12-26,ACB,lightgbm,2024-12-23,2024-12-26,3d,3,0.02644230769230771,0.005812659154038921,0.020629648538268788,78.01757992654372
2024-12-27,ACB,lightgbm,2024-12-24,2024-12-27,3d,3,0.022020105313547145,0.004558471692714397,0.017461633620832747,79.29859268243395
2024-12-30,ACB,lightgbm,2024-12-25,2024-12-30,3d,3,-0.0018814675446849893,0.016288307040466993,0.018169774585151982,965.7235192007585
2024-12-31,ACB,lightgbm,2024-12-26,2024-12-31,3d,3,0.00983606557377037,-0.0038860959487819154,0.013722161522552285,139.50864214594995
2025-01-02,ACB,lightgbm,2024-12-27,2025-01-02,3d,3,0.0018735362997657212,0.01473285571339793,0.01285931941363221,686.3661737026509
2025-01-03,ACB,lightgbm,2024-12-30,2025-01-03,3d,3,-0.011781338360037696,-0.004062597585699732,0.007718740774337964,65.51667169258066
2025-01-06,ACB,lightgbm,2024-12-31,2025-01-06,3d,3,-0.038961038961038974,0.014701726024694073,0.053662764985733045,137.7344301300481
2025-01-07,ACB,lightgbm,2025-01-02,2025-01-07,3d,3,-0.023375409069658737,0.007692442072818962,0.031067851142477697,132.9082671875195
2025-01-08,ACB,lightgbm,2025-01-03,2025-01-08,3d,3,-0.003814973772055197,0.002116263986969298,0.005931237759024495,155.47256975843447
2025-01-09,ACB,lightgbm,2025-01-06,2025-01-09,3d,3,0.006274131274131456,0.007006056566025783,0.0007319252918943269,11.665763113884625
2025-01-10,ACB,lightgbm,2025-01-07,2025-01-10,3d,3,-0.011967448539971226,0.000684197069112337,0.012651645609083563,105.71715070950272
2025-01-13,ACB,lightgbm,2025-01-08,2025-01-13,3d,3,-0.010052656773575919,0.0004748587312323319,0.01052751550480825,104.72371375973492
2025-01-14,ACB,lightgbm,2025-01-09,2025-01-14,3d,3,-0.011990407673860948,-0.0045661101606625475,0.0074242975131984,61.918641260074466
2025-01-15,ACB,lightgbm,2025-01-10,2025-01-15,3d,3,0.007751937984496138,0.0007813833050667277,0.00697055467942941,89.92015536463923
2025-01-16,ACB,lightgbm,2025-01-13,2025-01-16,3d,3,0.003868471953578423,0.006000064090625823,0.0021315921370474,55.101656742674066
2025-01-17,ACB,lightgbm,2025-01-14,2025-01-17,3d,3,0.012135922330097193,0.0037287804540038264,0.008407141876093366,69.27484905900873
2025-01-20,ACB,lightgbm,2025-01-15,2025-01-20,3d,3,0.004326923076923173,0.010248853838430985,0.005921930761507812,136.86239982151085
2025-01-21,ACB,lightgbm,2025-01-16,2025-01-21,3d,3,0.004335260115607031,0.005152788787476947,0.0008175286718699153,18.857661364465635
2025-01-22,ACB,lightgbm,2025-01-17,2025-01-22,3d,3,-0.004316546762589968,0.0027948613259378852,0.007111408088527853,164.7476207175604
2025-01-23,ACB,lightgbm,2025-01-20,2025-01-23,3d,3,0.011967448539971226,4.1203207829399596e-05,0.011926245332141826,99.65570599537753
2025-01-24,ACB,lightgbm,2025-01-21,2025-01-24,3d,3,0.015827338129496216,-0.00459125072844468,0.020418588857940897,129.00835687517355
2025-02-03,ACB,lightgbm,2025-01-22,2025-02-03,3d,3,0.01011560693641611,0.0008082689092909602,0.009307338027125151,92.0096844967236
2025-02-04,ACB,lightgbm,2025-01-23,2025-02-04,3d,3,-0.0018921475875117721,0.011823768369548026,0.013715915957059798,724.886158330631
2025-02-05,ACB,lightgbm,2025-01-24,2025-02-05,3d,3,0.0018885741265344258,0.006009984941675265,0.004121410815140839,218.22870266171213
2025-02-06,ACB,lightgbm,2025-02-03,2025-02-06,3d,3,0.01621363853123503,-0.0017593029883938797,0.01797294151962891,110.85075990194699
2025-02-07,ACB,lightgbm,2025-02-04,2025-02-07,3d,3,0.017535545023696475,0.0074521472349470845,0.01008339778874939,57.502619822328285
2025-02-10,ACB,lightgbm,2025-02-05,2025-02-10,3d,3,0.01602262016965117,0.014261320023398343,0.0017613001462528262,10.992585030436826
2025-02-11,ACB,lightgbm,2025-02-06,2025-02-11,3d,3,0.01360863444392324,0.008025334943645794,0.005583299500277446,41.027624948589875
2025-02-12,ACB,lightgbm,2025-02-07,2025-02-12,3d,3,-0.0018630647414997759,0.0039847886030300915,0.005847853344529867,313.8835282676391
2025-02-13,ACB,lightgbm,2025-02-10,2025-02-13,3d,3,-0.004174397031539878,0.0027919051572102946,0.006966302188750172,166.88163909939345
2025-02-14,ACB,lightgbm,2025-02-11,2025-02-14,3d,3,-0.004166666666666652,-0.009330135848440857,0.0051634691817742055,123.92326036258137
2025-02-17,ACB,lightgbm,2025-02-12,2025-02-17,3d,3,0.006066262249183385,0.0039858302105887635,0.0020804320385946215,34.29512199006366
2025-02-18,ACB,lightgbm,2025-02-13,2025-02-18,3d,3,0.0018630647414998869,-0.0014848405406111818,0.003347905282111069,179.69881601730006
2024-12-23,ACB,xgboost,2024-12-18,2024-12-23,3d,3,-0.009995240361732494,-0.007128426339477301,0.002866814022255193,28.681791717896044
2024-12-24,ACB,xgboost,2024-12-19,2024-12-24,3d,3,0.008204633204633272,0.013132702559232712,0.00492806935459944,60.06446883958798
2024-12-25,ACB,xgboost,2024-12-20,2024-12-25,3d,3,0.026061776061776287,0.0052017210982739925,0.020860054963502295,80.04080348958588
2024-12-26,ACB,xgboost,2024-12-23,2024-12-26,3d,3,0.02644230769230771,0.005872821435332298,0.02056948625697541,77.79005711728878
2024-12-27,ACB,xgboost,2024-12-24,2024-12-27,3d,3,0.022020105313547145,-0.0014519852120429277,0.023472090525590072,106.59390675642972
2024-12-30,ACB,xgboost,2024-12-25,2024-12-30,3d,3,-0.0018814675446849893,0.007105122786015272,0.008986590330700261,477.6372760766846
2024-12-31,ACB,xgboost,2024-12-26,2024-12-31,3d,3,0.00983606557377037,0.00749250827357173,0.00234355730019864,23.826165885353134
2025-01-02,ACB,xgboost,2024-12-27,2025-01-02,3d,3,0.0018735362997657212,0.017726032063364983,0.01585249576359926,846.1269613821498
2025-01-03,ACB,xgboost,2024-12-30,2025-01-03,3d,3,-0.011781338360037696,0.020637011155486107,0.0324183495155238,275.16695068776613
2025-01-06,ACB,xgboost,2024-12-31,2025-01-06,3d,3,-0.038961038961038974,0.011421645991504192,0.050382684952543166,129.31555804486075
2025-01-07,ACB,xgboost,2025-01-02,2025-01-07,3d,3,-0.023375409069658737,0.0019233383936807513,0.025298747463339488,108.22804164816624
2025-01-08,ACB,xgboost,2025-01-03,2025-01-08,3d,3,-0.003814973772055197,0.00463350024074316,0.008448474012798357,221.4556250604839
2025-01-09,ACB,xgboost,2025-01-06,2025-01-09,3d,3,0.006274131274131456,0.01505742035806179,0.008783289083930335,139.99211524540866
2025-01-10,ACB,xgboost,2025-01-07,2025-01-10,3d,3,-0.011967448539971226,0.0043397932313382626,0.01630724177130949,136.26331224106266
2025-01-13,ACB,xgboost,2025-01-08,2025-01-13,3d,3,-0.010052656773575919,-0.00012108572263969108,0.009931571050936228,98.7954853590747
2025-01-14,ACB,xgboost,2025-01-09,2025-01-14,3d,3,-0.011990407673860948,0.00019804792827926576,0.012188455602140214,101.65171972184908
2025-01-15,ACB,xgboost,2025-01-10,2025-01-15,3d,3,0.007751937984496138,0.004416700918227434,0.0033352370662687036,43.0245581548662
2025-01-16,ACB,xgboost,2025-01-13,2025-01-16,3d,3,0.003868471953578423,0.007518067490309477,0.003649595536731054,94.34204462449564
2025-01-17,ACB,xgboost,2025-01-14,2025-01-17,3d,3,0.012135922330097193,0.013879538513720036,0.0017436161836228425,14.367397353052096
2025-01-20,ACB,xgboost,2025-01-15,2025-01-20,3d,3,0.004326923076923173,0.008149392902851105,0.003822469825927932,88.34152486588803
2025-01-21,ACB,xgboost,2025-01-16,2025-01-21,3d,3,0.004335260115607031,-0.002574183279648423,0.006909443395255455,159.37782765055567
2025-01-22,ACB,xgboost,2025-01-17,2025-01-22,3d,3,-0.004316546762589968,-0.0008845654665492475,0.0034319812960407203,79.50756669160928
2025-01-23,ACB,xgboost,2025-01-20,2025-01-23,3d,3,0.011967448539971226,-0.0006044071633368731,0.012571855703308099,105.05042625684294
2025-01-24,ACB,xgboost,2025-01-21,2025-01-24,3d,3,0.015827338129496216,0.000828763353638351,0.014998574775857865,94.76372244746672
2025-02-03,ACB,xgboost,2025-01-22,2025-02-03,3d,3,0.01011560693641611,0.006150762550532818,0.003964844385883293,39.19531878616084
2025-02-04,ACB,xgboost,2025-01-23,2025-02-04,3d,3,-0.0018921475875117721,-0.0032054942566901445,0.0013133466691783724,69.41037146607896
2025-02-05,ACB,xgboost,2025-01-24,2025-02-05,3d,3,0.0018885741265344258,0.006588127929717302,0.0046995538031828765,248.84137387853866
2025-02-06,ACB,xgboost,2025-02-03,2025-02-06,3d,3,0.01621363853123503,-0.004035544116050005,0.020249182647285036,124.88981179810852
2025-02-07,ACB,xgboost,2025-02-04,2025-02-07,3d,3,0.017535545023696475,-0.0035156928934156895,0.021051237917112164,120.04895136515456
2025-02-10,ACB,xgboost,2025-02-05,2025-02-10,3d,3,0.01602262016965117,0.00045373273314908147,0.015568887436502088,97.16817394193424
2025-02-11,ACB,xgboost,2025-02-06,2025-02-11,3d,3,0.01360863444392324,0.001948817167431116,0.011659817276492124,85.67955384898053
2025-02-12,ACB,xgboost,2025-02-07,2025-02-12,3d,3,-0.0018630647414997759,0.0023111349437385798,0.004174199685238356,224.0501681051677
2025-02-13,ACB,xgboost,2025-02-10,2025-02-13,3d,3,-0.004174397031539878,0.008186115883290768,0.012360512914830646,296.1029538263882
2025-02-14,ACB,xgboost,2025-02-11,2025-02-14,3d,3,-0.004166666666666652,0.011944198980927467,0.01611086564759412,386.66077554226024
2025-02-17,ACB,xgboost,2025-02-12,2025-02-17,3d,3,0.006066262249183385,0.001446673646569252,0.004619588602614133,76.15214134924686
2025-02-18,ACB,xgboost,2025-02-13,2025-02-18,3d,3,0.0018630647414998869,-0.0025619654916226864,0.004425030233122573,237.51349776283885
2024-12-23,DGC,cart,2024-12-18,2024-12-23,3d,3,0.002604868409233907,-0.004273504273504258,0.006878372682738165,264.0583554376591
2024-12-24,DGC,cart,2024-12-19,2024-12-24,3d,3,0.021504408853697976,-0.002206359506813804,0.02371076836051178,110.260033288171
2024-12-25,DGC,cart,2024-12-20,2024-12-25,3d,3,0.031204775687409647,-0.08148148148148149,0.11268625716889114,361.1186258722483
2024-12-26,DGC,cart,2024-12-23,2024-12-26,3d,3,0.009406916323239534,-0.002206359506813804,0.011613275830053338,123.45465220481502
2024-12-27,DGC,cart,2024-12-24,2024-12-27,3d,3,-0.012595789659121004,-0.002206359506813804,0.0103894301523072,82.48335700639372
2024-12-30,DGC,cart,2024-12-25,2024-12-30,3d,3,-0.024296114375932043,-0.002206359506813804,0.02208975486911824,90.91887915625124
2024-12-31,DGC,cart,2024-12-26,2024-12-31,3d,3,-0.008520457974616202,0.017680454176804528,0.02620091215142073,307.505913760474
2025-01-02,DGC,cart,2024-12-27,2025-01-02,3d,3,-0.0034790365744871155,-0.0825432236475182,0.07906418707303109,2272.588556637604
2025-01-03,DGC,cart,2024-12-30,2025-01-03,3d,3,-0.005213951815893569,-0.07326551605897813,0.06805156424308456,1305.1820700690894
2025-01-06,DGC,cart,2024-12-31,2025-01-06,3d,3,-0.03509086026318131,-0.08891467144815957,0.053823811184978254,153.38413131311083
2025-01-07,DGC,cart,2025-01-02,2025-01-07,3d,3,-0.036881210276608956,-0.010894761242466355,0.0259864490341426,70.45985974767183
2025-01-08,DGC,cart,2025-01-03,2025-01-08,3d,3,-0.026838966202783254,-0.010894761242466355,0.0159442049603169,59.406926629921585
2025-01-09,DGC,cart,2025-01-06,2025-01-09,3d,3,-0.0026904165507004585,0.012135922330096971,0.01482633888079743,551.0796786072901
2025-01-10,DGC,cart,2025-01-07,2025-01-10,3d,3,-0.020447997025745956,0.012135922330096971,0.03258391935584293,159.35017652250585
2025-01-13,DGC,cart,2025-01-08,2025-01-13,3d,3,-0.01690036215061741,0.006153846153846176,0.023054208304463586,136.41251056635707
2025-01-14,DGC,cart,2025-01-09,2025-01-14,3d,3,-0.02939534883720929,0.05065533120793497,0.08005068004514426,272.32430711560164
2025-01-15,DGC,cart,2025-01-10,2025-01-15,3d,3,-0.006357339406015794,0.006153846153846176,0.01251118555986197,196.79908151549913
2025-01-16,DGC,cart,2025-01-13,2025-01-16,3d,3,-0.0063285161046566785,-0.07862880416336693,0.07230028805871025,1142.4524622053173
2025-01-17,DGC,cart,2025-01-14,2025-01-17,3d,3,0.008242284838029468,-0.011290322580645107,0.019532607418674575,236.98049512378114
2025-01-20,DGC,cart,2025-01-15,2025-01-20,3d,3,0.005538579067990712,-0.002206359506813804,0.007744938574804516,139.83620130233564
2025-01-21,DGC,cart,2025-01-16,2025-01-21,3d,3,-0.007319391634980965,-0.002206359506813804,0.005113032128167161,69.85597141340092
2025-01-22,DGC,cart,2025-01-17,2025-01-22,3d,3,-0.007319391634980965,-0.08148148148148149,0.07416208984650052,1013.2275132275169
2025-01-23,DGC,cart,2025-01-20,2025-01-23,3d,3,0.009971509971509862,-0.08148148148148149,0.09145299145299135,917.1428571428661
2025-01-24,DGC,cart,2025-01-21,2025-01-24,3d,3,0.022024322512687933,-0.08148148148148149,0.10350580399416942,469.96135265700474
2025-02-03,DGC,cart,2025-01-22,2025-02-03,3d,3,0.012831561811739833,-0.08148148148148149,0.09431304329322132,735.0082918739679
2025-02-04,DGC,cart,2025-01-23,2025-02-04,3d,3,0.004513399153737607,-0.07862880416336693,0.08314220331710453,1842.1194422446185
2025-02-05,DGC,cart,2025-01-24,2025-02-05,3d,3,0.0027171367000842217,-0.08148148148148149,0.08419861818156571,3098.799489144431
2025-02-06,DGC,cart,2025-02-03,2025-02-06,3d,3,0.009076297626926522,-0.08148148148148149,0.09055777910840801,997.7391975308473
2025-02-07,DGC,cart,2025-02-04,2025-02-07,3d,3,-0.0036506599269867657,-0.07862880416336693,0.07497814423638016,2053.824397121172
2025-02-10,DGC,cart,2025-02-05,2025-02-10,3d,3,-0.036722108017193,-0.009174311926605672,0.02754779609058733,75.01692462123816
2025-02-11,DGC,cart,2025-02-06,2025-02-11,3d,3,-0.026047034573222105,0.0011406410402645673,0.027187675613486673,104.37915892904452
2025-02-12,DGC,cart,2025-02-07,2025-02-12,3d,3,-0.024239007891770026,0.06063829787234054,0.08487730576411057,350.16823354774897
2025-02-13,DGC,cart,2025-02-10,2025-02-13,3d,3,0.008342225240081547,0.012135922330096971,0.0037936970900154243,45.475841047638035
2025-02-14,DGC,cart,2025-02-11,2025-02-14,3d,3,-0.0046176046176046315,0.004123481555778241,0.008741086173382873,189.29914744232227
2025-02-17,DGC,cart,2025-02-12,2025-02-17,3d,3,-0.016657038320816553,-0.024434802466316463,0.00777776414549991,46.693559777550135
2025-02-18,DGC,cart,2025-02-13,2025-02-18,3d,3,-0.009139009139009113,-0.038200140614014555,0.02906113147500544,317.9899596659815
2024-12-23,DGC,lightgbm,2024-12-18,2024-12-23,3d,3,0.002604868409233907,0.026246408689953895,0.023641540280719988,907.5905791215371
2024-12-24,DGC,lightgbm,2024-12-19,2024-12-24,3d,3,0.021504408853697976,0.016458770242901946,0.00504563861079603,23.463275113132738
2024-12-25,DGC,lightgbm,2024-12-20,2024-12-25,3d,3,0.031204775687409647,0.026951954013523266,0.004252821673886381,13.628752587387735
2024-12-26,DGC,lightgbm,2024-12-23,2024-12-26,3d,3,0.009406916323239534,-0.0026709834367917218,0.012077899760031256,128.39382582997075
2024-12-27,DGC,lightgbm,2024-12-24,2024-12-27,3d,3,-0.012595789659121004,0.006095983595481512,0.018691773254602514,148.39699423741342
2024-12-30,DGC,lightgbm,2024-12-25,2024-12-30,3d,3,-0.024296114375932043,0.00022324871496127055,0.024519363090893313,100.91886592031531
2024-12-31,DGC,lightgbm,2024-12-26,2024-12-31,3d,3,-0.008520457974616202,-0.007055140327434904,0.001465317647181298,17.197639511241203
2025-01-02,DGC,lightgbm,2024-12-27,2025-01-02,3d,3,-0.0034790365744871155,0.008137483419762555,0.011616519994249671,333.9004849629152
2025-01-03,DGC,lightgbm,2024-12-30,2025-01-03,3d,3,-0.005213951815893569,-0.001180987458010154,0.004032964357883416,77.34947502947425
2025-01-06,DGC,lightgbm,2024-12-31,2025-01-06,3d,3,-0.03509086026318131,0.004142539228295715,0.03923339949147703,111.80518003043154
2025-01-07,DGC,lightgbm,2025-01-02,2025-01-07,3d,3,-0.036881210276608956,0.031894924158892425,0.06877613443550137,186.48014509198748
2025-01-08,DGC,lightgbm,2025-01-03,2025-01-08,3d,3,-0.026838966202783254,0.008705346585459456,0.03554431278824271,132.43547653693417
2025-01-09,DGC,lightgbm,2025-01-06,2025-01-09,3d,3,-0.0026904165507004585,0.006878819608876658,0.009569236159577117,355.6786088416582
2025-01-10,DGC,lightgbm,2025-01-07,2025-01-10,3d,3,-0.020447997025745956,0.006345946997006556,0.026793944022752512,131.03456533672423
2025-01-13,DGC,lightgbm,2025-01-08,2025-01-13,3d,3,-0.01690036215061741,0.016239581711362774,0.03313994386198019,196.0901403569598
2025-01-14,DGC,lightgbm,2025-01-09,2025-01-14,3d,3,-0.02939534883720929,0.018036143700020206,0.047431492537229496,161.35713442253711
2025-01-15,DGC,lightgbm,2025-01-10,2025-01-15,3d,3,-0.006357339406015794,0.0028652257083466087,0.009222565114362404,145.06957274666374
2025-01-16,DGC,lightgbm,2025-01-13,2025-01-16,3d,3,-0.0063285161046566785,-0.01772921476547535,0.011400698660818671,180.1480548090848
2025-01-17,DGC,lightgbm,2025-01-14,2025-01-17,3d,3,0.008242284838029468,-0.009860779325726113,0.01810306416375558,219.6364784704964
2025-01-20,DGC,lightgbm,2025-01-15,2025-01-20,3d,3,0.005538579067990712,0.004199822234326747,0.001338756833663965,24.17148545194715
2025-01-21,DGC,lightgbm,2025-01-16,2025-01-21,3d,3,-0.007319391634980965,-0.005182733956537439,0.0021366576784435263,29.19173867172204
2025-01-22,DGC,lightgbm,2025-01-17,2025-01-22,3d,3,-0.007319391634980965,0.006993318886585206,0.014312710521566172,195.54508400893067
2025-01-23,DGC,lightgbm,2025-01-20,2025-01-23,3d,3,0.009971509971509862,0.0031550610208173455,0.006816448950692517,68.35924519123142
2025-01-24,DGC,lightgbm,2025-01-21,2025-01-24,3d,3,0.022024322512687933,-0.0019042990759936746,0.023928621588681608,108.64634576113129
2025-02-03,DGC,lightgbm,2025-01-22,2025-02-03,3d,3,0.012831561811739833,-0.005681663324389686,0.01851322513612952,144.2788135049268
2025-02-04,DGC,lightgbm,2025-01-23,2025-02-04,3d,3,0.004513399153737607,-0.01510669971246379,0.019620098866201398,434.7078155042797
2025-02-05,DGC,lightgbm,2025-01-24,2025-02-05,3d,3,0.0027171367000842217,-0.008698820401000302,0.011415957101084524,420.14658668924045
2025-02-06,DGC,lightgbm,2025-02-03,2025-02-06,3d,3,0.009076297626926522,-0.006520471991178237,0.015596769618104758,171.8406585944697
2025-02-07,DGC,lightgbm,2025-02-04,2025-02-07,3d,3,-0.0036506599269867657,0.002915618692706973,0.006566278619693739,179.8655243440741
2025-02-10,DGC,lightgbm,2025-02-05,2025-02-10,3d,3,-0.036722108017193,0.016716646437989386,0.05343875445518238,145.5220229464027
2025-02-11,DGC,lightgbm,2025-02-06,2025-02-11,3d,3,-0.026047034573222105,0.013213567418774372,0.03926060199199648,150.729642108122
2025-02-12,DGC,lightgbm,2025-02-07,2025-02-12,3d,3,-0.024239007891770026,0.022912126176130112,0.04715113406790014,194.52584148012744
2025-02-13,DGC,lightgbm,2025-02-10,2025-02-13,3d,3,0.008342225240081547,0.019844194245119365,0.011501969005037818,137.87650985224877
2025-02-14,DGC,lightgbm,2025-02-11,2025-02-14,3d,3,-0.0046176046176046315,0.0017887341033567688,0.0064063387209614,138.7372729258199
2025-02-17,DGC,lightgbm,2025-02-12,2025-02-17,3d,3,-0.016657038320816553,0.0038101031409362132,0.020467141461752766,122.87383307616378
2025-02-18,DGC,lightgbm,2025-02-13,2025-02-18,3d,3,-0.009139009139009113,-0.00267304395622241,0.006465965182786703,70.75127165796629
2024-12-23,DGC,xgboost,2024-12-18,2024-12-23,3d,3,0.002604868409233907,0.04796098172664642,0.045356113317412516,1741.2055502163262
2024-12-24,DGC,xgboost,2024-12-19,2024-12-24,3d,3,0.021504408853697976,0.004253196530044079,0.017251212323653897,80.22174634522592
2024-12-25,DGC,xgboost,2024-12-20,2024-12-25,3d,3,0.031204775687409647,0.02630213461816311,0.004902641069246538,15.711188307707118
2024-12-26,DGC,xgboost,2024-12-23,2024-12-26,3d,3,0.009406916323239534,0.01763249561190605,0.008225579288666518,87.44182478104378
2024-12-27,DGC,xgboost,2024-12-24,2024-12-27,3d,3,-0.012595789659121004,-0.003035810776054859,0.009559978883066145,75.89820997164291
2024-12-30,DGC,xgboost,2024-12-25,2024-12-30,3d,3,-0.024296114375932043,0.003982866648584604,0.028278981024516647,116.39301901101548
2024-12-31,DGC,xgboost,2024-12-26,2024-12-31,3d,3,-0.008520457974616202,0.006132540293037891,0.014652998267654094,171.97430362672642
2025-01-02,DGC,xgboost,2024-12-27,2025-01-02,3d,3,-0.0034790365744871155,0.015177912078797817,0.018656948653284933,536.2676779572336
2025-01-03,DGC,xgboost,2024-12-30,2025-01-03,3d,3,-0.005213951815893569,0.0026347266975790262,0.007848678513472596,150.53224100667077
2025-01-06,DGC,xgboost,2024-12-31,2025-01-06,3d,3,-0.03509086026318131,0.007935675792396069,0.04302653605557738,122.61465160123899
2025-01-07,DGC,xgboost,2025-01-02,2025-01-07,3d,3,-0.036881210276608956,0.03312359377741814,0.07000480405402709,189.8115694387231
2025-01-08,DGC,xgboost,2025-01-03,2025-01-08,3d,3,-0.026838966202783254,0.02052716724574566,0.04736613344852891,176.48270462674137
2025-01-09,DGC,xgboost,2025-01-06,2025-01-09,3d,3,-0.0026904165507004585,0.0026443202514201403,0.005334736802120599,198.2866482415774
2025-01-10,DGC,xgboost,2025-01-07,2025-01-10,3d,3,-0.020447997025745956,0.002611608477309346,0.023059605503055303,112.77195254880507
2025-01-13,DGC,xgboost,2025-01-08,2025-01-13,3d,3,-0.01690036215061741,0.004344007465988398,0.021244369616605807,125.70363538529085
