date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2023-01-09,ACB,lightgbm,2023-01-04,2023-01-09,3d,3,0.01957831325301207,0.004636946388840138,0.014941366864171931,76.31590459853963
2023-01-10,ACB,lightgbm,2023-01-05,2023-01-10,3d,3,0.026119402985074647,-0.004680694038899771,0.030800097023974418,117.92037146321626
2023-01-11,ACB,lightgbm,2023-01-06,2023-01-11,3d,3,0.04568901989683116,0.018575553647025966,0.027113466249805197,59.3435059693318
2023-01-12,ACB,lightgbm,2023-01-09,2023-01-12,3d,3,0.06056129985228953,0.009605630482597619,0.05095566936969191,84.13899552019856
2023-01-13,ACB,lightgbm,2023-01-10,2023-01-13,3d,3,0.029818181818181744,0.0072410358446917495,0.022577145973489993,75.71603832572883
2023-01-16,ACB,lightgbm,2023-01-11,2023-01-16,3d,3,0.033121916842847154,0.008530027748252603,0.024591889094594553,74.24657579836082
2023-01-17,ACB,lightgbm,2023-01-12,2023-01-17,3d,3,0.032729805013927527,0.003418844811581343,0.029310960202346185,89.55433797993445
2023-01-18,ACB,lightgbm,2023-01-13,2023-01-18,3d,3,0.05579096045197729,0.011844944903445733,0.04394601554853156,78.76906078065925
2023-01-19,ACB,lightgbm,2023-01-16,2023-01-19,3d,3,0.0395634379263301,0.02044778404426047,0.019115653882069632,48.31646308812778
2023-01-27,ACB,lightgbm,2023-01-17,2023-01-27,3d,3,0.04180714767363458,0.03185705032694173,0.009950097346692853,23.79999091152497
2023-01-30,ACB,lightgbm,2023-01-18,2023-01-30,3d,3,-0.004013377926421313,0.037703764294452824,0.04171714222087414,1039.452127003471
2023-01-31,ACB,lightgbm,2023-01-19,2023-01-31,3d,3,0.0019685039370078705,0.03981195991822834,0.03784345598122047,1922.4475638460035
2023-02-01,ACB,lightgbm,2023-01-27,2023-02-01,3d,3,-0.0440129449838188,0.04206327748563399,0.08607622246945279,195.57024075780066
2023-02-02,ACB,lightgbm,2023-01-30,2023-02-02,3d,3,-0.015446608462055145,0.01904995132208868,0.03449655978414383,223.32772834169526
2023-02-03,ACB,lightgbm,2023-01-31,2023-02-03,3d,3,-0.05959397511460385,0.02094133952376579,0.08053531463836963,135.14002797009925
2023-02-06,ACB,lightgbm,2023-02-01,2023-02-06,3d,3,-0.011509817197020933,0.023389590698721947,0.034899407895742876,303.21426742360285
2023-02-07,ACB,lightgbm,2023-02-02,2023-02-07,3d,3,-0.016371077762619368,0.03309992054633714,0.04947099830895651,302.1853480038761
2023-02-08,ACB,lightgbm,2023-02-03,2023-02-08,3d,3,0.0062674094707519945,0.01764744634822069,0.011380036877468695,181.57481062272547
2023-02-09,ACB,lightgbm,2023-02-06,2023-02-09,3d,3,-0.016438356164383605,0.0020192395877007435,0.01845759575208435,112.28370749184617
2023-02-10,ACB,lightgbm,2023-02-07,2023-02-10,3d,3,-0.015950069348127593,0.022883520584738134,0.03883358993286573,243.46972470953224
2023-02-13,ACB,lightgbm,2023-02-08,2023-02-13,3d,3,-0.0304498269896194,0.021357540856286793,0.05180736784590619,170.14010576666908
2023-02-14,ACB,lightgbm,2023-02-09,2023-02-14,3d,3,-0.02646239554317542,0.024352703879071177,0.0508150994222466,192.0275862377534
2023-02-15,ACB,lightgbm,2023-02-10,2023-02-15,3d,3,0.014094432699083947,0.021768077840903736,0.007673645141819788,54.44451228121107
2023-02-16,ACB,lightgbm,2023-02-13,2023-02-16,3d,3,0.03783012134189856,0.006829196001890878,0.03100092534000768,81.94772905915256
2023-02-17,ACB,lightgbm,2023-02-14,2023-02-17,3d,3,0.04005722460658068,0.0218861161056207,0.018171108500959977,45.36287443632526
2023-02-20,ACB,lightgbm,2023-02-15,2023-02-20,3d,3,0.05072967338429457,0.005117166681821653,0.04561250670247292,89.9128728011762
2023-02-21,ACB,lightgbm,2023-02-16,2023-02-21,3d,3,0.028198074277854257,0.01892676495081949,0.009271309327034766,32.87922868660614
2023-02-22,ACB,lightgbm,2023-02-17,2023-02-22,3d,3,0.0020632737276480295,0.009853798531180995,0.007790524803532966,377.58076881120155
2023-02-23,ACB,lightgbm,2023-02-20,2023-02-23,3d,3,-0.01521164021164012,0.004606788406953128,0.01981842861859325,130.2846263970138
2023-02-24,ACB,lightgbm,2023-02-21,2023-02-24,3d,3,-0.03545150501672234,0.019571428123932606,0.05502293314065494,155.20619819864018
2023-02-27,ACB,lightgbm,2023-02-22,2023-02-27,3d,3,-0.024021962937542884,0.006384636998931516,0.0304065999364744,126.57833173555207
2023-02-28,ACB,lightgbm,2023-02-23,2023-02-28,3d,3,-0.0396239086635326,0.008837960132569787,0.04846186879610239,122.30461463965491
2023-03-01,ACB,lightgbm,2023-02-24,2023-03-01,3d,3,0.02219140083217752,0.020872181907410654,0.0013192189247668677,5.944730279730701
2023-01-03,ACB,xgboost,2022-12-28,2023-01-03,3d,3,0.03178294573643403,0.022003795951604843,0.009779149784829189,30.768544444950447
2023-01-04,ACB,xgboost,2022-12-29,2023-01-04,3d,3,0.029457364341085146,0.020692678168416023,0.008764686172669123,29.75380305985057
2023-01-05,ACB,xgboost,2022-12-30,2023-01-05,3d,3,0.04361370716510904,0.015593210235238075,0.028020496929870964,64.24699653206127
2023-01-06,ACB,xgboost,2023-01-03,2023-01-06,3d,3,0.019534184823440937,0.009714564308524132,0.009819620514916805,50.26890348213202
2023-01-09,ACB,xgboost,2023-01-04,2023-01-09,3d,3,0.01957831325301207,0.007579052355140448,0.011999260897871622,61.288532586051915
2023-01-10,ACB,xgboost,2023-01-05,2023-01-10,3d,3,0.026119402985074647,-0.0010915956227108836,0.02721099860778553,104.17925181266452
2023-01-11,ACB,xgboost,2023-01-06,2023-01-11,3d,3,0.04568901989683116,0.005876330658793449,0.03981268923803771,87.1384182193827
2023-01-12,ACB,xgboost,2023-01-09,2023-01-12,3d,3,0.06056129985228953,-0.0057471501640975475,0.06630845001638708,109.48980649047326
2023-01-13,ACB,xgboost,2023-01-10,2023-01-13,3d,3,0.029818181818181744,-0.011568975634872913,0.04138715745305466,138.79839389743975
2023-01-16,ACB,xgboost,2023-01-11,2023-01-16,3d,3,0.033121916842847154,-0.00316199311055243,0.036283909953399585,109.5465281359019
2023-01-17,ACB,xgboost,2023-01-12,2023-01-17,3d,3,0.032729805013927527,-0.013103763572871685,0.04583356858679921,140.03617976732716
2023-01-18,ACB,xgboost,2023-01-13,2023-01-18,3d,3,0.05579096045197729,-0.00012259758659638464,0.055913558038573674,100.21974453496263
2023-01-19,ACB,xgboost,2023-01-16,2023-01-19,3d,3,0.0395634379263301,0.0013581269886344671,0.038205310937695636,96.56721695631356
2023-01-27,ACB,xgboost,2023-01-17,2023-01-27,3d,3,0.04180714767363458,0.005807126872241497,0.036000020801393084,86.10972717494495
2023-01-30,ACB,xgboost,2023-01-18,2023-01-30,3d,3,-0.004013377926421313,0.03015182539820671,0.034165203324628024,851.2829828386676
2023-01-31,ACB,xgboost,2023-01-19,2023-01-31,3d,3,0.0019685039370078705,0.012327332980930805,0.010358829043922935,526.228515431286
2023-02-01,ACB,xgboost,2023-01-27,2023-02-01,3d,3,-0.0440129449838188,0.02747996710240841,0.07149291208622721,162.43610172532493
2023-02-02,ACB,xgboost,2023-01-30,2023-02-02,3d,3,-0.015446608462055145,0.022652342915534973,0.03809895137759012,246.64929826622352
2023-02-03,ACB,xgboost,2023-01-31,2023-02-03,3d,3,-0.05959397511460385,0.0004949185531586409,0.06008889366776249,100.83048420953105
2023-02-06,ACB,xgboost,2023-02-01,2023-02-06,3d,3,-0.011509817197020933,0.010777566581964493,0.022287383778985426,193.63803436212726
2023-02-07,ACB,xgboost,2023-02-02,2023-02-07,3d,3,-0.016371077762619368,0.00559984752908349,0.02197092529170286,134.205735323485
2023-02-08,ACB,xgboost,2023-02-03,2023-02-08,3d,3,0.0062674094707519945,0.015460672788321972,0.009193263317569977,146.68362360034098
2023-02-09,ACB,xgboost,2023-02-06,2023-02-09,3d,3,-0.016438356164383605,0.0025148538406938314,0.018953210005077437,115.2986941975541
2023-02-10,ACB,xgboost,2023-02-07,2023-02-10,3d,3,-0.015950069348127593,-0.005591099616140127,0.010358969731987466,64.94623631967798
2023-02-13,ACB,xgboost,2023-02-08,2023-02-13,3d,3,-0.0304498269896194,0.006382866762578487,0.03683269375219789,120.96191470892252
2023-02-14,ACB,xgboost,2023-02-09,2023-02-14,3d,3,-0.02646239554317542,0.004048729315400124,0.030511124858575545,115.29993499188052
2023-02-15,ACB,xgboost,2023-02-10,2023-02-15,3d,3,0.014094432699083947,0.004753843415528536,0.009340589283555412,66.27148096682525
2023-02-16,ACB,xgboost,2023-02-13,2023-02-16,3d,3,0.03783012134189856,-0.007960395887494087,0.04579051722939265,121.04248044977214
2023-02-17,ACB,xgboost,2023-02-14,2023-02-17,3d,3,0.04005722460658068,0.00706532271578908,0.0329919018907916,82.36192650594076
2023-02-20,ACB,xgboost,2023-02-15,2023-02-20,3d,3,0.05072967338429457,0.0024201269261538982,0.04830954645814067,95.22936623734867
2023-02-21,ACB,xgboost,2023-02-16,2023-02-21,3d,3,0.028198074277854257,0.012682359665632248,0.015515714612222009,55.024022063831104
2023-02-22,ACB,xgboost,2023-02-17,2023-02-22,3d,3,0.0020632737276480295,0.009637200273573399,0.007573926545925369,367.08297325915413
2023-02-23,ACB,xgboost,2023-02-20,2023-02-23,3d,3,-0.01521164021164012,-0.004473775625228882,0.010737864586411239,70.58978806371256
2023-02-24,ACB,xgboost,2023-02-21,2023-02-24,3d,3,-0.03545150501672234,0.013910365290939808,0.04936187030766215,139.23772850934915
2023-02-27,ACB,xgboost,2023-02-22,2023-02-27,3d,3,-0.024021962937542884,0.0071856118738651276,0.031207574811408012,129.91267571491855
2023-02-28,ACB,xgboost,2023-02-23,2023-02-28,3d,3,-0.0396239086635326,0.00988591555505991,0.04950982421859251,124.94936993471897
2023-03-01,ACB,xgboost,2023-02-24,2023-03-01,3d,3,0.02219140083217752,0.0041597504168748856,0.018031650415302636,81.25512468395753
2023-01-03,DGC,cart,2022-12-28,2023-01-03,3d,3,0.011863758132415025,-0.012962962962963065,0.02482672109537809,209.26523297490962
2023-01-04,DGC,cart,2022-12-29,2023-01-04,3d,3,0.03977383505556631,0.04928651896357494,0.009512683908008635,23.916939100086463
2023-01-05,DGC,cart,2022-12-30,2023-01-05,3d,3,0.03411922560858738,0.14807783578547706,0.11395861017688969,334.0011625240631
2023-01-06,DGC,cart,2023-01-03,2023-01-06,3d,3,-0.0183434190620273,0.0952121871599565,0.1135556062219838,619.05365536273
2023-01-09,DGC,cart,2023-01-04,2023-01-09,3d,3,-0.0433152072004499,0.0952121871599565,0.1385273943604064,319.8123784086794
2023-01-10,DGC,cart,2023-01-05,2023-01-10,3d,3,-0.07228915662650615,0.08622559652928419,0.15851475315579033,219.2787418655096
2023-01-11,DGC,cart,2023-01-06,2023-01-11,3d,3,-0.037565016374494276,0.04941860465116288,0.08698362102565715,231.55485986881374
2023-01-12,DGC,cart,2023-01-09,2023-01-12,3d,3,-0.02783222265778129,0.07378335949764514,0.10161558215542643,365.1004930682994
2023-01-13,DGC,cart,2023-01-10,2023-01-13,3d,3,0.006993006993007089,0.0952121871599565,0.0882191801669494,1261.5342763873591
2023-01-16,DGC,cart,2023-01-11,2023-01-16,3d,3,0.0,0.07378335949764514,0.07378335949764514,
2023-01-17,DGC,cart,2023-01-12,2023-01-17,3d,3,0.05020161290322589,0.07170393215111792,0.021502319247892032,42.83192910423466
2023-01-18,DGC,cart,2023-01-13,2023-01-18,3d,3,0.040476190476190554,0.07835085413929055,0.037874663663099994,93.57269846177627
2023-01-19,DGC,cart,2023-01-16,2023-01-19,3d,3,0.062049639711769355,0.07170393215111792,0.009654292439348566,15.558982266769512
2023-01-27,DGC,cart,2023-01-17,2023-01-27,3d,3,0.003263582261470388,0.01379310344827589,0.010529521186805502,322.63691683571926
2023-01-30,DGC,cart,2023-01-18,2023-01-30,3d,3,-0.01353928299008389,0.0,0.01353928299008389,100.0
2023-01-31,DGC,cart,2023-01-19,2023-01-31,3d,3,0.0065963060686013986,-0.008704061895551285,0.015300367964152684,231.95357833656115
2023-02-01,DGC,cart,2023-01-27,2023-02-01,3d,3,0.017030233448143806,0.008746355685131046,0.008283877763012759,48.642185606185286
2023-02-02,DGC,cart,2023-01-30,2023-02-02,3d,3,0.01198530833172251,-0.0068542568542567794,0.01883956518597929,157.18882372108064
2023-02-03,DGC,cart,2023-01-31,2023-02-03,3d,3,-0.024714472945141286,-0.015228426395939021,0.009486046549202265,38.382556529764734
2023-02-06,DGC,cart,2023-02-01,2023-02-06,3d,3,-0.033301975540921847,-0.0459860935524653,0.012684118011543455,38.08818487647096
2023-02-07,DGC,cart,2023-02-02,2023-02-07,3d,3,-0.05921680993314238,0.09234608985024972,0.1515628997833921,255.9457356019538
2023-02-08,DGC,cart,2023-02-03,2023-02-08,3d,3,-0.06469571894797477,0.09234608985024972,0.1570418087982245,242.7391044599258
2023-02-09,DGC,cart,2023-02-06,2023-02-09,3d,3,-0.04826780848579226,0.09234608985024972,0.140613898336042,291.3202458268475
2023-02-10,DGC,cart,2023-02-07,2023-02-10,3d,3,-0.01076142131979696,0.07647402218330424,0.0872354435031012,810.6312438731569
2023-02-13,DGC,cart,2023-02-08,2023-02-13,3d,3,-0.05090311986863705,0.08606557377049184,0.1369686936391289,269.07720782654707
2023-02-14,DGC,cart,2023-02-09,2023-02-14,3d,3,-0.03987730061349681,0.07170393215111792,0.11158123276461474,279.8113990866501
