horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.6,4,7,0.004422653344871614,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.65,4,7,0.004422653344871614,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.5,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.55,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.6,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.65,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.5,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.55,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.6,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.65,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.5,4,5,-0.001276577018045423,0.4,0.4,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.55,4,5,-0.001276577018045423,0.4,0.4,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.6,4,5,-0.001276577018045423,0.4,0.4,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.65,4,5,-0.001276577018045423,0.4,0.4,1.0,1.0
5d,bear,cart,predicted_profit_probability,predicted_profit_probability,1,,,4,4,-0.007888649692570525,0.5,0.5,0.2222222222222222,0.8888888888888888
5d,bear,cart,predicted_profit_probability,predicted_profit_probability,3,,,4,12,0.0044654573174473106,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,cart,predicted_profit_probability,predicted_profit_probability,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bear,cart,predicted_return,predicted_return,1,,,4,4,-0.023531906914326176,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,cart,predicted_return,predicted_return,3,,,4,12,0.008587258836937728,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,cart,predicted_return,predicted_return,5,,,4,16,0.008531883658818126,0.5625,0.5625,1.0,1.0
5d,bear,lightgbm,combined_rank_based,rank_based_joint_score,1,,,4,4,0.014907668579156378,0.5,0.5,0.2222222222222222,0.8888888888888888
5d,bear,lightgbm,combined_rank_based,rank_based_joint_score,3,,,4,12,0.014314878145963694,0.5833333333333334,0.5833333333333334,0.7777777777777778,1.0370370370370372
5d,bear,lightgbm,combined_rank_based,rank_based_joint_score,5,,,4,16,0.008531883658818126,0.5625,0.5625,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear,combined_score,1,,,4,4,-0.01438592612078965,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,lightgbm,combined_weighted_linear,combined_score,3,,,4,12,0.008027317817066901,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,lightgbm,combined_weighted_linear,combined_score,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.5,4,4,-0.01438592612078965,0.25,0.25,0.14285714285714285,0.4642857142857143
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.55,4,4,-0.01438592612078965,0.25,0.25,0.14285714285714285,0.4642857142857143
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.6,4,4,-0.01438592612078965,0.25,0.25,0.2,0.55
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.65,4,4,-0.01438592612078965,0.25,0.25,0.2,0.55
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.5,4,4,-0.01438592612078965,0.25,0.25,0.14285714285714285,0.42857142857142855
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.55,4,4,-0.01438592612078965,0.25,0.25,0.14285714285714285,0.42857142857142855
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.6,4,4,-0.01438592612078965,0.25,0.25,0.2,0.5
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.65,4,4,-0.01438592612078965,0.25,0.25,0.2,0.5
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.5,4,4,-0.01438592612078965,0.25,0.25,0.16666666666666666,0.4166666666666667
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.55,4,4,-0.01438592612078965,0.25,0.25,0.16666666666666666,0.4166666666666667
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.6,4,4,-0.01438592612078965,0.25,0.25,0.25,0.5
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.65,4,4,-0.01438592612078965,0.25,0.25,0.25,0.5
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.5,4,4,-0.01438592612078965,0.25,0.25,0.2,0.44999999999999996
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.55,4,4,-0.01438592612078965,0.25,0.25,0.2,0.44999999999999996
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.6,4,4,-0.01438592612078965,0.25,0.25,0.25,0.5
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.65,4,4,-0.01438592612078965,0.25,0.25,0.25,0.5
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,4,11,0.006138293585696639,0.45454545454545453,0.45454545454545453,0.7142857142857143,0.8441558441558442
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,4,11,0.006138293585696639,0.45454545454545453,0.45454545454545453,0.7142857142857143,0.8441558441558442
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,4,11,0.006138293585696639,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,4,11,0.006138293585696639,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,4,10,0.00884548194330384,0.5,0.5,0.7142857142857143,0.8571428571428571
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,4,10,0.00884548194330384,0.5,0.5,0.7142857142857143,0.8571428571428571
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,4,10,0.00884548194330384,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,4,10,0.00884548194330384,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,4,9,0.013159221964228788,0.5555555555555556,0.5555555555555556,0.8333333333333334,0.925925925925926
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,4,9,0.013159221964228788,0.5555555555555556,0.5555555555555556,0.8333333333333334,0.925925925925926
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,4,8,0.013345648388549423,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,4,8,0.013345648388549423,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,4,8,0.013345648388549423,0.5,0.5,0.8,0.8999999999999999
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,8,0.013345648388549423,0.5,0.5,0.8,0.8999999999999999
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,8,0.013345648388549423,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,8,0.013345648388549423,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.5,4,13,0.007162405197595072,0.5384615384615384,0.5384615384615384,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.55,4,13,0.007162405197595072,0.5384615384615384,0.5384615384615384,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.6,4,11,0.006138293585696639,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.65,4,11,0.006138293585696639,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.5,4,12,0.009503738129925943,0.5833333333333334,0.5833333333333334,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.55,4,12,0.009503738129925943,0.5833333333333334,0.5833333333333334,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.6,4,10,0.00884548194330384,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.65,4,10,0.00884548194330384,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.5,4,10,0.01323552252344683,0.6,0.6,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.55,4,10,0.01323552252344683,0.6,0.6,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.6,4,8,0.013345648388549423,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.65,4,8,0.013345648388549423,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.5,4,9,0.013409712740533843,0.5555555555555556,0.5555555555555556,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.55,4,9,0.013409712740533843,0.5555555555555556,0.5555555555555556,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.6,4,8,0.013345648388549423,0.5,0.5,1.0,1.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.65,4,8,0.013345648388549423,0.5,0.5,1.0,1.0
5d,bear,lightgbm,predicted_profit_probability,predicted_profit_probability,1,,,4,4,0.026226933197237207,0.75,0.75,0.3333333333333333,1.3333333333333333
5d,bear,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,4,12,0.008027317817066901,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,lightgbm,predicted_profit_probability,predicted_profit_probability,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bear,lightgbm,predicted_return,predicted_return,1,,,4,4,-0.01438592612078965,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,lightgbm,predicted_return,predicted_return,3,,,4,12,0.013840261293995229,0.5833333333333334,0.5833333333333334,0.7777777777777778,1.0370370370370372
5d,bear,lightgbm,predicted_return,predicted_return,5,,,4,16,0.008531883658818126,0.5625,0.5625,1.0,1.0
5d,bear,xgboost,combined_rank_based,rank_based_joint_score,1,,,4,4,-0.023531906914326176,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,xgboost,combined_rank_based,rank_based_joint_score,3,,,4,12,0.0082329865971436,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,xgboost,combined_rank_based,rank_based_joint_score,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bear,xgboost,combined_weighted_linear,combined_score,1,,,4,4,-0.023531906914326176,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,xgboost,combined_weighted_linear,combined_score,3,,,4,12,0.008232986597143601,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,xgboost,combined_weighted_linear,combined_score,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.5,4,4,-0.023531906914326176,0.25,0.25,0.16666666666666666,0.5416666666666666
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.55,4,4,-0.023531906914326176,0.25,0.25,0.16666666666666666,0.5
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.6,4,4,-0.023531906914326176,0.25,0.25,0.2,0.55
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.0,0.65,4,4,-0.023531906914326176,0.25,0.25,0.2,0.5
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.5,4,4,-0.023531906914326176,0.25,0.25,0.2,0.55
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.55,4,4,-0.023531906914326176,0.25,0.25,0.2,0.55
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.6,4,4,-0.023531906914326176,0.25,0.25,0.25,0.625
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.005,0.65,4,4,-0.023531906914326176,0.25,0.25,0.25,0.5625
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.5,4,4,-0.023531906914326176,0.25,0.25,0.2,0.55
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.55,4,4,-0.023531906914326176,0.25,0.25,0.2,0.55
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.6,4,4,-0.023531906914326176,0.25,0.25,0.25,0.625
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.01,0.65,4,4,-0.023531906914326176,0.25,0.25,0.25,0.5625
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.5,4,4,-0.023531906914326176,0.25,0.25,0.25,0.5
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.55,4,4,-0.023531906914326176,0.25,0.25,0.25,0.5
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.6,4,4,-0.023531906914326176,0.25,0.25,0.3333333333333333,0.5833333333333334
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,1,0.02,0.65,4,4,-0.023531906914326176,0.25,0.25,0.3333333333333333,0.5833333333333334
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,4,12,0.008232986597143601,0.5,0.5,1.0,1.0833333333333333
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,4,12,0.008232986597143601,0.5,0.5,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,4,11,0.0063626595275984915,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,4,10,0.010991410214975522,0.5,0.5,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,4,11,0.0010046451453314183,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,4,11,0.0010046451453314183,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,4,10,-0.0017755487763494184,0.4,0.4,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,4,9,0.002463262175853067,0.4444444444444444,0.4444444444444444,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,4,11,0.0010046451453314183,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,4,11,0.0010046451453314183,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,4,10,-0.0017755487763494184,0.4,0.4,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,4,9,0.002463262175853067,0.4444444444444444,0.4444444444444444,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,4,8,0.005978378612932199,0.5,0.5,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,8,0.005978378612932199,0.5,0.5,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,7,0.0027172063630454,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,7,0.0027172063630454,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.5,4,13,0.005989403782719065,0.46153846153846156,0.46153846153846156,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.55,4,12,0.008232986597143601,0.5,0.5,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.6,4,11,0.0063626595275984915,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.0,0.65,4,10,0.010991410214975522,0.5,0.5,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.5,4,11,0.0010046451453314183,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.55,4,11,0.0010046451453314183,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.6,4,10,-0.0017755487763494184,0.4,0.4,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.005,0.65,4,9,0.002463262175853067,0.4444444444444444,0.4444444444444444,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.5,4,11,0.0010046451453314183,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.55,4,11,0.0010046451453314183,0.45454545454545453,0.45454545454545453,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.6,4,10,-0.0017755487763494184,0.4,0.4,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.01,0.65,4,9,0.002463262175853067,0.4444444444444444,0.4444444444444444,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.5,4,8,0.005978378612932199,0.5,0.5,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.55,4,8,0.005978378612932199,0.5,0.5,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.6,4,7,0.0027172063630454,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,5,0.02,0.65,4,7,0.0027172063630454,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,xgboost,predicted_profit_probability,predicted_profit_probability,1,,,4,4,-0.009680298386984651,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,4,12,0.0082329865971436,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,xgboost,predicted_profit_probability,predicted_profit_probability,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bear,xgboost,predicted_return,predicted_return,1,,,4,4,-0.023531906914326176,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,xgboost,predicted_return,predicted_return,3,,,4,12,0.0020811103462545673,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,xgboost,predicted_return,predicted_return,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bull,cart,combined_rank_based,rank_based_joint_score,1,,,10,10,-0.041773894995917084,0.0,0.0,0.0,0.0
5d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,10,30,-0.025136598001911887,0.2,0.2,0.6666666666666666,0.888888888888889
5d,bull,cart,combined_rank_based,rank_based_joint_score,5,,,10,40,-0.025791646629617814,0.225,0.225,1.0,1.0
5d,bull,cart,combined_weighted_linear,combined_score,1,,,10,10,-0.041773894995917084,0.0,0.0,0.0,0.0
5d,bull,cart,combined_weighted_linear,combined_score,3,,,10,30,-0.02528089241152618,0.2,0.2,0.6666666666666666,0.888888888888889
5d,bull,cart,combined_weighted_linear,combined_score,5,,,10,40,-0.025791646629617814,0.225,0.225,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,8,8,-0.046607643224470995,0.0,0.0,0.0,0.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,8,8,-0.046607643224470995,0.0,0.0,0.0,0.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,8,8,-0.046607643224470995,0.0,0.0,0.0,0.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,8,8,-0.046607643224470995,0.0,0.0,0.0,0.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,8,8,-0.046607643224470995,0.0,0.0,0.0,0.0
