horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
5d,bear,cart,combined_rank_based,rank_based_joint_score,1,,,4,4,-0.023531906914326176,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,4,12,0.00446545731744731,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,cart,combined_rank_based,rank_based_joint_score,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bear,cart,combined_weighted_linear,combined_score,1,,,4,4,-0.023531906914326176,0.25,0.25,0.1111111111111111,0.4444444444444444
5d,bear,cart,combined_weighted_linear,combined_score,3,,,4,12,0.00446545731744731,0.5,0.5,0.6666666666666666,0.8888888888888888
5d,bear,cart,combined_weighted_linear,combined_score,5,,,4,16,0.008531883658818124,0.5625,0.5625,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,4,4,-0.023531906914326176,0.25,0.25,0.3333333333333333,0.5833333333333334
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,4,4,-0.023531906914326176,0.25,0.25,0.3333333333333333,0.5833333333333334
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,4,4,-0.023531906914326176,0.25,0.25,0.3333333333333333,0.5833333333333334
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,4,4,-0.023531906914326176,0.25,0.25,0.3333333333333333,0.5833333333333334
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,4,4,-0.023531906914326176,0.25,0.25,0.5,0.75
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,4,4,-0.023531906914326176,0.25,0.25,0.5,0.75
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,4,4,-0.023531906914326176,0.25,0.25,0.5,0.75
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,4,4,-0.023531906914326176,0.25,0.25,0.5,0.75
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,4,4,-0.023531906914326176,0.25,0.25,0.5,0.75
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,4,4,-0.023531906914326176,0.25,0.25,0.5,0.75
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,4,4,-0.023531906914326176,0.25,0.25,0.5,0.75
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,4,4,-0.023531906914326176,0.25,0.25,0.5,0.75
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,4,4,-0.023531906914326176,0.25,0.25,0.5,0.625
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,4,4,-0.023531906914326176,0.25,0.25,0.5,0.625
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,4,4,-0.023531906914326176,0.25,0.25,0.5,0.625
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,4,4,-0.023531906914326176,0.25,0.25,0.5,0.625
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,4,7,0.004422653344871614,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,4,7,0.004422653344871614,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,4,7,0.004422653344871614,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,4,7,0.004422653344871614,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,4,6,-0.009625184000875569,0.3333333333333333,0.3333333333333333,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,4,5,-0.001276577018045423,0.4,0.4,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,5,-0.001276577018045423,0.4,0.4,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,5,-0.001276577018045423,0.4,0.4,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,5,-0.001276577018045423,0.4,0.4,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,4,7,0.004422653344871614,0.42857142857142855,0.42857142857142855,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,4,7,0.004422653344871614,0.42857142857142855,0.42857142857142855,1.0,1.0
