model_name,ranking_method,score_column,top_k,ranking_group_mode,return_threshold,probability_threshold,groups_covered,observations,coverage_ratio,average_actual_return,median_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_rank_based,rank_based_joint_score,1,date,,,42,42,1.0,0.0072509379927997945,0.0018964832125949,0.35714285714285715,0.35714285714285715,0.21739130434782608,0.8695652173913044
cart,combined_rank_based,rank_based_joint_score,3,date,,,42,126,1.0,0.005494618063845183,0.0023370034542313503,0.40476190476190477,0.40476190476190477,0.7391304347826086,0.9855072463768116
cart,combined_rank_based,rank_based_joint_score,5,date,,,42,168,0.8,0.007438820600201649,0.0030619254800614,0.4107142857142857,0.4107142857142857,1.0,1.0
cart,combined_weighted_linear,combined_score,1,date,,,42,42,1.0,0.007185078597967621,0.0018964832125949,0.35714285714285715,0.35714285714285715,0.21739130434782608,0.8695652173913044
cart,combined_weighted_linear,combined_score,3,date,,,42,126,1.0,0.0060829988726717275,0.0025906735751295,0.4126984126984127,0.4126984126984127,0.7536231884057971,1.0048309178743962
cart,combined_weighted_linear,combined_score,5,date,,,42,168,0.8,0.007438820600201649,0.0030619254800614,0.4107142857142857,0.4107142857142857,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,27,27,1.0,0.015272731775876834,0.005140186915888,0.4444444444444444,0.4444444444444444,0.9230769230769231,1.0256410256410255
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,27,27,1.0,0.015272731775876834,0.005140186915888,0.4444444444444444,0.4444444444444444,0.9230769230769231,1.0256410256410255
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,27,27,1.0,0.015272731775876834,0.005140186915888,0.4444444444444444,0.4444444444444444,0.9230769230769231,1.0256410256410255
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.65,27,27,1.0,0.015272731775876834,0.005140186915888,0.4444444444444444,0.4444444444444444,0.9230769230769231,1.0256410256410255
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,26,26,1.0,0.01468626010055017,0.004850458316321299,0.4230769230769231,0.4230769230769231,1.0,1.0769230769230769
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.55,26,26,1.0,0.01468626010055017,0.004850458316321299,0.4230769230769231,0.4230769230769231,1.0,1.0769230769230769
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.6,26,26,1.0,0.01468626010055017,0.004850458316321299,0.4230769230769231,0.4230769230769231,1.0,1.0769230769230769
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.65,26,26,1.0,0.01468626010055017,0.004850458316321299,0.4230769230769231,0.4230769230769231,1.0,1.0769230769230769
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.5,25,25,1.0,0.015377809398521425,0.005140186915888,0.44,0.44,1.0,1.08
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.55,25,25,1.0,0.015377809398521425,0.005140186915888,0.44,0.44,1.0,1.08
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.6,25,25,1.0,0.015377809398521425,0.005140186915888,0.44,0.44,1.0,1.08
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.65,25,25,1.0,0.015377809398521425,0.005140186915888,0.44,0.44,1.0,1.08
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.5,22,22,1.0,0.01676142651432945,0.004850458316321299,0.45454545454545453,0.45454545454545453,1.0,1.0909090909090908
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.55,22,22,1.0,0.01676142651432945,0.004850458316321299,0.45454545454545453,0.45454545454545453,1.0,1.0909090909090908
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.6,22,22,1.0,0.01676142651432945,0.004850458316321299,0.45454545454545453,0.45454545454545453,1.0,1.0909090909090908
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.65,22,22,1.0,0.01676142651432945,0.004850458316321299,0.45454545454545453,0.45454545454545453,1.0,1.0909090909090908
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.5,27,30,0.37037037037037035,0.014467845883337353,0.004850458316321299,0.43333333333333335,0.43333333333333335,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.55,27,30,0.37037037037037035,0.014467845883337353,0.004850458316321299,0.43333333333333335,0.43333333333333335,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.6,27,30,0.37037037037037035,0.014467845883337353,0.004850458316321299,0.43333333333333335,0.43333333333333335,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.65,27,30,0.37037037037037035,0.014467845883337353,0.004850458316321299,0.43333333333333335,0.43333333333333335,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.5,26,28,0.358974358974359,0.013514132509988385,0.0040435890397375,0.39285714285714285,0.39285714285714285,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.55,26,28,0.358974358974359,0.013514132509988385,0.0040435890397375,0.39285714285714285,0.39285714285714285,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.6,26,28,0.358974358974359,0.013514132509988385,0.0040435890397375,0.39285714285714285,0.39285714285714285,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.65,26,28,0.358974358974359,0.013514132509988385,0.0040435890397375,0.39285714285714285,0.39285714285714285,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.5,25,27,0.36,0.014111043801052072,0.0045607297167546,0.4074074074074074,0.4074074074074074,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.55,25,27,0.36,0.014111043801052072,0.0045607297167546,0.4074074074074074,0.4074074074074074,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.6,25,27,0.36,0.014111043801052072,0.0045607297167546,0.4074074074074074,0.4074074074074074,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.65,25,27,0.36,0.014111043801052072,0.0045607297167546,0.4074074074074074,0.4074074074074074,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.5,22,24,0.36363636363636365,0.015221013790859092,0.0040435890397375,0.4166666666666667,0.4166666666666667,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.55,22,24,0.36363636363636365,0.015221013790859092,0.0040435890397375,0.4166666666666667,0.4166666666666667,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.6,22,24,0.36363636363636365,0.015221013790859092,0.0040435890397375,0.4166666666666667,0.4166666666666667,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.65,22,24,0.36363636363636365,0.015221013790859092,0.0040435890397375,0.4166666666666667,0.4166666666666667,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.5,27,30,0.2222222222222222,0.014467845883337353,0.004850458316321299,0.43333333333333335,0.43333333333333335,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.55,27,30,0.2222222222222222,0.014467845883337353,0.004850458316321299,0.43333333333333335,0.43333333333333335,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.6,27,30,0.2222222222222222,0.014467845883337353,0.004850458316321299,0.43333333333333335,0.43333333333333335,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.65,27,30,0.2222222222222222,0.014467845883337353,0.004850458316321299,0.43333333333333335,0.43333333333333335,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.5,26,28,0.2153846153846154,0.013514132509988385,0.0040435890397375,0.39285714285714285,0.39285714285714285,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.55,26,28,0.2153846153846154,0.013514132509988385,0.0040435890397375,0.39285714285714285,0.39285714285714285,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.6,26,28,0.2153846153846154,0.013514132509988385,0.0040435890397375,0.39285714285714285,0.39285714285714285,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.65,26,28,0.2153846153846154,0.013514132509988385,0.0040435890397375,0.39285714285714285,0.39285714285714285,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.5,25,27,0.216,0.014111043801052072,0.0045607297167546,0.4074074074074074,0.4074074074074074,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.55,25,27,0.216,0.014111043801052072,0.0045607297167546,0.4074074074074074,0.4074074074074074,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.6,25,27,0.216,0.014111043801052072,0.0045607297167546,0.4074074074074074,0.4074074074074074,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.65,25,27,0.216,0.014111043801052072,0.0045607297167546,0.4074074074074074,0.4074074074074074,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.5,22,24,0.21818181818181817,0.015221013790859092,0.0040435890397375,0.4166666666666667,0.4166666666666667,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.55,22,24,0.21818181818181817,0.015221013790859092,0.0040435890397375,0.4166666666666667,0.4166666666666667,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.6,22,24,0.21818181818181817,0.015221013790859092,0.0040435890397375,0.4166666666666667,0.4166666666666667,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.65,22,24,0.21818181818181817,0.015221013790859092,0.0040435890397375,0.4166666666666667,0.4166666666666667,1.0,1.0
cart,predicted_profit_probability,predicted_profit_probability,1,date,,,42,42,1.0,0.00610079037714129,0.0018709090272671998,0.35714285714285715,0.35714285714285715,0.21739130434782608,0.8695652173913044
cart,predicted_profit_probability,predicted_profit_probability,3,date,,,42,126,1.0,0.0077850069770312585,0.0030619254800614,0.3968253968253968,0.3968253968253968,0.7246376811594203,0.966183574879227
cart,predicted_profit_probability,predicted_profit_probability,5,date,,,42,168,0.8,0.007438820600201649,0.0030619254800614,0.4107142857142857,0.4107142857142857,1.0,1.0
cart,predicted_return,predicted_return,1,date,,,42,42,1.0,0.0011642649844531808,0.0014113374845443,0.35714285714285715,0.35714285714285715,0.21739130434782608,0.8695652173913044
cart,predicted_return,predicted_return,3,date,,,42,126,1.0,0.0046409089958086595,0.0023370034542313503,0.38095238095238093,0.38095238095238093,0.6956521739130435,0.927536231884058
cart,predicted_return,predicted_return,5,date,,,42,168,0.8,0.007438820600201649,0.0030619254800614,0.4107142857142857,0.4107142857142857,1.0,1.0
lightgbm,combined_rank_based,rank_based_joint_score,1,date,,,42,42,1.0,0.005724975131364595,0.004850458316321299,0.35714285714285715,0.35714285714285715,0.21739130434782608,0.8695652173913044
lightgbm,combined_rank_based,rank_based_joint_score,3,date,,,42,126,1.0,0.00861720758029322,0.0040242060935049,0.42063492063492064,0.42063492063492064,0.7681159420289855,1.0241545893719808
lightgbm,combined_rank_based,rank_based_joint_score,5,date,,,42,168,0.8,0.007438820600201649,0.0030619254800614,0.4107142857142857,0.4107142857142857,1.0,1.0
lightgbm,combined_weighted_linear,combined_score,1,date,,,42,42,1.0,0.007620595293954292,0.00549835114462045,0.38095238095238093,0.38095238095238093,0.2318840579710145,0.927536231884058
lightgbm,combined_weighted_linear,combined_score,3,date,,,42,126,1.0,0.009402426949365454,0.00454720423661565,0.4365079365079365,0.4365079365079365,0.7971014492753623,1.0628019323671498
lightgbm,combined_weighted_linear,combined_score,5,date,,,42,168,0.8,0.007438820600201649,0.0030619254800614,0.4107142857142857,0.4107142857142857,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,28,28,1.0,0.014532651201136936,0.00621125177728705,0.42857142857142855,0.42857142857142855,0.7058823529411765,0.8823529411764706
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,26,26,1.0,0.015361335744616499,0.00655495014315605,0.46153846153846156,0.46153846153846156,0.7058823529411765,0.8959276018099548
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,25,25,1.0,0.011908154023174687,0.0058565153733529,0.44,0.44,0.7333333333333333,0.9093333333333333
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.65,22,22,1.0,0.011759346966825518,0.0061967859144236,0.45454545454545453,0.45454545454545453,0.7142857142857143,0.9090909090909091
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,28,28,1.0,0.014532651201136936,0.00621125177728705,0.42857142857142855,0.42857142857142855,0.75,0.9107142857142857
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.55,26,26,1.0,0.015361335744616499,0.00655495014315605,0.46153846153846156,0.46153846153846156,0.75,0.9230769230769231
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.6,25,25,1.0,0.011908154023174687,0.0058565153733529,0.44,0.44,0.7857142857142857,0.9428571428571428
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.65,22,22,1.0,0.011759346966825518,0.0061967859144236,0.45454545454545453,0.45454545454545453,0.7692307692307693,0.9440559440559441
