date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2023-06-30,ACB,3d,cart,-0.0064184852374838,0.0190995907230557,0,1,1.0,2023-06-30,0.7029645276596137,0.7029645276596137,1.0,0.8514822638298069,True,moderate_positive,strong_positive,moderate_positive,0.9090909090909091,0.9545454545454546,0.9318181818181819
2023-06-30,DGC,3d,cart,-0.0260399053094352,-0.1352295409181636,0,1,1.0,2023-06-30,0.19203963061385343,0.19203963061385343,1.0,0.5960198153069267,False,reject,strong_positive,weak_or_uncertain,0.0,0.9545454545454546,0.4772727272727273
2023-06-30,HPG,3d,cart,0.0138178096212895,0.0098826436071648,0,0,0.0,2023-06-30,0.6724507309046981,0.6724507309046981,0.0,0.33622536545234905,False,moderate_positive,reject,weak_or_uncertain,0.8181818181818181,0.045454545454545414,0.43181818181818177
2023-06-30,MWG,3d,cart,-0.0203176085941148,0.0418076365393909,0,0,0.0,2023-06-30,0.7781422069962264,0.7781422069962264,0.0,0.3890711034981132,False,strong_positive,reject,weak_or_uncertain,1.0,0.045454545454545414,0.5227272727272727
2023-06-30,ACB,3d,lightgbm,-0.0064184852374838,0.0020360645041463,0,0,0.0249261048621799,2023-06-30,0.546446356219702,0.546446356219702,0.0249261048621799,0.28568623054094094,False,weak_or_uncertain,reject,weak_or_uncertain,0.6363636363636364,0.18181818181818177,0.40909090909090906
2023-06-30,DGC,3d,lightgbm,-0.0260399053094352,-0.012200057499864,0,0,0.0972520609922792,2023-06-30,0.40538233380823874,0.40538233380823874,0.0972520609922792,0.251317197400259,False,reject,reject,reject,0.18181818181818177,0.36363636363636365,0.2727272727272727
2023-06-30,HPG,3d,lightgbm,0.0138178096212895,0.0087375875593959,0,0,0.1670981631247078,2023-06-30,0.6128509429597119,0.6128509429597119,0.1670981631247078,0.38997455304220985,False,moderate_positive,reject,weak_or_uncertain,0.7272727272727273,0.7272727272727273,0.7272727272727273
2023-06-30,MWG,3d,lightgbm,-0.0203176085941148,-0.0003353989293272,0,0,0.0436834331937085,2023-06-30,0.5229478099981091,0.5229478099981091,0.0436834331937085,0.2833156215959088,False,reject,reject,reject,0.4545454545454546,0.2727272727272727,0.36363636363636365
2023-06-30,ACB,3d,xgboost,-0.0064184852374838,-1.9503964722389355e-05,0,0,0.1011269763112068,2023-06-30,0.5227266585959174,0.5227266585959174,0.1011269763112068,0.3119268174535621,False,reject,reject,reject,0.5454545454545454,0.4545454545454546,0.5
2023-06-30,DGC,3d,xgboost,-0.0260399053094352,-0.0362929068505764,0,0,0.1325097978115081,2023-06-30,0.19319675902126274,0.19319675902126274,0.1325097978115081,0.16285327841638542,False,reject,reject,reject,0.09090909090909094,0.6363636363636364,0.36363636363636365
2023-06-30,HPG,3d,xgboost,0.0138178096212895,-0.0087015610188245,0,0,0.1731299310922622,2023-06-30,0.443853512943089,0.443853512943089,0.1731299310922622,0.3084917220176756,False,reject,reject,reject,0.36363636363636365,0.8181818181818181,0.5909090909090908
2023-06-30,MWG,3d,xgboost,-0.0203176085941148,-0.0099408961832523,0,0,0.1248603239655494,2023-06-30,0.43259463013139393,0.43259463013139393,0.1248603239655494,0.2787274770484717,False,reject,reject,reject,0.2727272727272727,0.5454545454545454,0.40909090909090906
2023-07-03,ACB,3d,cart,-0.0108626198083067,0.0156675749318802,0,0,0.0,2023-07-03,0.6916024322721903,0.6916024322721903,0.0,0.34580121613609516,False,moderate_positive,reject,weak_or_uncertain,0.9090909090909091,0.045454545454545414,0.47727272727272724
2023-07-03,DGC,3d,cart,-0.0245554614733276,-0.1932367149758453,0,1,1.0,2023-07-03,0.0,0.0,1.0,0.5,False,reject,strong_positive,weak_or_uncertain,0.0,0.9545454545454546,0.4772727272727273
