date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2024-07-22,DGC,lightgbm,2024-07-17,2024-07-22,3d,3,-0.07915475881181255,-0.04234116508481492,0.036813593726997634,46.508377107838285
2024-07-23,DGC,lightgbm,2024-07-18,2024-07-23,3d,3,-0.11863668061366806,-0.033423180770493686,0.08521349984317436,71.82727922122677
2024-07-24,DGC,lightgbm,2024-07-19,2024-07-24,3d,3,-0.09315891815449895,-0.03558233332554997,0.05757658482894898,61.80469456875978
2024-07-25,DGC,lightgbm,2024-07-22,2024-07-25,3d,3,-0.026333113890717574,-0.0908039691047465,0.06447085521402893,244.82807267527485
2024-07-26,DGC,lightgbm,2024-07-23,2024-07-26,3d,3,0.0442092770250222,-0.029590724604416117,0.07380000162943831,166.93329227634266
2024-07-29,DGC,lightgbm,2024-07-24,2024-07-29,3d,3,0.02729044834308003,-0.057911474354368275,0.0852019226974483,312.2041881699343
2024-07-30,DGC,lightgbm,2024-07-25,2024-07-30,3d,3,0.012653337196947723,-0.1080870690239288,0.12074040622087652,954.2178821410204
2024-07-31,DGC,lightgbm,2024-07-26,2024-07-31,3d,3,-0.010608069710172474,-0.08294534554094674,0.07233727583077426,681.9079984118821
2024-08-01,DGC,lightgbm,2024-07-29,2024-08-01,3d,3,-0.061954459203036105,-0.09889008722876583,0.03693562802572972,59.617384286552976
2024-08-02,DGC,lightgbm,2024-07-30,2024-08-02,3d,3,-0.04721480351011065,-0.10436298967689578,0.05714818616678513,121.03870379243943
2024-08-05,DGC,lightgbm,2024-07-31,2024-08-05,3d,3,-0.09640053609036947,-0.11050632236121734,0.014105786270847867,14.632476999530972
2024-08-06,DGC,lightgbm,2024-08-01,2024-08-06,3d,3,0.0,-0.10602656488796208,0.10602656488796208,
2024-08-07,DGC,lightgbm,2024-08-02,2024-08-07,3d,3,-0.010211232355591071,-0.08710533130260535,0.07689409894701428,753.034465080129
2024-08-08,DGC,lightgbm,2024-08-05,2024-08-08,3d,3,0.027651234240915423,-0.05429362140904059,0.08194485564995602,296.351529685798
2024-08-09,DGC,lightgbm,2024-08-06,2024-08-09,3d,3,0.004652574087185224,-0.05791409147348177,0.06256666556066699,1344.7752660832834
2024-08-12,DGC,lightgbm,2024-08-07,2024-08-12,3d,3,0.0244765854151916,-0.05829398967101513,0.08277057508620672,338.1622627592265
2024-08-13,DGC,lightgbm,2024-08-08,2024-08-13,3d,3,0.04814432989690731,-0.061557070425603024,0.10970140032251033,227.85943964204455
2024-08-14,DGC,lightgbm,2024-08-09,2024-08-14,3d,3,0.01036947548575462,-0.07724846350508491,0.08761793899083953,844.9601825203919
2024-08-15,DGC,lightgbm,2024-08-12,2024-08-15,3d,3,-0.01935038009675194,-0.0777730554131138,0.05842267531636186,301.92003993848374
2024-08-16,DGC,lightgbm,2024-08-13,2024-08-16,3d,3,0.016425690960952144,-0.09105930125185355,0.10748499221280569,654.3712070823907
2024-08-19,DGC,lightgbm,2024-08-14,2024-08-19,3d,3,0.03068951773614992,-0.06995977834615248,0.1006492960823024,327.9598491824626
2024-08-20,DGC,lightgbm,2024-08-15,2024-08-20,3d,3,0.05164602839021448,-0.061140958174491264,0.11278698656470575,218.38462720218737
2024-08-21,DGC,lightgbm,2024-08-16,2024-08-21,3d,3,0.018095606735049286,-0.05320354637448829,0.07129915310953758,394.0136086812642
2024-08-22,DGC,lightgbm,2024-08-19,2024-08-22,3d,3,0.01894818252126851,-0.06681780997094038,0.08576599249220888,452.6344011935725
2024-06-24,DGC,xgboost,2024-06-19,2024-06-24,3d,3,-0.02801706113573632,-0.03604506701231003,0.008028005876573707,28.65398993020658
2024-06-25,DGC,xgboost,2024-06-20,2024-06-25,3d,3,-0.04074226804123704,-0.012586073949933052,0.028156194091303988,69.10806748118652
2024-06-26,DGC,xgboost,2024-06-21,2024-06-26,3d,3,-0.051574066541934416,-0.031464070081710815,0.0201099964602236,38.99245843620328
2024-06-27,DGC,xgboost,2024-06-24,2024-06-27,3d,3,-0.006453278265358797,-0.014705901965498924,0.008252623700140127,127.8826568573715
2024-06-28,DGC,xgboost,2024-06-25,2024-06-28,3d,3,-0.017625311667096577,-0.02113547921180725,0.003510167544710674,19.91549205489258
2024-07-01,DGC,xgboost,2024-06-26,2024-07-01,3d,3,-0.024015781799468172,-0.018330270424485207,0.0056855113749829655,23.67406325747376
2024-07-02,DGC,xgboost,2024-06-27,2024-07-02,3d,3,-0.004070321295574608,-0.02621314488351345,0.022142823587938842,544.006774404106
2024-07-03,DGC,xgboost,2024-06-28,2024-07-03,3d,3,0.018729214073166522,-0.013966500759124756,0.03269571483229128,174.57067181016774
2024-07-04,DGC,xgboost,2024-07-01,2024-07-04,3d,3,0.024606731698743278,-0.04823361709713936,0.07284034879588264,296.01797462441044
2024-07-05,DGC,xgboost,2024-07-02,2024-07-05,3d,3,0.013826086956521877,-0.06613808870315552,0.0799641756596774,578.3572453372835
2024-07-08,DGC,xgboost,2024-07-03,2024-07-08,3d,3,0.02001718213058412,-0.06218511611223221,0.08220229824281633,410.65869165080926
2024-07-09,DGC,xgboost,2024-07-04,2024-07-09,3d,3,0.024015781799468172,-0.059616219252347946,0.08363200105181612,348.2376786654022
2024-07-10,DGC,xgboost,2024-07-05,2024-07-10,3d,3,0.012007890899734086,-0.07260213792324066,0.08461002882297475,704.6202328907605
2024-07-11,DGC,xgboost,2024-07-08,2024-07-11,3d,3,-0.008590920576097116,-0.0957276001572609,0.08713667958116378,1014.288035948183
2024-07-12,DGC,xgboost,2024-07-09,2024-07-12,3d,3,-0.01951587235111818,-0.08690392225980759,0.0673880499086894,345.2986814849111
2024-07-15,DGC,xgboost,2024-07-10,2024-07-15,3d,3,-0.008729553351979003,-0.06718627363443375,0.058456720282454744,669.641594769594
2024-07-16,DGC,xgboost,2024-07-11,2024-07-16,3d,3,-0.00637159119870867,-0.06380366533994675,0.057432074141238076,901.3772596220207
2024-07-17,DGC,xgboost,2024-07-12,2024-07-17,3d,3,-0.013582778062532053,-0.06877518445253372,0.05519240639000167,406.34107496940794
2024-07-18,DGC,xgboost,2024-07-15,2024-07-18,3d,3,-0.019151846785225635,-0.05611462518572807,0.03696277840050244,192.99850721976713
2024-07-19,DGC,xgboost,2024-07-16,2024-07-19,3d,3,-0.032660738714090254,-0.04818485677242279,0.015524118058332537,47.53143581420354
2024-07-22,DGC,xgboost,2024-07-17,2024-07-22,3d,3,-0.07915475881181255,-0.05083724483847618,0.028317513973336372,35.77487241248526
2024-07-23,DGC,xgboost,2024-07-18,2024-07-23,3d,3,-0.11863668061366806,-0.050833795219659805,0.06780288539400825,57.15170472006339
2024-07-24,DGC,xgboost,2024-07-19,2024-07-24,3d,3,-0.09315891815449895,-0.05091889947652817,0.04224001867797078,45.34189481238718
2024-07-25,DGC,xgboost,2024-07-22,2024-07-25,3d,3,-0.026333113890717574,-0.03430619463324547,0.007973080742527894,30.27777411974968
2024-07-26,DGC,xgboost,2024-07-23,2024-07-26,3d,3,0.0442092770250222,-0.04869500547647476,0.09290428250149696,210.146577264572
2024-07-29,DGC,xgboost,2024-07-24,2024-07-29,3d,3,0.02729044834308003,-0.03250352293252945,0.05979397127560948,219.1021947456253
2024-07-30,DGC,xgboost,2024-07-25,2024-07-30,3d,3,0.012653337196947723,-0.03749909996986389,0.050152437166811614,396.3573908305355
2024-07-31,DGC,xgboost,2024-07-26,2024-07-31,3d,3,-0.010608069710172474,-0.02581845037639141,0.015210380666218937,143.38499917315903
2024-08-01,DGC,xgboost,2024-07-29,2024-08-01,3d,3,-0.061954459203036105,-0.07794535160064697,0.015990892397610867,25.810720654030384
2024-08-02,DGC,xgboost,2024-07-30,2024-08-02,3d,3,-0.04721480351011065,-0.08292463421821594,0.035709830708105295,75.63270002904562
2024-08-05,DGC,xgboost,2024-07-31,2024-08-05,3d,3,-0.09640053609036947,-0.10745614022016525,0.011055604129795782,11.468405237323417
2024-08-06,DGC,xgboost,2024-08-01,2024-08-06,3d,3,0.0,-0.0663713812828064,0.0663713812828064,
2024-08-07,DGC,xgboost,2024-08-02,2024-08-07,3d,3,-0.010211232355591071,-0.056497178971767426,0.046285946616176354,453.28462818528357
2024-08-08,DGC,xgboost,2024-08-05,2024-08-08,3d,3,0.027651234240915423,-0.038704290986061096,0.06635552522697652,239.9731044511225
2024-08-09,DGC,xgboost,2024-08-06,2024-08-09,3d,3,0.004652574087185224,-0.019835999235510826,0.02448857332269605,526.3446183510744
2024-08-12,DGC,xgboost,2024-08-07,2024-08-12,3d,3,0.0244765854151916,-0.04726126044988632,0.07173784586507792,293.0876372181931
2024-08-13,DGC,xgboost,2024-08-08,2024-08-13,3d,3,0.04814432989690731,-0.024910593405365944,0.07305492330227326,151.74148951435743
2024-08-14,DGC,xgboost,2024-08-09,2024-08-14,3d,3,0.01036947548575462,-0.056317560374736786,0.0666870358604914,643.1090555361718
2024-08-15,DGC,xgboost,2024-08-12,2024-08-15,3d,3,-0.01935038009675194,-0.08073876798152924,0.061388387884777296,317.2464188188306
2024-08-16,DGC,xgboost,2024-08-13,2024-08-16,3d,3,0.016425690960952144,-0.09179918467998505,0.10822487564093719,658.875635114614
2024-08-19,DGC,xgboost,2024-08-14,2024-08-19,3d,3,0.03068951773614992,-0.06582969427108765,0.09651921200723756,314.50221159241374
2024-08-20,DGC,xgboost,2024-08-15,2024-08-20,3d,3,0.05164602839021448,-0.0794222503900528,0.13106827878026728,253.78191288974534
2024-08-21,DGC,xgboost,2024-08-16,2024-08-21,3d,3,0.018095606735049286,-0.05525485798716545,0.07335046472221474,405.3495734969892
2024-08-22,DGC,xgboost,2024-08-19,2024-08-22,3d,3,0.01894818252126851,-0.07907935231924057,0.09802753484050908,517.3453165256216
2024-06-24,HPG,cart,2024-06-19,2024-06-24,3d,3,-0.022076860179885527,-0.004981320049813109,0.017095540130072417,77.4364651076984
2024-06-25,HPG,cart,2024-06-20,2024-06-25,3d,3,-0.022076860179885527,0.005006257822277815,0.027083118002163342,122.6764937653547
2024-06-26,HPG,cart,2024-06-21,2024-06-26,3d,3,-0.005369681949607741,-0.011654135338345917,0.006284453388738176,117.03585887795941
2024-06-27,HPG,cart,2024-06-24,2024-06-27,3d,3,0.0050167224080266415,0.02663578459756799,0.02161906218954135,430.93997297820073
2024-06-28,HPG,cart,2024-06-25,2024-06-28,3d,3,-0.014214046822742632,-0.00865580448065184,0.005558242342090791,39.10386965376772
2024-07-01,HPG,cart,2024-06-26,2024-07-01,3d,3,-0.019102990033222467,-0.011654135338345917,0.00744885469487655,38.99313501144098
2024-07-02,HPG,cart,2024-06-27,2024-07-02,3d,3,-0.004991680532445808,0.03215603584607263,0.037147716378518436,744.1925847830032
2024-07-03,HPG,cart,2024-06-28,2024-07-03,3d,3,0.016115351993214677,-0.01747720364741645,0.03359255564063113,208.4506478963362
2024-07-04,HPG,cart,2024-07-01,2024-07-04,3d,3,0.012701100762066098,-0.0034233548877899977,0.016124455649856095,126.95321414986647
2024-07-05,HPG,cart,2024-07-02,2024-07-05,3d,3,-0.002090301003344508,-0.011889862327910006,0.009799561324565498,468.81101376720744
2024-07-08,HPG,cart,2024-07-03,2024-07-08,3d,3,0.0016694490818029983,0.006815365551424923,0.005145916469621925,308.24039653035453
2024-07-09,HPG,cart,2024-07-04,2024-07-09,3d,3,0.010451505016722429,0.018789144050104456,0.008337639033382027,79.77453027139909
2024-07-10,HPG,cart,2024-07-05,2024-07-10,3d,3,0.01047339757017185,0.018789144050104456,0.008315746479932606,79.39874739039587
2024-07-11,HPG,cart,2024-07-08,2024-07-11,3d,3,0.0016666666666667052,-0.02261904761904754,0.024285714285714244,1457.142857142821
2024-07-12,HPG,cart,2024-07-09,2024-07-12,3d,3,-0.01737691352916848,0.007334963325183352,0.024711876854351833,142.21096751659064
2024-07-15,HPG,cart,2024-07-10,2024-07-15,3d,3,-0.016998341625207303,0.004452926208651231,0.021451267833858534,126.19623906162624
2024-07-16,HPG,cart,2024-07-11,2024-07-16,3d,3,-0.013727121464226166,-0.027980535279805374,0.014253413815579208,103.83396003834157
2024-07-17,HPG,cart,2024-07-12,2024-07-17,3d,3,-0.010526315789473717,0.018789144050104456,0.029315459839578173,278.4968684759918
2024-07-18,HPG,cart,2024-07-15,2024-07-18,3d,3,-0.001687051876845147,0.007665772326561848,0.009352824203406995,554.3886546569713
2024-07-19,HPG,cart,2024-07-16,2024-07-19,3d,3,-0.008857022353437438,0.03977900552486191,0.04863602787829935,549.1239147592707
2024-07-22,HPG,cart,2024-07-17,2024-07-22,3d,3,-0.005531914893616929,0.050777202072538774,0.0563091169661557,1017.8955759266778
2024-07-23,HPG,cart,2024-07-18,2024-07-23,3d,3,-0.0211237853823405,-0.012629161882893314,0.008494623499447185,40.213547646383
2024-07-24,HPG,cart,2024-07-19,2024-07-24,3d,3,-0.017872340425531985,0.03977900552486191,0.057651345950393895,322.57300710339314
2024-07-25,HPG,cart,2024-07-22,2024-07-25,3d,3,-0.024818142918271335,-0.05362404242781382,0.028805899509542487,116.06790888586322
2024-07-26,HPG,cart,2024-07-23,2024-07-26,3d,3,-0.01294777729823049,-0.05362404242781382,0.04067626512958333,314.1563543508148
2024-07-29,HPG,cart,2024-07-24,2024-07-29,3d,3,0.007365684575389997,-0.05362404242781382,0.06098972700320382,828.025234843491
2024-07-30,HPG,cart,2024-07-25,2024-07-30,3d,3,0.020184291355857864,-0.12926829268292683,0.1494525840387847,740.4400848356299
2024-07-31,HPG,cart,2024-07-26,2024-07-31,3d,3,-0.008745080891998214,-0.05362404242781382,0.04487896153581561,513.1909251620538
2024-08-01,HPG,cart,2024-07-29,2024-08-01,3d,3,-0.043010752688172005,-0.05362404242781382,0.010613289739641818,24.67589864466725
2024-08-02,HPG,cart,2024-07-30,2024-08-02,3d,3,-0.023225806451612874,0.02171814671814687,0.04494395316975974,193.508687258688
2024-08-05,HPG,cart,2024-07-31,2024-08-05,3d,3,-0.04631671812968685,-0.01747720364741645,0.0288395144822704,62.26588507743518
2024-08-06,HPG,cart,2024-08-01,2024-08-06,3d,3,-0.014831460674157193,-0.09388249545729865,0.07905103478314146,532.995613310579
2024-08-07,HPG,cart,2024-08-02,2024-08-07,3d,3,-0.04403346543372966,-0.012629161882893314,0.03140430355083634,71.31917336394929
2024-08-08,HPG,cart,2024-08-05,2024-08-08,3d,3,-0.013413506012951104,-0.06652661064425769,0.053113104631306585,395.96735245821964
2024-08-09,HPG,cart,2024-08-06,2024-08-09,3d,3,-0.009580291970803012,0.00993204391008895,0.019512335880891962,203.6716202424513
2024-08-12,HPG,cart,2024-08-07,2024-08-12,3d,3,-0.007830492860433025,-0.011899876897825346,0.004069384037392321,51.96842791281575
2024-08-13,HPG,cart,2024-08-08,2024-08-13,3d,3,-0.0075011720581339425,-0.011899876897825346,0.004398704839691403,58.64023389413712
2024-08-14,HPG,cart,2024-08-09,2024-08-14,3d,3,-0.023030861354214616,-0.06621573513705947,0.04318487378284486,187.50872196511264
2024-08-15,HPG,cart,2024-08-12,2024-08-15,3d,3,-0.02506963788300831,-0.011899876897825346,0.013169760985182966,52.532713263118815
2024-08-16,HPG,cart,2024-08-13,2024-08-16,3d,3,0.007557864903164679,-0.010603290676416965,0.018161155579581645,240.29478976234526
2024-08-19,HPG,cart,2024-08-14,2024-08-19,3d,3,0.01555869872701554,-0.011899876897825346,0.027458575624840886,176.48375424329572
2024-08-20,HPG,cart,2024-08-15,2024-08-20,3d,3,0.023809523809523725,-0.011899876897825346,0.03570940070734907,149.97948297086663
2024-08-21,HPG,cart,2024-08-16,2024-08-21,3d,3,0.021565869667135473,-0.011899876897825346,0.03346574656496082,155.1792117892641
2024-08-22,HPG,cart,2024-08-19,2024-08-22,3d,3,-0.003714020427112219,-0.011899876897825346,0.008185856470713126,220.40418547395865
2024-06-24,HPG,lightgbm,2024-06-19,2024-06-24,3d,3,-0.022076860179885527,0.006093295755159657,0.028170155935045182,127.60037299466762
2024-06-25,HPG,lightgbm,2024-06-20,2024-06-25,3d,3,-0.022076860179885527,-0.0050505275512684345,0.017026332628617094,77.12298075851372
2024-06-26,HPG,lightgbm,2024-06-21,2024-06-26,3d,3,-0.005369681949607741,0.005021597771445588,0.010391279721053328,193.51760157438036
2024-06-27,HPG,lightgbm,2024-06-24,2024-06-27,3d,3,0.0050167224080266415,0.0204385346219631,0.015421812213936459,307.40812346447376
2024-06-28,HPG,lightgbm,2024-06-25,2024-06-28,3d,3,-0.014214046822742632,0.0252340430898035,0.03944808991254613,277.528914914145
2024-07-01,HPG,lightgbm,2024-06-26,2024-07-01,3d,3,-0.019102990033222467,0.024855479517944465,0.04395846955116693,230.11303191132754
2024-07-02,HPG,lightgbm,2024-06-27,2024-07-02,3d,3,-0.004991680532445808,0.008486668285935427,0.013478348818381235,270.016254661577
2024-07-03,HPG,lightgbm,2024-06-28,2024-07-03,3d,3,0.016115351993214677,0.01155857034715074,0.004556781646063938,28.276029266891335
2024-07-04,HPG,lightgbm,2024-07-01,2024-07-04,3d,3,0.012701100762066098,0.010682444613683622,0.0020186561483824753,15.893552741597958
2024-07-05,HPG,lightgbm,2024-07-02,2024-07-05,3d,3,-0.002090301003344508,0.0193295922771725,0.021419893280517008,1024.7276945399208
2024-07-08,HPG,lightgbm,2024-07-03,2024-07-08,3d,3,0.0016694490818029983,0.02776921366161996,0.026099764579816963,1563.3758983310424
2024-07-09,HPG,lightgbm,2024-07-04,2024-07-09,3d,3,0.010451505016722429,0.006769245519399402,0.0036822594973230267,35.23185887038665
2024-07-10,HPG,lightgbm,2024-07-05,2024-07-10,3d,3,0.01047339757017185,0.006798460459037368,0.0036749371111344815,35.08829953711174
2024-07-11,HPG,lightgbm,2024-07-08,2024-07-11,3d,3,0.0016666666666667052,0.030759591664059192,0.029092924997392487,1745.575499843509
2024-07-12,HPG,lightgbm,2024-07-09,2024-07-12,3d,3,-0.01737691352916848,0.032211727030425144,0.049588640559593625,285.370819601279
2024-07-15,HPG,lightgbm,2024-07-10,2024-07-15,3d,3,-0.016998341625207303,0.019781717952671862,0.036780059577879165,216.37439927279152
2024-07-16,HPG,lightgbm,2024-07-11,2024-07-16,3d,3,-0.013727121464226166,0.010252020481051772,0.023979141945277938,174.6844158680263
2024-07-17,HPG,lightgbm,2024-07-12,2024-07-17,3d,3,-0.010526315789473717,0.002205121442262237,0.012731437231735953,120.94865370149117
2024-07-18,HPG,lightgbm,2024-07-15,2024-07-18,3d,3,-0.001687051876845147,0.0010694192592778,0.002756471136122947,163.38982659369407
2024-07-19,HPG,lightgbm,2024-07-16,2024-07-19,3d,3,-0.008857022353437438,0.0017082493674843643,0.010565271720921803,119.28694881097807
2024-07-22,HPG,lightgbm,2024-07-17,2024-07-22,3d,3,-0.005531914893616929,-0.010495960637415905,0.004964045743798976,89.73467306098297
2024-07-23,HPG,lightgbm,2024-07-18,2024-07-23,3d,3,-0.0211237853823405,0.0010645108558593416,0.02218829623819984,105.03939439163814
2024-07-24,HPG,lightgbm,2024-07-19,2024-07-24,3d,3,-0.017872340425531985,0.009772013078397689,0.027644353503929672,154.67673984341542
2024-07-25,HPG,lightgbm,2024-07-22,2024-07-25,3d,3,-0.024818142918271335,0.00041647196502035775,0.025234614883291692,101.6780947969872
2024-07-26,HPG,lightgbm,2024-07-23,2024-07-26,3d,3,-0.01294777729823049,-0.00965880846815287,0.0032889688300776192,25.401802597632777
2024-07-29,HPG,lightgbm,2024-07-24,2024-07-29,3d,3,0.007365684575389997,-0.002557187596711168,0.009922872172101166,134.71758219534905
2024-07-30,HPG,lightgbm,2024-07-25,2024-07-30,3d,3,0.020184291355857864,-0.02198775176387855,0.042172043119736415,208.93497015191116
2024-07-31,HPG,lightgbm,2024-07-26,2024-07-31,3d,3,-0.008745080891998214,-0.021969095179641344,0.01322401428764313,151.21660337919985
2024-08-01,HPG,lightgbm,2024-07-29,2024-08-01,3d,3,-0.043010752688172005,-0.005180206642939575,0.03783054604523243,87.95601955516548
2024-08-02,HPG,lightgbm,2024-07-30,2024-08-02,3d,3,-0.023225806451612874,-0.028984903338068135,0.005759096886455262,24.796111594460186
2024-08-05,HPG,lightgbm,2024-07-31,2024-08-05,3d,3,-0.04631671812968685,-0.02448895157076754,0.021827766558919312,47.127187418161945
2024-08-06,HPG,lightgbm,2024-08-01,2024-08-06,3d,3,-0.014831460674157193,0.008925652394212459,0.023757113068369654,160.18053508219052
2024-08-07,HPG,lightgbm,2024-08-02,2024-08-07,3d,3,-0.04403346543372966,-0.028071652371433203,0.015961813062296454,36.24927746447523
2024-08-08,HPG,lightgbm,2024-08-05,2024-08-08,3d,3,-0.013413506012951104,-0.01876343172895667,0.005349925716005566,39.884618613806616
2024-08-09,HPG,lightgbm,2024-08-06,2024-08-09,3d,3,-0.009580291970803012,-0.02956708245472234,0.01998679048391933,208.62402257500355
2024-08-12,HPG,lightgbm,2024-08-07,2024-08-12,3d,3,-0.007830492860433025,-0.019274563775878915,0.01144407091544589,146.14751739666403
2024-08-13,HPG,lightgbm,2024-08-08,2024-08-13,3d,3,-0.0075011720581339425,-0.03153463231263848,0.024033460254504535,320.3960670178696
2024-08-14,HPG,lightgbm,2024-08-09,2024-08-14,3d,3,-0.023030861354214616,-0.027025864973624657,0.003995003619410041,17.346305715478422
2024-08-15,HPG,lightgbm,2024-08-12,2024-08-15,3d,3,-0.02506963788300831,-0.02787413932956112,0.0028045014465528095,11.186844659027338
2024-08-16,HPG,lightgbm,2024-08-13,2024-08-16,3d,3,0.007557864903164679,-0.02147857210578413,0.02903643700894881,384.1883571746629
2024-08-19,HPG,lightgbm,2024-08-14,2024-08-19,3d,3,0.01555869872701554,-0.032511932219933856,0.0480706309469494,308.96305526812057
2024-08-20,HPG,lightgbm,2024-08-15,2024-08-20,3d,3,0.023809523809523725,-0.030583884188738742,0.054393407998262464,228.45231359270315
2024-08-21,HPG,lightgbm,2024-08-16,2024-08-21,3d,3,0.021565869667135473,-0.035931542842610735,0.05749741250974621,266.61300192019297
2024-08-22,HPG,lightgbm,2024-08-19,2024-08-22,3d,3,-0.003714020427112219,-0.032230880298874845,0.028516859871762626,767.8164520472355
2024-06-24,HPG,xgboost,2024-06-19,2024-06-24,3d,3,-0.022076860179885527,-0.00496308458968997,0.017113775590195557,77.5190649881821
2024-06-25,HPG,xgboost,2024-06-20,2024-06-25,3d,3,-0.022076860179885527,-0.017307080328464508,0.004769779851421019,21.60533614180706
2024-06-26,HPG,xgboost,2024-06-21,2024-06-26,3d,3,-0.005369681949607741,-0.00200563739053905,0.0033640445590686907,62.64886059619298
2024-06-27,HPG,xgboost,2024-06-24,2024-06-27,3d,3,0.0050167224080266415,0.02499895729124546,0.01998223488321882,398.31254867217086
2024-06-28,HPG,xgboost,2024-06-25,2024-06-28,3d,3,-0.014214046822742632,0.01586865447461605,0.030082701297358683,211.64065148023874
2024-07-01,HPG,xgboost,2024-06-26,2024-07-01,3d,3,-0.019102990033222467,0.01649661734700203,0.035599607380224496,186.35620559039378
2024-07-02,HPG,xgboost,2024-06-27,2024-07-02,3d,3,-0.004991680532445808,0.006849263329058886,0.011840943861504694,237.21357535881617
2024-07-03,HPG,xgboost,2024-06-28,2024-07-03,3d,3,0.016115351993214677,0.011766152456402779,0.0043491995368118985,26.987927652111583
2024-07-04,HPG,xgboost,2024-07-01,2024-07-04,3d,3,0.012701100762066098,0.004396391566842794,0.008304709195223303,65.38574373039121
2024-07-05,HPG,xgboost,2024-07-02,2024-07-05,3d,3,-0.002090301003344508,0.015008896589279175,0.017099197592623683,818.0256128311066
2024-07-08,HPG,xgboost,2024-07-03,2024-07-08,3d,3,0.0016694490818029983,0.024813711643218994,0.023144262561415996,1386.3413274288237
2024-07-09,HPG,xgboost,2024-07-04,2024-07-09,3d,3,0.010451505016722429,0.005553084425628185,0.0048984205910942435,46.86808821558963
2024-07-10,HPG,xgboost,2024-07-05,2024-07-10,3d,3,0.01047339757017185,0.013512641191482544,0.0030392436213106944,29.01869809627427
2024-07-11,HPG,xgboost,2024-07-08,2024-07-11,3d,3,0.0016666666666667052,0.023288853466510773,0.021622186799844068,1297.331207990614
2024-07-12,HPG,xgboost,2024-07-09,2024-07-12,3d,3,-0.01737691352916848,0.02945951744914055,0.04683643097830903,269.53250874898174
2024-07-15,HPG,xgboost,2024-07-10,2024-07-15,3d,3,-0.016998341625207303,0.01191832683980465,0.028916668465011952,170.11464472587514
2024-07-16,HPG,xgboost,2024-07-11,2024-07-16,3d,3,-0.013727121464226166,0.006561462767422199,0.020288584231648366,147.79926209964577
2024-07-17,HPG,xgboost,2024-07-12,2024-07-17,3d,3,-0.010526315789473717,0.01221491489559412,0.022741230685067837,216.0416915081438
2024-07-18,HPG,xgboost,2024-07-15,2024-07-18,3d,3,-0.001687051876845147,0.007154005579650402,0.008841057456495549,524.0536807337942
2024-07-19,HPG,xgboost,2024-07-16,2024-07-19,3d,3,-0.008857022353437438,0.01579723320901394,0.024654255562451377,278.35828542177023
2024-07-22,HPG,xgboost,2024-07-17,2024-07-22,3d,3,-0.005531914893616929,0.0024305919650942087,0.007962506858711138,143.93762398439605
2024-07-23,HPG,xgboost,2024-07-18,2024-07-23,3d,3,-0.0211237853823405,0.0036989261861890554,0.024822711568529554,117.510716565419
2024-07-24,HPG,xgboost,2024-07-19,2024-07-24,3d,3,-0.017872340425531985,0.015115836635231972,0.03298817706076396,184.57670498284523
2024-07-25,HPG,xgboost,2024-07-22,2024-07-25,3d,3,-0.024818142918271335,0.002130339853465557,0.026948482771736892,108.58380040956723
2024-07-26,HPG,xgboost,2024-07-23,2024-07-26,3d,3,-0.01294777729823049,-0.027641084045171738,0.014693306746941248,113.48130577554274
2024-07-29,HPG,xgboost,2024-07-24,2024-07-29,3d,3,0.007365684575389997,-0.012296456843614578,0.019662141419004575,266.9424846768368
2024-07-30,HPG,xgboost,2024-07-25,2024-07-30,3d,3,0.020184291355857864,-0.0055764904245734215,0.025760781780431286,127.62787321218
2024-07-31,HPG,xgboost,2024-07-26,2024-07-31,3d,3,-0.008745080891998214,-0.007301563862711191,0.0014435170292870225,16.506617229897174
2024-08-01,HPG,xgboost,2024-07-29,2024-08-01,3d,3,-0.043010752688172005,0.009485775604844093,0.0524965282930161,122.05442828126255
2024-08-02,HPG,xgboost,2024-07-30,2024-08-02,3d,3,-0.023225806451612874,-0.005282945930957794,0.01794286052065508,77.25398279726502
2024-08-05,HPG,xgboost,2024-07-31,2024-08-05,3d,3,-0.04631671812968685,-0.015329846180975437,0.030986871948711414,66.90213210259877
2024-08-06,HPG,xgboost,2024-08-01,2024-08-06,3d,3,-0.014831460674157193,-0.001902865245938301,0.012928595428218892,87.17007523571894
2024-08-07,HPG,xgboost,2024-08-02,2024-08-07,3d,3,-0.04403346543372966,-0.01925981417298317,0.024773651260746488,56.26096201315525
2024-08-08,HPG,xgboost,2024-08-05,2024-08-08,3d,3,-0.013413506012951104,-0.012177015654742718,0.0012364903582083864,9.218248808436224
2024-08-09,HPG,xgboost,2024-08-06,2024-08-09,3d,3,-0.009580291970803012,-0.027232598513364792,0.01765230654256178,184.25645686330975
2024-08-12,HPG,xgboost,2024-08-07,2024-08-12,3d,3,-0.007830492860433025,-0.027318714186549187,0.019488221326116162,248.87604999410559
2024-08-13,HPG,xgboost,2024-08-08,2024-08-13,3d,3,-0.0075011720581339425,-0.02983252890408039,0.02233135684594645,297.70490095252916
2024-08-14,HPG,xgboost,2024-08-09,2024-08-14,3d,3,-0.023030861354214616,-0.016226166859269142,0.0068046944949454735,29.545983497053285
2024-08-15,HPG,xgboost,2024-08-12,2024-08-15,3d,3,-0.02506963788300831,-0.028249813243746758,0.0031801753607384464,12.685366161167828
