model_name,bucket_family,signal_bucket,observations,coverage_ratio,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_signal,moderate_positive,4,0.02702702702702703,0.04878242750924127,0.04761261286970869,1.0,1.0,1.0,0.05333333333333334,1.9733333333333332
cart,combined_signal,reject,68,0.4594594594594595,0.013405331990615485,0.00854356733533885,0.6029411764705882,0.47058823529411764,0.47058823529411764,0.4266666666666667,0.9286274509803921
cart,combined_signal,strong_or_moderate_positive,12,0.08108108108108109,0.033846697913098765,0.02222602651592705,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.13333333333333333,1.6444444444444444
cart,combined_signal,strong_positive,8,0.05405405405405406,0.026378833115027513,0.01811378639277505,0.875,0.75,0.75,0.08,1.48
cart,combined_signal,weak_or_uncertain,68,0.4594594594594595,0.009663906822980448,0.0057706342841443,0.5588235294117647,0.4852941176470588,0.4852941176470588,0.44,0.9576470588235293
cart,predicted_return_only,moderate_positive,14,0.0945945945945946,0.01512574770048643,0.0005138159397123,0.5,0.42857142857142855,0.42857142857142855,0.08,0.8457142857142856
cart,predicted_return_only,reject,95,0.6418918918918919,0.013318533502308784,0.0096866096866095,0.6105263157894737,0.49473684210526314,0.49473684210526314,0.6266666666666667,0.9762807017543859
cart,predicted_return_only,strong_or_moderate_positive,42,0.28378378378378377,0.016319306535706297,0.0099801776444274,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.32,1.1276190476190475
cart,predicted_return_only,strong_positive,28,0.1891891891891892,0.016916085953316232,0.0108616367971752,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.24,1.2685714285714285
cart,predicted_return_only,weak_or_uncertain,11,0.07432432432432433,0.0021997324602463365,0.0,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.05333333333333334,0.7175757575757575
cart,profit_probability_only,moderate_positive,0,0.0,,,,,,0.0,
cart,profit_probability_only,reject,108,0.7297297297297297,0.011051207577437256,0.0059940108821877995,0.5648148148148148,0.4537037037037037,0.4537037037037037,0.6533333333333333,0.8953086419753086
cart,profit_probability_only,strong_or_moderate_positive,40,0.2702702702702703,0.01953345489796213,0.0199430199430199,0.725,0.65,0.65,0.3466666666666667,1.2826666666666666
cart,profit_probability_only,strong_positive,40,0.2702702702702703,0.01953345489796213,0.0199430199430199,0.725,0.65,0.65,0.3466666666666667,1.2826666666666666
cart,profit_probability_only,weak_or_uncertain,0,0.0,,,,,,0.0,
lightgbm,combined_signal,moderate_positive,11,0.07432432432432433,0.011934221115665382,0.0199430199430199,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.10666666666666667,1.435151515151515
lightgbm,combined_signal,reject,112,0.7567567567567568,0.015487320993537656,0.009852249387133,0.625,0.5089285714285714,0.5089285714285714,0.76,1.0042857142857142
lightgbm,combined_signal,strong_or_moderate_positive,16,0.10810810810810811,0.01338401498690882,0.01734543956237575,0.8125,0.6875,0.6875,0.14666666666666667,1.3566666666666665
lightgbm,combined_signal,strong_positive,5,0.033783783783783786,0.01657356150364438,0.0147478591817316,1.0,0.6,0.6,0.04,1.184
lightgbm,combined_signal,weak_or_uncertain,20,0.13513513513513514,0.0013072211607475198,0.0,0.35,0.35,0.35,0.09333333333333334,0.6906666666666665
lightgbm,predicted_return_only,moderate_positive,21,0.14189189189189189,0.00817931579161365,0.0091390091390091,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.16,1.1276190476190475
lightgbm,predicted_return_only,reject,114,0.7702702702702703,0.014968147825957788,0.009852249387133,0.6228070175438597,0.5087719298245614,0.5087719298245614,0.7733333333333333,1.0039766081871344
lightgbm,predicted_return_only,strong_or_moderate_positive,28,0.1891891891891892,0.010354278791865451,0.01011969761969765,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.21333333333333335,1.1276190476190475
lightgbm,predicted_return_only,strong_positive,7,0.0472972972972973,0.01687916779262086,0.0147478591817316,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.05333333333333334,1.1276190476190475
lightgbm,predicted_return_only,weak_or_uncertain,6,0.04054054054054054,-0.0035700073416185998,-0.007893704774197,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.013333333333333334,0.32888888888888884
lightgbm,profit_probability_only,moderate_positive,1,0.006756756756756757,0.0229723394280356,0.0229723394280356,1.0,1.0,1.0,0.013333333333333334,1.9733333333333332
lightgbm,profit_probability_only,reject,127,0.8581081081081081,0.01387690634218618,0.008974512384827,0.5905511811023622,0.4881889763779528,0.4881889763779528,0.8266666666666667,0.9633595800524934
